Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.6608,22.3312,20.8384,20.0414,23.6313,21.2509,23.1821,28.5644,19.346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.7283,22.5102,18.9445,19.4474,19.7982,22.8826,17.9179,21.0882,22.3212,15.7655,19.1172,22.5065,23.9258,20.9428,22.3009,21.9486,20.0071,22.7758
NaN,NaN,NaN,22.0548,25.1077,20.8805,NaN,NaN,NaN,23.7038,22.3853,20.8037,20.112,23.7329,21.2998,23.1149,28.6557,19.2592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.8989,26.5899,19.6924,NaN,NaN,NaN,18.4392,22.8442,18.9942,19.521,19.8553,22.8624,17.9898,21.1665,22.3103,15.7585,19.2808,22.5142,24.0165,20.9784,22.2571,22.0295,19.9613,22.7428
NaN,NaN,NaN,22.095,25.2793,20.8816,NaN,NaN,NaN,23.7699,22.4662,20.8091,20.1796,23.8193,21.3203,23.0462,28.7886,19.148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7922,26.8137,19.7508,NaN,NaN,NaN,18.1724,23.1438,19.0536,19.5936,19.9003,22.8401,18.0642,21.2342,22.3004,15.7728,19.3929,22.5019,24.1012,20.9906,22.2249,22.1543,20.13,22.7593
NaN,NaN,NaN,22.1363,25.4127,20.8559,NaN,NaN,NaN,23.8364,22.5166,20.782,20.2596,23.9177,21.3399,22.9772,28.9134,19.0292,NaN,NaN,NaN,NaN,NaN,NaN,20.6245,23.4697,13.8894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6986,27.0121,19.8,NaN,NaN,NaN,17.9308,23.3652,19.1461,19.6661,19.9503,22.8181,18.1303,21.2999,22.2898,15.7753,19.536,22.5186,24.1636,21.0898,22.2047,22.1923,20.1877,22.7421
NaN,NaN,NaN,22.1804,25.5339,20.8034,NaN,NaN,NaN,23.8836,22.5338,20.7312,20.3325,23.9837,21.3449,22.9073,29.0325,18.9174,NaN,NaN,NaN,NaN,NaN,NaN,19.9179,23.5857,13.7584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.612,27.2382,19.8167,18.3943,25.7346,19.6304,17.6271,23.7097,19.2376,19.7372,20.0027,22.7946,18.2007,21.3752,22.287,15.7902,19.6451,22.5277,24.244,21.2346,22.2279,22.2596,20.1005,22.6997
NaN,NaN,NaN,22.2209,25.6376,20.7435,NaN,NaN,NaN,23.9545,22.6205,20.7425,20.4026,24.0663,21.3349,22.832,29.1284,18.7623,NaN,NaN,NaN,NaN,NaN,NaN,19.2112,23.831,13.6518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5208,27.4412,19.813,18.2192,26.0343,19.6807,17.3514,24.0763,19.3417,19.8112,20.054,22.7727,18.2684,21.448,22.2821,15.8163,19.774,22.5292,24.2849,21.2097,22.1692,22.3179,20.1963,22.682
21.985,25.7711,21.6659,22.272,25.6973,20.6465,NaN,NaN,NaN,24.0017,22.6703,20.7073,20.4768,24.1445,21.3222,22.7547,29.2265,18.6233,NaN,NaN,NaN,NaN,NaN,NaN,18.4958,24.2692,13.5684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4311,27.5912,19.7856,18.0462,26.3698,19.7385,17.0958,24.3207,19.4664,19.8829,20.1033,22.7501,18.3361,21.509,22.2844,15.8503,19.9134,22.5591,24.339,21.2614,22.1646,22.4391,20.2756,22.6739
21.8944,25.0859,21.1334,22.3202,25.7809,20.5697,NaN,NaN,NaN,24.0827,22.728,20.6897,20.5544,24.2402,21.2933,22.6734,29.3192,18.4859,19.7564,29.4991,16.1378,19.2021,27.6869,13.9782,17.8099,24.5618,13.5198,19.3509,29.1192,17.4647,NaN,NaN,NaN,NaN,NaN,NaN,19.352,27.7555,19.7245,17.8847,26.5627,19.7665,16.8407,24.6338,19.5922,19.9535,20.1466,22.7272,18.4053,21.5556,22.2889,15.8742,20.0119,22.5539,24.4438,21.4039,22.1363,22.4647,20.3512,22.6587
21.9072,25.0075,20.9498,22.3739,25.8857,20.5065,22.7023,24.7804,20.7631,24.1298,22.7266,20.6633,20.6303,24.3179,21.2573,22.5912,29.3848,18.3182,19.6172,29.6786,16.0366,18.7469,28.0716,13.879,17.1165,25.0693,13.4891,19.2068,29.2921,17.4121,NaN,NaN,NaN,NaN,NaN,NaN,19.258,27.8859,19.6535,17.7417,26.7764,19.7738,16.6073,24.9246,19.7198,20.0188,20.1855,22.7025,18.4782,21.6075,22.3033,15.9052,20.121,22.5714,24.4864,21.4006,22.1416,22.5637,20.331,22.6049
21.9544,25.1411,20.9133,22.39,25.8855,20.37,22.7933,24.8562,20.673,24.2244,22.8522,20.6557,20.6935,24.3868,21.2145,22.51,29.4687,18.1584,19.4949,29.8041,15.9228,18.3366,28.2708,13.7716,16.4706,25.4534,13.4831,19.0766,29.4606,17.3004,NaN,NaN,NaN,NaN,NaN,NaN,19.1771,28.0143,19.5566,17.6101,26.9853,19.7677,16.3632,25.2349,19.8269,20.0868,20.2334,22.6765,18.5488,21.6074,22.3028,15.9279,20.1612,22.5395,24.585,21.4822,22.1133,22.6094,20.4044,22.6033
22.0277,25.2062,20.8424,22.4303,25.9648,20.291,22.8531,24.9744,20.6255,24.2859,22.8859,20.6356,20.7605,24.4608,21.1603,22.4344,29.5249,17.9641,19.3747,29.9067,15.7929,18.0396,28.5217,13.6772,15.8494,25.9453,13.4769,18.9891,29.5963,17.195,NaN,NaN,NaN,NaN,NaN,NaN,19.0945,28.1141,19.4398,17.5,27.1664,19.7309,16.1496,25.4827,19.9128,20.1622,20.2815,22.6509,18.613,21.6133,22.2929,15.9574,20.2072,22.5225,24.639,21.5862,22.1475,22.6719,20.5032,22.618
22.0736,25.2808,20.7745,22.4914,26.0505,20.1876,22.9012,25.04,20.556,24.3573,22.9187,20.6085,20.83,24.5308,21.0898,22.3567,29.5784,17.7467,19.2616,29.9787,15.6541,17.6944,28.781,13.5768,15.2816,26.5381,13.4479,18.8817,29.7082,17.0566,17.6144,28.2437,16.0156,NaN,NaN,NaN,19.015,28.2267,19.311,17.3951,27.311,19.6606,15.9367,25.7603,19.9845,20.2331,20.335,22.6259,18.6876,21.6106,22.2779,16.0058,20.3305,22.5505,24.7342,21.6612,22.0885,22.7583,20.5499,22.5592
22.1121,25.3551,20.6981,22.5232,26.12,20.093,22.9618,25.1227,20.5021,24.4262,22.9951,20.6107,20.8867,24.6007,21.0232,22.2789,29.5943,17.5715,19.1483,30.0293,15.509,17.4339,29.0449,13.4667,14.7866,27.0104,13.4035,18.788,29.755,16.903,17.3572,28.419,15.9148,16.2476,26.3395,15.7205,18.9432,28.3044,19.1699,17.304,27.4223,19.5635,15.7254,26.0521,20.0479,20.298,20.3811,22.6018,18.6856,21.3372,22.2747,16.0514,20.3944,22.5512,24.7658,21.6389,22.0523,22.8381,20.664,22.569
22.1587,25.3853,20.5955,22.5569,26.1696,19.9809,23.0182,25.1794,20.4412,24.4742,23.0279,20.5585,20.9435,24.657,20.9552,22.1956,29.589,17.3796,19.0359,30.0491,15.3492,17.1646,29.2502,13.3457,14.3578,27.5133,13.3166,18.6842,29.8296,16.7567,17.099,28.6362,15.8121,15.7589,26.6874,15.6444,18.872,28.347,18.999,17.2094,27.5242,19.459,15.5496,26.3273,20.0613,20.3652,20.4267,22.5748,18.8277,21.6321,22.2412,16.0961,20.4461,22.5562,24.845,21.7985,22.0622,22.9,20.7134,22.5403
22.2084,25.4441,20.5125,22.5899,26.2407,19.8763,23.1271,25.2645,20.344,24.5483,23.1198,20.5459,21.0038,24.717,20.8864,22.1099,29.5735,17.1783,18.9349,30.0661,15.183,16.9465,29.4139,13.2218,14.0011,27.99,13.1833,18.6006,29.8522,16.5829,16.8787,28.8142,15.7033,15.3326,27.0429,15.5675,18.7976,28.365,18.8211,17.1103,27.6269,19.3505,15.4203,26.5425,20.0473,20.4303,20.4634,22.5467,18.8874,21.6512,22.2238,16.1477,20.4982,22.564,24.893,21.8109,22.0073,22.9936,20.7401,22.4949
22.2554,25.4992,20.4214,22.6188,26.2714,19.7572,23.1142,25.3054,20.2962,24.6106,23.18,20.5301,21.0585,24.7699,20.8214,22.0276,29.57,16.9669,18.8285,30.0722,15.017,16.7688,29.5764,13.0856,13.7114,28.4709,13.0095,18.5135,29.8639,16.4053,16.6802,28.994,15.5935,14.9456,27.3699,15.4929,18.7271,28.3692,18.6346,17.0265,27.7043,19.2248,15.3047,26.7274,20.0099,20.505,20.5177,22.5208,18.8647,21.4372,22.218,16.1952,20.5391,22.5637,24.9562,21.8717,22.0124,23.0315,20.7764,22.4833
22.294,25.5412,20.3335,22.6458,26.2966,19.6352,23.1635,25.3575,20.2147,24.6725,23.2241,20.4916,21.1156,24.8192,20.7585,21.9494,29.5457,16.7539,18.7292,30.0544,14.8355,16.6119,29.7202,12.9392,13.476,28.9654,12.8078,18.4284,29.8667,16.2213,16.4978,29.1591,15.4725,14.5919,27.7412,15.4218,18.6527,28.3916,18.4584,16.9499,27.761,19.0845,15.2261,26.8307,19.9255,20.5767,20.5653,22.4918,18.9251,21.4586,22.2007,16.2604,20.585,22.5799,25.0086,21.8915,21.9884,23.0978,20.7429,22.4369
22.3329,25.577,20.2391,22.6718,26.3101,19.5087,23.2196,25.4203,20.1417,24.7114,23.2585,20.4667,21.1734,24.8636,20.6968,21.8761,29.4932,16.536,18.6362,30.0449,14.6499,16.4763,29.8434,12.7845,13.2833,29.3879,12.6025,18.3533,29.8403,16.0217,16.3385,29.2961,15.329,14.2865,28.1269,15.3478,18.5821,28.3932,18.2808,16.881,27.7959,18.9409,15.1579,26.88,19.8035,20.6491,20.619,22.4667,19.0577,21.7626,22.1719,16.3321,20.6274,22.5935,25.0824,21.8865,21.9549,23.1373,20.8683,22.4375
22.3804,25.6519,20.1618,22.6901,26.3376,19.3918,23.2571,25.4621,20.0587,24.7884,23.3338,20.4507,21.2285,24.9208,20.636,21.7997,29.4303,16.3134,18.5573,30.0305,14.447,16.3675,29.9318,12.6088,13.1582,29.7404,12.4189,18.2883,29.7876,15.8094,16.2018,29.4304,15.1661,14.0365,28.5325,15.2608,18.5134,28.3869,18.1079,16.8165,27.8014,18.7818,15.0973,26.8852,19.6574,20.7154,20.6613,22.4381,19.1179,21.8058,22.1577,16.3866,20.6329,22.606,25.136,22.0174,21.9244,23.2346,20.9893,22.4133
22.4238,25.6735,20.0527,22.7124,26.3417,19.2421,23.2902,25.4792,19.9592,24.8415,23.3806,20.4314,21.2827,24.9716,20.5721,21.7327,29.3459,16.0943,18.4948,29.9999,14.2351,16.2845,29.9952,12.4201,13.0723,30.0981,12.263,18.2164,29.7168,15.5788,16.0936,29.5603,14.9901,13.8525,28.8872,15.147,18.4491,28.3468,17.9198,16.7542,27.7819,18.6115,15.0389,26.8716,19.5012,20.7875,20.7155,22.4127,19.1107,21.5385,22.1495,16.4483,20.6475,22.6129,25.1833,22.0834,21.914,23.3049,20.9599,22.3808
22.4437,25.6812,19.9451,22.7359,26.3533,19.1172,23.3329,25.499,19.8711,24.898,23.4661,20.3808,21.3338,25.0189,20.5084,21.6653,29.2835,15.8792,18.4364,29.9439,14.0054,16.2211,30.0471,12.2169,13.0275,30.3854,12.1058,18.1513,29.6466,15.3389,16.0114,29.6447,14.7874,13.7277,29.2041,15.003,18.3929,28.3024,17.7314,16.6985,27.7546,18.4367,14.9821,26.8469,19.3348,20.8524,20.751,22.3818,19.1671,21.575,22.1309,16.5338,20.6823,22.6313,25.2646,22.1682,21.8779,23.3518,21.0114,22.3418
22.5136,25.7828,19.8869,22.7577,26.3594,18.994,23.3661,25.5291,19.7904,24.9608,23.5173,20.3613,21.391,25.0819,20.4499,21.6107,29.1997,15.6721,18.3954,29.8864,13.7771,16.1672,30.0628,12.005,13.002,30.6065,11.9291,18.1127,29.5956,15.0995,15.9612,29.7285,14.5859,13.6347,29.4196,14.8443,18.336,28.2412,17.5288,16.6416,27.7044,18.2462,14.9258,26.8201,19.1682,20.9219,20.802,22.3541,19.2623,21.9584,22.0997,16.5843,20.6841,22.6205,25.3473,22.2205,21.8531,23.4007,21.0147,22.2848
22.552,25.8245,19.7986,22.7889,26.3747,18.8889,23.407,25.5627,19.7115,25.0052,23.5625,20.3244,21.4429,25.1303,20.3904,21.5667,29.0957,15.4635,18.3675,29.8025,13.5467,16.1394,30.0793,11.7844,13.0039,30.7636,11.7165,18.078,29.555,14.8785,15.9283,29.7679,14.3697,13.6168,29.5849,14.6262,18.2855,28.1793,17.3218,16.585,27.6526,18.0438,14.8701,26.7788,18.9726,20.9892,20.8503,22.3219,19.3226,21.9811,22.0812,16.6503,20.6912,22.6217,25.38,22.3133,21.8227,23.4908,21.244,22.2807
22.5932,25.8492,19.709,22.823,26.3904,18.7861,23.4559,25.6013,19.6314,25.0605,23.611,20.2924,21.4938,25.1947,20.3258,21.534,28.9914,15.2675,18.3493,29.7094,13.3223,16.1395,30.0715,11.5619,13.0251,30.8723,11.481,18.0606,29.4891,14.6458,15.9112,29.7592,14.1369,13.5943,29.6402,14.3943,18.2424,28.1114,17.111,16.5305,27.6066,17.8337,14.8053,26.7481,18.7615,21.0555,20.9011,22.2937,19.3407,21.6392,22.072,16.7076,20.7042,22.618,25.4468,22.4116,21.8105,23.5373,21.2403,22.2811
22.6382,25.8938,19.6156,22.8608,26.4097,18.677,23.5064,25.6433,19.5594,25.1048,23.6687,20.2687,21.5455,25.2259,20.251,21.5156,28.8931,15.0727,18.3467,29.6039,13.1011,16.153,30.0176,11.3279,13.0623,30.9185,11.2166,18.0552,29.4359,14.4242,15.9144,29.7287,13.8964,13.5797,29.5815,14.1103,18.2087,28.0513,16.9036,16.4824,27.5646,17.6085,14.7406,26.7174,18.526,21.1191,20.9422,22.2597,19.4346,22.0334,22.0356,16.7746,20.7002,22.6022,25.4331,22.4591,21.7872,23.624,21.3386,22.2518
22.6811,25.9106,19.5214,22.9026,26.4135,18.5693,23.5527,25.6625,19.4796,25.1685,23.7246,20.2431,21.5955,25.2548,20.1688,21.5059,28.7813,14.8848,18.3634,29.4921,12.878,16.1814,29.9359,11.0877,13.1284,30.9381,10.9433,18.0588,29.3771,14.2148,15.9218,29.6584,13.6343,13.5843,29.5274,13.8131,18.1844,27.986,16.6912,16.4456,27.5266,17.3801,14.6878,26.7029,18.2892,21.1826,20.984,22.2264,19.493,22.0656,22.0154,16.8573,20.6913,22.5922,25.4805,22.5168,21.7628,23.684,21.3669,22.2076
22.7211,25.928,19.4228,22.9469,26.4145,18.4622,23.5975,25.6755,19.3849,25.2062,23.8022,20.2184,21.6338,25.2779,20.0661,21.5174,28.6711,14.702,18.3905,29.3831,12.6509,16.2315,29.8092,10.8407,13.2115,30.9054,10.6579,18.0811,29.2875,13.9904,15.9454,29.5668,13.3863,13.6133,29.4488,13.5204,18.1733,27.9301,16.483,16.4218,27.4906,17.1604,14.6486,26.6793,18.0583,21.2515,21.0469,22.1921,19.5122,21.7253,21.9988,16.9136,20.6883,22.5715,25.5338,22.5872,21.7393,23.7495,21.3631,22.1553
22.765,25.9524,19.3209,22.9887,26.3997,18.3516,23.6441,25.6974,19.2938,25.2625,23.8376,20.1967,21.6701,25.3016,19.964,21.5346,28.5629,14.5289,18.4439,29.2547,12.425,16.3043,29.6659,10.578,13.3106,30.8171,10.3563,18.1211,29.1928,13.7604,15.9972,29.4988,13.1198,13.6592,29.3298,13.2233,18.1802,27.8778,16.2919,16.4161,27.4483,16.9522,14.6256,26.6573,17.8372,21.3108,21.0968,22.1593,19.5985,22.1166,21.9641,16.9868,20.7038,22.563,25.5839,22.6602,21.7153,23.7788,21.4728,22.1377
22.8088,25.9676,19.2237,23.0276,26.3861,18.2418,23.6843,25.7256,19.2167,25.3063,23.9023,20.1575,21.718,25.322,19.8601,21.5799,28.4535,14.3614,18.5151,29.117,12.1973,16.405,29.4981,10.3136,13.4234,30.6643,10.0128,18.1686,29.0927,13.5385,16.0606,29.3609,12.8568,13.713,29.1797,12.9233,18.201,27.8254,16.1061,16.4277,27.4072,16.7486,14.628,26.6314,17.6273,21.3717,21.144,22.1309,19.6243,21.7702,21.9447,17.0612,20.6724,22.5273,25.6406,22.7371,21.6859,23.8443,21.5422,22.1119
22.8515,25.9836,19.1398,23.0746,26.3784,18.1403,23.7253,25.7479,19.1443,25.3595,23.9762,20.133,21.7641,25.3202,19.7676,21.623,28.3449,14.1986,18.6032,28.9721,11.9711,16.521,29.3227,10.0427,13.5453,30.4588,9.6499,18.244,29.0065,13.3124,16.1246,29.2098,12.5888,13.7901,28.9893,12.6158,18.234,27.7609,15.9229,16.4555,27.3476,16.5522,14.6469,26.5803,17.424,21.431,21.1959,22.0999,19.6878,21.8075,21.9185,17.1223,20.6492,22.4996,25.6836,22.7964,21.6588,23.9127,21.5842,22.0602
22.8955,26.0039,19.0508,23.1243,26.3688,18.0436,23.7721,25.7776,19.079,25.407,24.0301,20.1039,21.8177,25.3323,19.6903,21.6961,28.2651,14.0441,18.7089,28.807,11.7453,16.6678,29.1134,9.7679,13.6839,30.2179,9.2778,18.3164,28.8359,13.0917,16.2194,29.0097,12.3228,13.8854,28.772,12.302,18.2873,27.6987,15.747,16.4992,27.279,16.3588,14.688,26.5066,17.2234,21.4935,21.251,22.0695,19.7557,22.2001,21.8659,17.2002,20.6746,22.4594,25.7373,22.869,21.6279,23.9417,21.6723,22.0345
22.9416,26.0242,18.9599,23.1798,26.3701,17.9489,23.8209,25.7983,19.0066,25.4477,24.0819,20.085,21.8626,25.3453,19.6194,21.7851,28.3321,13.886,18.8381,28.6518,11.5253,16.8297,28.9015,9.4933,13.8375,29.9373,8.9108,18.4226,28.7172,12.8769,16.3326,28.8299,12.0508,14.004,28.5346,11.9834,18.3543,27.6143,15.5628,16.5607,27.2035,16.161,14.7496,26.4203,17.0156,21.557,21.3096,22.0373,19.816,22.2398,21.8349,17.2729,20.6368,22.3965,25.7797,22.9279,21.6014,23.9961,21.7152,22.0348
22.9881,26.038,18.8716,23.2387,26.3806,17.8664,23.8696,25.8307,18.9395,25.493,24.1349,20.0504,21.9055,25.3492,19.5303,21.8757,28.091,13.7521,18.9848,28.4813,11.3061,17.0164,28.6797,9.2307,14.012,29.639,8.5614,18.5261,28.5729,12.6536,16.4629,28.6325,11.7827,14.1438,28.2955,11.6703,18.4306,27.5299,15.3801,16.6314,27.1072,15.9532,14.8188,26.3211,16.7994,21.613,21.3552,22.0074,19.8578,21.8867,21.8096,17.3454,20.6286,22.349,25.8248,23.0024,21.5799,24.0601,21.829,21.9826
23.0392,26.0616,18.7888,23.3069,26.3988,17.7836,23.9225,25.8691,18.8755,25.5395,24.182,20.0277,21.9516,25.3613,19.4426,21.9917,28.0159,13.6175,19.1524,28.3234,11.0942,17.224,28.435,8.9749,14.2084,29.3166,8.2295,18.6629,28.4254,12.4437,16.614,28.4412,11.5222,14.3082,28.0378,11.3617,18.5244,27.4435,15.19,16.7182,27.0207,15.7444,14.8984,26.2268,16.5765,21.6705,21.3995,21.9734,19.9101,22.2971,21.7544,17.4101,20.5979,22.2665,25.8667,23.0605,21.5532,24.0978,21.8693,21.9619
23.0942,26.0834,18.7063,23.3776,26.4104,17.7012,23.9758,25.8975,18.8109,25.5854,24.2552,20.0051,21.9986,25.3826,19.3476,22.133,28.1026,13.4745,19.3359,28.1568,10.897,17.4487,28.1848,8.7306,14.4274,28.9637,7.9042,18.8089,28.2852,12.2331,16.789,28.2421,11.265,14.4911,27.788,11.0654,18.6301,27.3599,15.0002,16.8171,26.9211,15.5247,14.9923,26.1406,16.3401,21.7278,21.4569,21.9455,19.9662,21.9492,21.7281,17.4854,20.6024,22.2012,25.9114,23.1374,21.5284,24.1457,21.9295,21.9165
23.1466,26.1078,18.624,23.4504,26.4264,17.6224,24.0293,25.9335,18.7487,25.6291,24.3389,19.9808,22.0458,25.3772,19.2487,22.2608,27.8704,13.3599,19.5337,27.9929,10.7077,17.6947,27.9397,8.4988,14.6689,28.6176,7.5877,18.9801,28.1495,12.0313,16.9834,28.0245,11.015,14.6985,27.5286,10.7673,18.7506,27.2735,14.809,16.9316,26.8216,15.3,15.0955,26.0247,16.0948,21.7826,21.5173,21.9146,20.0183,21.9915,21.6843,17.5499,20.5889,22.1134,25.9499,23.2078,21.5059,24.2372,21.9869,21.9025
23.2013,26.1289,18.5411,23.5261,26.4417,17.5405,24.0865,25.9717,18.687,25.6664,24.4055,19.9451,22.0974,25.3928,19.1517,22.437,27.9721,13.229,19.75,27.8349,10.5214,17.9606,27.686,8.2702,14.9338,28.2466,7.2882,19.1608,28.021,11.8286,17.1994,27.8276,10.7697,14.9327,27.2415,10.4818,18.8845,27.1966,14.6205,17.061,26.7115,15.077,15.2164,25.9052,15.8388,21.8372,21.5731,21.8875,20.0616,22.4195,21.6213,17.6205,20.5837,22.0202,25.9919,23.2821,21.4811,24.2603,21.9894,21.8439
23.2609,26.152,18.4601,23.6049,26.4612,17.465,24.1422,26.0062,18.6241,25.7155,24.461,19.9318,22.1504,25.4226,19.0552,22.6028,27.9118,13.1096,19.9797,27.6639,10.3357,18.2441,27.4397,8.059,15.2192,27.8757,7.0013,19.3641,27.8876,11.6269,17.4304,27.6245,10.5302,15.1937,26.9652,10.2043,19.035,27.1071,14.4283,17.2055,26.602,14.8538,15.3579,25.7839,15.5865,21.8877,21.6301,21.8591,20.1115,22.4608,21.5638,17.6925,20.5785,21.9289,26.0328,23.361,21.4524,24.3236,22.1398,21.8659
23.326,26.1856,18.3783,23.6855,26.4723,17.3857,24.2001,26.0329,18.5599,25.7509,24.5132,19.8968,22.2039,25.428,18.9679,22.7831,27.8439,12.9911,20.2309,27.5198,10.1659,18.5489,27.2017,7.853,15.5228,27.509,6.729,19.5809,27.7873,11.4322,17.6783,27.436,10.2933,15.4643,26.7098,9.9313,19.1915,27.0198,14.242,17.3662,26.4857,14.631,15.5102,25.6344,15.3326,21.9369,21.6891,21.835,20.168,22.4961,21.5039,17.7658,20.5763,21.8276,26.0651,23.4168,21.424,24.3801,22.1445,21.7953
23.3901,26.2085,18.2987,23.773,26.4881,17.3099,24.2589,26.077,18.5001,25.788,24.582,19.8689,22.2579,25.4616,18.8757,22.9967,27.7041,12.86,20.4868,27.3867,9.9978,18.8675,26.9734,7.6517,15.8556,27.1536,6.4708,19.8152,27.6427,11.2462,17.9373,27.2435,10.0648,15.7511,26.4624,9.6657,19.3653,26.9368,14.0569,17.5378,26.3777,14.4109,15.6766,25.4968,15.0817,21.984,21.7397,21.81,20.2123,22.5419,21.436,17.8391,20.5674,21.7179,26.1012,23.4945,21.3965,24.4209,22.2013,21.7892
23.4537,26.2302,18.216,23.8636,26.5114,17.2361,24.3232,26.1133,18.4406,25.8219,24.6948,19.8605,22.3184,25.4806,18.7751,23.1562,27.5785,12.7923,20.7584,27.2356,9.8374,19.2111,26.7665,7.4621,16.2192,26.8053,6.2184,20.0487,27.525,11.0658,18.2167,27.0717,9.8418,16.0456,26.2511,9.4048,19.5441,26.8392,13.8724,17.7192,26.2622,14.189,15.8578,25.3666,14.8268,22.0263,21.7935,21.7854,20.2655,22.5904,21.3672,17.9118,20.5554,21.601,26.1348,23.5721,21.3676,24.4486,22.329,21.8083
23.5243,26.2559,18.1363,23.9539,26.5306,17.1678,24.3884,26.1572,18.3813,25.859,24.7135,19.8495,22.38,25.4983,18.6783,23.3779,27.694,12.6793,21.0503,27.1085,9.6764,19.5602,26.5767,7.27,16.6656,26.7832,5.9381,20.3011,27.3953,10.8818,18.503,26.9027,9.6271,16.3539,26.0296,9.1434,19.7343,26.7533,13.6859,17.9104,26.1485,13.966,16.0452,25.2256,14.5701,22.0683,21.8593,21.7618,20.3095,22.6324,21.2999,17.9912,20.5529,21.4804,26.1752,23.6711,21.3404,24.4986,22.3172,21.744
23.592,26.2878,18.0565,24.0512,26.5599,17.0991,24.4511,26.2039,18.3258,25.8943,24.8382,19.8223,22.4423,25.5271,18.5794,23.5983,27.6393,12.5826,21.343,26.9996,9.5263,19.9389,26.4078,7.0952,17.0721,26.4979,5.7013,20.5616,27.2831,10.7118,18.8062,26.7525,9.4158,16.6851,25.8378,8.8873,19.9308,26.6717,13.5078,18.1117,26.0504,13.748,16.2414,25.0951,14.3146,22.1073,21.9156,21.7368,20.3614,22.6646,21.2383,18.0711,20.5538,21.3598,26.2102,23.7459,21.3153,24.543,22.3862,21.7254
23.6721,26.326,17.9786,24.1489,26.59,17.0291,24.5164,26.2525,18.2685,25.9196,24.9034,19.7875,22.5027,25.555,18.4828,23.7992,27.4261,12.5038,21.6473,26.8815,9.3782,20.3153,26.2572,6.9155,17.5002,26.2548,5.4673,20.8375,27.1644,10.5399,19.1243,26.5942,9.2049,17.0232,25.6574,8.6361,20.141,26.5988,13.3318,18.3211,25.958,13.5303,16.4475,24.978,14.0582,22.1401,21.9792,21.7145,20.4117,22.699,21.1732,18.1528,20.5546,21.2403,26.24,23.8342,21.2895,24.5646,22.5164,21.6619
23.7454,26.3516,17.8971,24.2466,26.6147,16.9616,24.5825,26.2972,18.2094,25.9668,24.9644,19.7639,22.5673,25.5837,18.3906,24.0514,27.5433,12.4106,21.9688,26.7809,9.2424,20.7252,26.0726,6.7418,17.944,26.0224,5.2405,21.116,27.0581,10.3707,19.4501,26.4508,8.9981,17.3799,25.4786,8.3848,20.3499,26.5314,13.1597,18.5384,25.8669,13.3142,16.6607,24.8549,13.8013,22.1757,22.0425,21.6937,20.4642,22.7579,21.1148,18.2391,20.5554,21.1112,26.2738,23.9235,21.2657,24.6076,22.6089,21.6471
23.822,26.3923,17.8249,24.3466,26.6543,16.8996,24.6524,26.3489,18.1561,25.9893,25.0283,19.7415,22.6383,25.614,18.2925,24.2588,27.3501,12.342,22.3011,26.6767,9.1062,21.1331,25.9486,6.5937,18.3956,25.8677,5.016,21.4108,26.9605,10.2142,19.7933,26.3287,8.8009,17.7509,25.3212,8.1361,20.5685,26.4705,12.9885,18.7572,25.774,13.1,16.8862,24.7357,13.547,22.209,22.1042,21.673,20.5112,22.8106,21.0669,18.3319,20.5662,20.993,26.2915,23.9774,21.238,24.6337,22.6469,21.617
