Le01R_X,Le01R_Y,Le01R_Z,Le02R_X,Le02R_Y,Le02R_Z,Le03R_X,Le03R_Y,Le03R_Z,Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mm02R_X,Mm02R_Y,Mm02R_Z,Mm03R_X,Mm03R_Y,Mm03R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Sn04R_X,Sn04R_Y,Sn04R_Z,Sn05R_X,Sn05R_Y,Sn05R_Z,Sn06R_X,Sn06R_Y,Sn06R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te04R_X,Te04R_Y,Te04R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te06R_X,Te06R_Y,Te06R_Z,Te07R_X,Te07R_Y,Te07R_Z,Te08R_X,Te08R_Y,Te08R_Z,Te09R_X,Te09R_Y,Te09R_Z
3.7372,24.9726,7.773,4.3408,24.8091,6.2374,5.497,24.2601,4.8895,2.636,25.0902,6.6289,3.5858,24.9956,6.2373,3.1828,25.1358,7.2854,0.6536,25.1531,7.5378,-1.6272,24.623,7.5217,-2.9959,24.0128,7.2348,-1.6164,24.2992,4.6686,-0.7735,24.5962,5.2,0.3226,24.862,5.5981,2.4382,24.6576,4.0981,1.4747,24.4074,3.0996,0.2222,24.1989,2.4128,4.1061,23.1199,0.6229,2.6186,23.0557,-0.2949,3.6179,22.4462,-1.4657,5.3882,21.2903,-2.1125,6.1045,21.1129,-2.355,3.2038,24.0831,9.2644,1.189582,24.668982,6.520109,6.580359,23.555363,3.318691,6.376478,22.055879,0.000468,6.679713,20.392216,-2.1991,5.275067,20.219823,-5.330086,5.2436,22.9267,0.0992,4.5533,21.9129,-1.9,3.0602,21.0718,-3.5012,2.9446,23.833,1.685,1.496396,23.413562,0.77048,-0.634,23.1633,-0.0288,-1.9221,23.3496,10.1559,-2.9854,24.2098,9.2087,-5.686641,22.389757,8.09469,2.723783,23.233074,10.368627,0.554205,22.851644,10.396154,2.1517,24.3938,8.1357,3.6524,24.5791,5.154,4.8059,23.8846,2.4526,5.7459,23.0321,1.455,6.4817,22.7034,1.4687,-3.8706,23.4994,6.34,-2.3062,24.0808,3.951,-1.1082,23.9383,1.7553,0.7436,22.9884,-0.7241,1.9279,22.6059,-1.6822,2.6928,21.9978,-2.6271,3.9169,21.0634,-3.7256,4.7966,20.6852,-4.1529,5.4095,20.1461,-4.7184
3.8009,24.9538,7.8051,4.4213,24.759,6.3042,5.5914,24.1618,5.0043,2.7124,25.0567,6.6546,3.6605,24.943,6.2848,3.2509,25.1282,7.3137,0.7225,25.1156,7.5375,-1.5625,24.5926,7.5167,-2.9254,23.9624,7.2264,-1.5165,24.1363,4.6703,-0.6819,24.4601,5.2073,0.4043,24.7858,5.6057,2.5483,24.5281,4.1465,1.6028,24.2173,3.1527,0.3587,23.9985,2.4457,4.2801,22.855,0.7763,2.8024,22.7461,-0.1624,3.8203,22.0661,-1.2916,5.606,20.9235,-1.8567,6.328,20.7311,-2.063,3.2807,24.1807,9.2875,1.30861,24.62735,6.584191,6.749218,23.387461,3.498021,6.598976,21.693808,0.258576,6.859157,20.23863,-2.057107,5.610837,19.215039,-4.923609,5.4472,22.6949,0.302,4.7802,21.5895,-1.634,3.3108,20.6414,-3.2707,3.1214,23.4704,1.7965,1.66925,23.135869,0.877999,-0.455,22.8487,0.0501,-1.8529,23.3345,10.1576,-2.9214,24.2075,9.2086,NaN,NaN, NaN ,2.785483,23.279825,10.37947,0.61801,22.864527,10.395719,2.2196,24.3784,8.1568,3.7455,24.4797,5.2129,4.95,23.7058,2.5791,5.9005,22.8095,1.6282,6.6521,22.4908,1.6795,-3.7598,23.3115,6.3453,-2.1742,23.8509,3.9513,-0.9494,23.6582,1.788,0.9343,22.6318,-0.6146,2.1368,22.2229,-1.5335,2.9121,21.5804,-2.4391,4.1601,20.6158,-3.4752,5.0491,20.228,-3.8715,5.6524,19.6503,-4.4036
3.8585,24.9495,7.8392,4.4943,24.7205,6.373,5.6899,24.0844,5.133,2.7816,25.0209,6.6824,3.7364,24.9035,6.3348,3.3201,25.0991,7.3422,0.7899,25.0944,7.5452,-1.5085,24.5877,7.5121,-2.855,23.9078,7.2253,-1.4168,24.0037,4.6807,-0.5902,24.3394,5.2232,0.4841,24.7069,5.6243,2.6572,24.4204,4.2075,1.7249,24.0449,3.2114,0.4993,23.8048,2.5006,4.4515,22.6042,0.9399,2.9846,22.4436,-0.0088,4.0313,21.7206,-1.0879,5.8151,20.5504,-1.5763,6.5516,20.3609,-1.7458,3.3448,24.235,9.3306,1.374919,24.556567,6.551171,6.825546,23.430223,3.674897,6.772763,21.482979,0.544612,7.121242,19.866443,-1.670734,5.866376,18.820394,-4.567836,5.6231,22.4002,0.5366,4.9774,21.1563,-1.3554,3.5389,20.3667,-3.036,3.2756,23.2697,1.9174,1.837367,22.885991,1.003035,-0.2746,22.5488,0.1505,-1.7863,23.3605,10.1624,-2.8607,24.1994,9.2151,NaN,NaN, NaN ,2.853203,23.306244,10.384807,0.676208,22.889451,10.406269,2.2896,24.3788,8.1856,3.8222,24.4283,5.3169,5.0858,23.5429,2.718,6.0882,22.7403,1.8809,6.7949,22.314,1.8971,-3.633,23.1687,6.371,-2.0421,23.6264,3.9651,-0.7842,23.4041,1.8365,1.1287,22.2933,-0.4788,2.3431,21.8414,-1.3566,3.138,21.1659,-2.2198,4.3957,20.1775,-3.1974,5.2934,19.8023,-3.5712,5.9089,19.1523,-4.0515
3.9215,24.9716,7.8707,4.567,24.6884,6.4426,5.7806,24.03,5.2634,2.8527,25.0037,6.716,3.8092,24.8763,6.3909,3.3825,25.0951,7.3705,0.8568,25.0737,7.5593,-1.4539,24.5874,7.5096,-2.7747,23.8527,7.2328,-1.3222,23.8915,4.7052,-0.5023,24.2261,5.2502,0.5712,24.6357,5.6485,2.7633,24.3175,4.2824,1.8611,23.8964,3.2919,0.6371,23.6031,2.5638,4.618,22.379,1.1336,3.1666,22.1684,0.1635,4.2295,21.3838,-0.868,6.0188,20.2144,-1.2756,6.7737,19.9854,-1.3937,3.4194,24.1965,9.3352,1.449944,24.455608,6.552122,6.969397,23.32779,3.851892,6.97492,21.064978,0.818416,7.306877,19.532876,-1.309079,6.155632,18.186785,-4.155353,5.7737,22.1685,0.7391,5.2027,20.833,-1.0912,3.7886,19.9474,-2.7581,3.4048,23.1418,2.0574,2.008315,22.652508,1.146991,-0.1048,22.2796,0.2717,-1.7253,23.3676,10.1644,-2.7972,24.1925,9.2178,-5.404659,22.045173,8.201134,2.91183,23.315987,10.389692,0.741775,22.899553,10.412511,2.3542,24.3904,8.2114,3.9296,24.2972,5.3694,5.226,23.3822,2.8667,6.2377,22.57,2.0828,6.948,22.1403,2.1325,-3.5065,23.1218,6.4051,-1.9091,23.4258,3.9967,-0.627,23.1904,1.8974,1.3145,21.9721,-0.3235,2.5466,21.4858,-1.1527,3.3559,20.7879,-1.976,4.6335,19.7426,-2.8974,5.5264,19.4296,-3.2477,6.1542,18.7455,-3.6741
3.9898,24.9741,7.895,4.6371,24.6568,6.5186,5.8703,23.9742,5.3972,2.9211,24.9886,6.7526,3.8813,24.8545,6.4482,3.4518,25.095,7.4034,0.9186,25.0639,7.5728,-1.3926,24.5863,7.5096,-2.698,23.8131,7.2528,-1.2208,23.8004,4.7403,-0.41,24.1449,5.2816,0.6519,24.5729,5.6793,2.8718,24.2156,4.3651,1.9762,23.7578,3.3832,0.7743,23.4406,2.6452,4.7825,22.1545,1.3401,3.3392,21.9083,0.3551,4.4133,21.1,-0.6232,6.2286,19.8807,-0.9504,6.9768,19.6744,-1.038,3.4903,24.1882,9.3291,1.528285,24.314669,6.570892,6.940611,23.40895,4.072118,7.11009,20.992703,1.155198,7.508721,19.121474,-0.901762,6.334592,18.126955,-3.811007,5.9797,21.9941,1.0108,5.3981,20.401,-0.8148,3.9853,19.491,-2.4501,3.5606,22.9899,2.1985,2.164693,22.434099,1.3029,0.0691,22.0146,0.4068,-1.6501,23.3594,10.1686,-2.7324,24.1952,9.2206,NaN,NaN, NaN ,2.966026,23.326966,10.393864,0.80332,22.924171,10.421153,2.4187,24.3986,8.2388,3.9828,24.3339,5.4793,5.3578,23.2576,3.0283,6.3853,22.423,2.2939,7.1041,21.9495,2.3782,-3.4092,23.0236,6.3894,-1.7783,23.2638,4.0553,-0.4759,22.9891,1.9704,1.4978,21.6769,-0.1479,2.7409,21.1379,-0.929,3.5653,20.4307,-1.7128,4.8631,19.3697,-2.5691,5.7769,18.936,-2.8624,6.3978,18.3249,-3.2708
4.0488,24.964,7.9319,4.7005,24.6409,6.5892,5.9494,23.9481,5.5336,2.9863,24.9652,6.7916,3.9461,24.8425,6.5074,3.5173,25.0904,7.44,0.9792,25.0636,7.5915,-1.328,24.5701,7.5204,-2.6258,23.7843,7.2699,-1.1281,23.7228,4.7867,-0.3295,24.0922,5.3239,0.7301,24.5058,5.7226,2.9704,24.1357,4.4572,2.1012,23.6156,3.4832,0.9078,23.2924,2.7435,4.9388,21.9719,1.5572,3.5117,21.6621,0.5607,4.5928,20.8475,-0.3685,6.4237,19.9301,-0.6587,7.1854,19.354,-0.6303,3.5685,24.1798,9.3222,1.450116,24.666822,6.731712,7.076021,23.249517,4.250835,7.254834,20.945678,1.452646,7.751981,18.831251,-0.52875,6.569982,17.676402,-3.327106,6.1274,21.7362,1.2507,5.5815,20.3521,-0.5077,4.2134,19.2364,-2.1198,3.7151,22.799,2.3692,2.327783,22.231127,1.471113,0.2448,21.7733,0.5549,-1.5746,23.358,10.1652,-2.6764,24.2049,9.2235,NaN,NaN, NaN ,3.031402,23.346972,10.404842,0.87097,22.948561,10.42777,2.4823,24.4168,8.2603,4.114,24.2965,5.5759,5.4885,23.1365,3.2008,6.5351,22.2685,2.5224,7.2302,21.7967,2.6363,-3.3933,23.1072,6.4526,-1.6433,23.1474,4.1331,-0.3297,22.7912,2.0614,1.6827,21.3973,0.0482,2.9363,20.8187,-0.6824,3.7734,20.0787,-1.4275,5.0768,19.3745,-2.2805,6.0045,18.5537,-2.4764,6.6285,17.9591,-2.8403
4.114,24.9747,7.965,4.7657,24.6342,6.6734,6.0272,23.9268,5.6742,3.0518,24.9592,6.8341,4.0096,24.8278,6.5712,3.5799,25.0798,7.4717,1.0414,25.0758,7.6095,-1.2679,24.5769,7.5443,-2.5621,23.7877,7.295,-1.0286,23.6533,4.8435,-0.2446,24.0584,5.375,0.8185,24.4548,5.773,3.0713,24.0588,4.5565,2.2187,23.5014,3.5993,1.036,23.1236,2.857,5.089,21.7975,1.7791,3.6857,21.4116,0.7937,4.7877,20.5854,-0.0895,6.6206,19.6823,-0.2954,7.3731,19.1427,-0.2371,3.6057,24.1506,9.3293,1.565114,24.512404,6.691591,7.189799,23.215293,4.457597,7.406671,20.688006,1.749426,7.94091,18.57047,-0.105292,6.830529,17.335666,-2.878178,6.2814,21.5492,1.5137,5.7548,20.0383,-0.1956,4.4094,18.7913,-1.7654,3.8448,22.6811,2.559,2.473634,22.054188,1.653495,0.4027,21.5521,0.7188,-1.4975,23.388,10.1787,-2.6104,24.1988,9.2379,-5.054063,22.158141,8.411384,3.095284,23.388751,10.418851,0.94063,22.972273,10.439031,2.5429,24.4259,8.2916,4.1595,24.2593,5.6696,5.613,23.0532,3.3805,6.6708,22.1766,2.7496,7.4171,22.0417,2.8537,-3.2967,22.9991,6.451,-1.5129,23.0581,4.2092,-0.1785,22.6147,2.1852,1.8584,21.1323,0.2579,3.1326,20.5089,-0.4188,3.9581,20.0945,-1.1769,5.2948,18.9962,-1.8952,6.2171,18.211,-2.0519,NaN,NaN,NaN
4.1712,24.9772,7.9946,4.8341,24.609,6.752,6.1047,23.9209,5.8207,3.1128,24.9401,6.8821,4.0681,24.8121,6.6369,3.6402,25.0858,7.5052,1.1047,25.0854,7.6276,-1.1977,24.5569,7.5603,-2.5003,23.7744,7.3152,-0.9249,23.5757,4.9047,-0.1512,24.0147,5.4264,0.8966,24.4149,5.8266,3.1726,24.0031,4.6634,2.3329,23.3964,3.7199,1.1646,22.9936,2.9851,5.2399,21.6694,2.0186,3.8483,21.2098,1.0349,4.9606,20.6235,0.1596,6.8058,19.3979,0.0951,7.5458,19.0012,0.1552,3.622,24.1422,9.338,1.661864,24.423631,6.706732,7.298547,23.234128,4.677689,7.581887,20.460247,2.109882,8.099789,18.48465,0.373608,7.010668,16.749899,-2.300785,6.433,21.3361,1.8144,5.9582,19.8417,0.1526,4.6362,18.5094,-1.3582,3.9755,22.601,2.7189,2.615554,21.906519,1.845805,0.5576,21.3388,0.9075,-1.4203,23.3865,10.175,-2.5366,24.1885,9.2464,NaN,NaN, NaN ,3.159109,23.401422,10.425884,0.99911,22.982707,10.443873,2.6072,24.4132,8.3108,4.2445,24.304,5.7832,5.7365,22.9762,3.5624,6.7732,22.3979,2.9448,7.5517,21.9474,3.1222,-3.2249,22.8514,6.5087,-1.4076,22.964,4.2821,-0.0386,22.4306,2.3205,2.0362,20.892,0.4799,3.2773,20.5771,-0.2024,4.1512,19.7961,-0.8463,5.4983,18.714,-1.5063,6.44,17.8737,-1.6077,NaN,NaN,NaN
4.2296,24.9727,8.0314,4.8878,24.6143,6.8316,6.1719,23.9168,5.9623,3.1688,24.9357,6.9279,4.1244,24.8077,6.7037,3.699,25.0796,7.5427,1.1695,25.1075,7.6523,-1.1251,24.5672,7.5911,-2.4295,23.7585,7.3434,-0.828,23.5166,4.9688,-0.0724,23.9815,5.4851,0.9765,24.3856,5.884,3.2626,23.9564,4.7757,2.4523,23.2931,3.8635,1.2907,22.8784,3.1236,5.385,21.5412,2.2607,4.0016,21.0102,1.2859,5.1378,20.3949,0.4719,6.9758,19.2038,0.4899,7.731,18.7327,0.6243,3.753,24.1156,9.3211,1.782151,24.333187,6.6531,7.417812,23.23472,4.887898,7.645416,20.725218,2.477399,8.286694,18.214253,0.952367,7.300569,16.155958,-1.703329,6.5643,21.2712,2.0742,6.1114,19.6823,0.471,4.8349,18.1568,-0.9687,4.1049,22.4823,2.9084,2.765908,21.756642,2.048423,0.6849,21.1927,1.0981,-1.3556,23.4065,10.1844,-2.4676,24.1852,9.2575,NaN,NaN, NaN ,3.217814,23.403167,10.430186,1.069703,23.024213,10.46103,2.6661,24.4353,8.3393,4.3179,24.2219,5.8516,5.8514,22.9148,3.7531,6.9377,22.2642,3.196,7.6807,21.8814,3.3998,-3.1575,22.8378,6.5451,-1.3201,22.8624,4.3547,0.0999,22.266,2.4758,2.2024,20.7024,0.7114,3.4577,20.3115,0.0934,4.3416,19.502,-0.4949,5.7032,18.3683,-1.0698,6.6189,17.8964,-1.2044,NaN,NaN,NaN
4.2924,24.9936,8.0557,4.9428,24.6298,6.9171,6.2356,23.9392,6.1044,3.2278,24.9349,6.9761,4.1735,24.8031,6.7685,3.7556,25.0796,7.5816,1.2314,25.1252,7.6747,-1.0455,24.5383,7.6253,-2.3504,23.7523,7.3821,-0.7333,23.4737,5.0425,0.0132,23.972,5.5444,1.0438,24.3691,5.9354,3.3525,23.9191,4.8892,2.532,23.2521,4.0027,1.4069,22.8004,3.2569,5.5272,21.4191,2.5175,4.1652,20.8402,1.5587,5.3105,20.1848,0.7987,7.1537,18.9881,0.9125,7.9421,18.2664,1.163,3.7645,24.2346,9.4124,1.795801,24.503266,6.796022,7.532219,23.217391,5.092814,7.872351,20.379968,2.76226,8.409123,18.223437,1.384618,7.443449,16.25545,-1.335731,6.7483,21.2137,2.3835,6.3056,19.2416,0.9202,5.0086,17.8377,-0.5335,4.2596,22.3005,3.1284,2.89363,21.651686,2.257201,0.8386,21.0002,1.3223,-1.277,23.4072,10.1906,-2.4037,24.1825,9.2735,NaN,NaN, NaN ,3.277279,23.424881,10.44188,1.139862,23.035019,10.46485,2.7314,24.4343,8.3537,4.3517,24.2958,5.9597,5.9691,22.8693,3.9459,7.0649,22.2082,3.4504,7.7978,21.8434,3.6793,-3.0819,22.837,6.5984,-1.2292,22.7988,4.4252,0.2468,22.1242,2.6354,2.3547,20.8025,0.9185,3.6316,20.0943,0.4017,4.5231,19.2515,-0.1244,5.895,18.118,-0.6286,6.8106,17.6339,-0.7137,NaN,NaN,NaN
4.3505,25.0013,8.0904,4.9913,24.6264,6.9941,6.2973,23.9707,6.2493,3.2766,24.9321,7.0244,4.2218,24.8192,6.8378,3.8102,25.0884,7.6209,1.2874,25.1349,7.7057,-0.9687,24.5011,7.671,-2.2674,23.6991,7.4246,-0.6375,23.419,5.1253,0.0963,23.9438,5.6029,1.1116,24.3647,5.9887,3.4462,23.8852,5.0039,2.7639,23.8827,4.0368,1.5379,22.7089,3.3903,5.6626,21.3368,2.7773,4.3053,21.0518,1.7733,5.4691,19.9609,1.166,7.3065,18.8761,1.3306,NaN,NaN,NaN,3.8553,24.1716,9.3652,1.88472,24.484351,6.799722,7.644399,23.208239,5.299852,8.014851,20.26324,3.232806,8.625708,17.764803,1.843768,7.584547,15.378927,-0.67268,6.8819,21.1664,2.7432,6.462,19.0891,1.2797,5.2138,17.7044,-0.1221,4.391,22.2295,3.3383,3.043508,21.527382,2.48319,0.99,20.841,1.5375,-1.203,23.4034,10.1944,-2.3312,24.1853,9.2779,-4.833962,21.996547,8.431105,3.351976,23.513803,10.465625,1.203593,23.115481,10.476147,2.7864,24.4616,8.3846,4.433,24.3612,6.065,6.0801,22.849,4.1447,7.1817,22.1621,3.7131,7.9196,21.831,3.9679,-2.9928,22.8023,6.6492,-1.1328,22.7408,4.5078,0.3467,22.2027,2.753,2.5128,20.6329,1.1808,3.801,19.8799,0.7286,4.7003,19.0025,0.2594,6.0727,17.8748,-0.1587,6.9971,17.365,-0.2022,7.6403,16.4633,-0.3699
4.4033,25.0103,8.1239,5.0395,24.6504,7.0773,6.3518,24.0088,6.3853,3.3278,24.9403,7.0743,4.2694,24.832,6.9042,3.8602,25.0916,7.6569,1.3463,25.1295,7.7363,-0.8915,24.48,7.7112,-2.1817,23.6842,7.4815,-0.5371,23.3647,5.2075,0.1799,23.9118,5.6627,1.1875,24.3543,6.0437,3.5237,23.8881,5.1186,2.7529,23.3589,4.2296,1.6449,22.8363,3.5004,5.7823,21.5207,3.0135,4.4594,20.8791,2.062,5.6208,19.8162,1.5212,NaN,NaN,NaN,NaN,NaN,NaN,3.9202,24.228,9.3559,1.823731,24.62772,6.730958,7.747581,23.189497,5.490734,8.137242,19.99422,3.573761,8.761092,17.578883,2.42504,7.740883,15.447551,-0.135303,7.0112,21.0613,3.0323,6.6437,19.054,1.6905,5.3888,17.4292,0.3303,4.4704,22.1584,3.5486,3.176778,21.42121,2.712112,1.169,20.8868,1.6519,-1.1271,23.4167,10.2012,-2.2641,24.215,9.2947,NaN,NaN, NaN ,3.423299,23.512455,10.479688,1.290425,23.150256,10.501145,2.8501,24.4672,8.3855,4.4823,24.3655,6.1801,6.1832,22.8375,4.3494,7.2922,22.1517,3.9657,8.0264,21.8462,4.2415,-2.8964,22.7596,6.7081,-1.0354,22.683,4.5943,0.4759,22.0882,2.901,2.6753,20.4706,1.4558,3.9671,19.6986,1.0638,4.8658,18.8336,0.6513,6.2453,17.6391,0.3245,7.1704,17.1412,0.3211,7.8144,16.2259,0.2015
4.4568,25.0214,8.1515,5.0841,24.6591,7.1519,6.4024,24.0673,6.5264,3.3813,24.9604,7.1206,4.3104,24.8583,6.9707,3.9125,25.1038,7.6902,1.3998,25.1427,7.7646,-0.8256,24.4793,7.747,-2.1033,23.6545,7.529,-0.4513,23.2937,5.2906,0.2605,23.8727,5.729,1.2519,24.3553,6.0943,3.6063,23.9029,5.2227,2.858,23.3057,4.3748,1.7468,22.8179,3.6408,5.9064,21.4724,3.2822,4.5902,20.81,2.3444,5.7561,19.7491,1.864,7.6006,18.5959,2.2137,NaN,NaN,NaN,3.9777,24.2091,9.3585,1.925778,24.90253,6.71189,7.827673,23.309122,5.69061,8.303956,19.804522,3.990961,8.825997,17.977564,2.817616,7.943501,15.694787,0.399671,7.1446,21.0123,3.3918,6.7656,18.7578,2.0964,5.5428,17.2678,0.819,4.5787,22.1977,3.7487,3.293847,21.437748,2.848588,1.3197,20.7534,1.8826,-1.0502,23.4191,10.2155,-2.1844,24.1292,9.309,NaN,NaN, NaN ,3.477164,23.462823,10.467837,1.343299,23.082688,10.500492,2.9086,24.4788,8.4017,4.531,24.4759,6.2626,6.2739,22.8538,4.5458,7.4008,22.1599,4.2225,8.131,21.8665,4.5378,-2.8006,22.7427,6.7704,-0.9214,22.6611,4.6942,0.6041,22.0143,3.0523,2.8264,20.3259,1.741,4.125,19.5258,1.4125,5.0177,18.6583,1.06,6.3964,17.5299,0.7973,7.323,16.9254,0.8475,7.9874,16.141,0.7889
4.512,25.0336,8.173,5.1216,24.6888,7.2251,6.4473,24.134,6.6623,3.4215,24.9788,7.1662,4.3471,24.8854,7.0356,3.9638,25.1273,7.7252,1.4572,25.1567,7.7935,-0.7762,24.4856,7.7667,-2.0274,23.626,7.5736,-0.3648,23.2712,5.3708,0.3251,23.8537,5.7938,1.3081,24.3675,6.1429,3.6656,24.0869,5.3031,2.9405,23.3499,4.4899,1.8576,22.765,3.7849,6.0188,21.448,3.5653,4.7154,20.7059,2.6475,5.8986,19.5939,2.2485,NaN,NaN,NaN,NaN,NaN,NaN,4.0701,24.1779,9.3519,1.947902,24.568282,6.734952,NaN,NaN,NaN,8.395987,19.891347,4.284659,8.969452,17.971907,3.324537,NaN,NaN, NaN ,7.2238,20.9461,3.6516,6.8792,18.8653,2.4608,5.7823,17.3715,1.248,4.687,22.2366,3.949,3.408624,21.472165,3.078536,1.4649,20.6346,2.1205,-0.984,23.4331,10.2217,-2.1246,24.2393,9.3104,NaN,NaN, NaN ,3.543413,23.462399,10.47451,1.413203,23.11409,10.512997,2.9698,24.4876,8.4134,4.5869,24.4776,6.3558,6.3696,23.123,4.7083,7.4975,22.1796,4.4894,8.229,21.8555,4.8202,-2.7017,22.7621,6.8334,-0.8434,22.7697,4.7844,0.728,21.9279,3.1976,2.9688,20.2058,2.0367,4.2632,19.4303,1.7605,5.1672,18.4947,1.4869,6.5537,17.2368,1.3541,7.4603,16.7596,1.3874,8.1244,15.9882,1.3998
4.5542,25.0673,8.2034,5.1554,24.7398,7.2948,6.4856,24.1983,6.7875,3.46,25.0011,7.2146,4.38,24.9238,7.1002,4.011,25.1459,7.7557,1.5187,25.1834,7.8264,-0.7165,24.5227,7.7904,-1.9633,23.6454,7.619,-0.2877,23.2161,5.4506,0.4097,23.8345,5.8558,1.3653,24.39,6.189,3.7353,24.1177,5.4072,3.0541,23.1994,4.6439,1.9609,22.6788,3.9374,6.1139,21.4509,3.8431,4.8388,20.6071,2.9617,6.0067,19.5561,2.6082,NaN,NaN,NaN,NaN,NaN,NaN,4.1341,24.1922,9.3447,2.087265,24.529002,6.800385,7.892434,23.834061,5.982628,8.588702,19.344198,4.72797,9.156413,17.345543,3.852755,NaN,NaN, NaN ,7.3328,20.9593,3.9807,7.03,18.6457,2.9333,5.9339,17.2081,1.7415,4.7675,22.1744,4.2096,3.517109,21.399623,3.301531,1.5948,20.5564,2.3539,-0.9082,23.4389,10.231,-2.0568,24.2341,9.3171,NaN,NaN, NaN ,3.620116,23.476704,10.482301,1.483257,23.117775,10.518864,3.0336,24.492,8.4137,4.6435,24.5306,6.429,6.4494,23.1514,4.9064,7.5836,22.1927,4.7506,8.2706,22.0576,5.1175,-2.6735,22.8523,6.8971,-0.7356,22.7165,4.8993,0.8427,21.8488,3.3595,3.0992,20.1143,2.3365,4.4073,19.2533,2.1404,5.2951,18.3809,1.9171,NaN,NaN,NaN,7.5883,16.6617,1.9195,8.2118,15.6804,1.9724
4.6134,25.0879,8.2282,5.1902,24.7853,7.361,6.5187,24.2492,6.9183,3.4969,25.0383,7.2595,4.4171,24.9573,7.1614,4.0556,25.1701,7.79,1.5744,25.214,7.8596,-0.6543,24.5727,7.8173,-1.8989,23.6662,7.6494,-0.2114,23.2463,5.5237,0.4749,23.8468,5.9156,1.4154,24.4288,6.2334,3.802,24.1346,5.5079,3.1347,23.1973,4.7647,2.0635,22.6555,4.0811,6.2154,21.4286,4.1252,4.9408,20.5896,3.2598,6.1319,19.4585,2.9891,NaN,NaN,NaN,NaN,NaN,NaN,4.1848,24.1969,9.3426,2.057648,24.918689,6.797806,7.96205,23.729839,6.193061,8.797493,18.598767,5.254399,9.223027,17.587192,4.320274,NaN,NaN, NaN ,7.394,21.0504,4.2519,7.1103,18.5718,3.3665,6.0983,16.6929,2.2929,4.8783,22.2605,4.4313,3.623764,21.401686,3.534923,1.718,20.4715,2.5879,-0.8234,23.4306,10.2489,-1.9834,24.2542,9.331,-4.445168,22.307517,8.583631,3.679017,23.476308,10.484905,1.549566,23.135904,10.529006,3.0954,24.5241,8.4285,4.6392,24.596,6.5267,6.5286,23.2108,5.0997,7.6658,22.2539,5.0045,8.4193,21.6583,5.4397,-2.5985,22.8584,6.9602,-0.6217,22.6203,5.0208,NaN,NaN, NaN ,3.228,20.0286,2.6424,4.5152,19.2285,2.5078,5.4382,18.3128,2.297,NaN,NaN,NaN,NaN,NaN, NaN ,8.3513,15.746,2.6102
