Le01R_X,Le01R_Y,Le01R_Z,Le02R_X,Le02R_Y,Le02R_Z,Le03R_X,Le03R_Y,Le03R_Z,Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mm02R_X,Mm02R_Y,Mm02R_Z,Mm03R_X,Mm03R_Y,Mm03R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Sn04R_X,Sn04R_Y,Sn04R_Z,Sn05R_X,Sn05R_Y,Sn05R_Z,Sn06R_X,Sn06R_Y,Sn06R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te04R_X,Te04R_Y,Te04R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te06R_X,Te06R_Y,Te06R_Z,Te07R_X,Te07R_Y,Te07R_Z,Te08R_X,Te08R_Y,Te08R_Z,Te09R_X,Te09R_Y,Te09R_Z
0.9986,16.9793,18.827,1.0557,17.2962,16.8807,1.4426,17.405,14.9148,-0.3846,17.4519,18.0071,0.3673,17.4811,17.2297,0.3275,17.261,18.5009,-2.0671,17.1736,19.3476,-4.3959,16.8731,19.7594,-5.8004,16.3233,19.6948,-5.2994,17.4743,17.202,-4.3411,17.6322,17.4691,-3.1122,17.7262,17.5775,-1.731,18.1099,15.4345,-3.0003,18.2136,14.8687,-4.365,18.1684,14.6652,-1.6796,18.1311,11.3062,-3.414,18.2854,11.0782,-2.6177,18.2184,9.6443,-0.4291,17.7315,9.7597,-1.6695,17.677,7.7936,-1.0955,17.3177,7.1621,0.8141,15.8257,20.412,-1.7699,17.0465,18.2235,1.5119,17.6747,12.7734,0.133,17.1578,9.4309,-0.7246,16.8369,6.6819,-2.8443,17.5358,4.4805,-4.1859,17.741,7.4064,-2.2419,17.9693,12.7538,-4.097,18.0175,12.494,-6.2532,17.998,12.6679,-5.2799,15.7113,21.2615,NaN,NaN,NaN,0.6334,14.8207,21.8547,-1.5161,14.2723,22.1771,-0.5289,16.3372,19.5333,-0.1204,17.5967,15.9662,-0.2727,18.0305,12.9193,0.2301,17.9055,11.4463,0.8226,17.4878,10.931,NaN,NaN,NaN,-6.2098,17.3674,16.7455,-5.8554,18.0118,14.5308,-5.2435,18.121,11.4204,-4.5639,18.1467,10.0116,-4.2558,18.0431,8.699,-3.6926,17.9332,6.9747,-3.0379,17.9286,6.0541,-2.6396,17.8395,5.1776
1.0725,16.9564,18.7959,1.1534,17.2259,16.8695,1.5712,17.2562,14.9001,-0.309,17.406,17.9665,0.4513,17.4282,17.2019,0.3975,17.2481,18.4782,-2.0135,17.1705,19.3081,-4.3388,16.8683,19.7115,-5.7262,16.2764,19.6397,-5.202,17.3236,17.0965,-4.2538,17.5173,17.3797,-3.0279,17.632,17.4962,-1.6109,17.9738,15.3578,-2.8769,18.0334,14.768,-4.2909,18.0196,14.5399,-1.4932,17.8437,11.2209,-3.2228,17.9879,10.9571,-2.3961,17.8757,9.5365,-0.208,17.4069,9.7029,-1.41,17.2934,7.7196,-0.8201,16.9172,7.1087,0.8572,15.8631,20.4144,-1.6973,16.9953,18.1752,1.6525,17.4626,12.9036,0.3893,16.8106,9.4021,-0.4248,16.4325,6.7226,-2.6046,17.1662,4.3911,-3.998,17.474,7.2747,-2.0696,17.7495,12.6606,-3.9411,17.8752,12.4222,-6.094,17.7457,12.5089,-5.2523,15.9773,21.2565,NaN,NaN,NaN,0.6762,14.8625,21.8548,-1.4885,14.3242,22.1811,-0.4671,16.3388,19.5185,-0.0121,17.4783,15.9237,-0.1144,17.8061,12.8643,0.419,17.6497,11.4028,1.0218,17.2105,10.9096,NaN,NaN,NaN,-6.1047,17.1847,16.6317,-5.7282,17.7736,14.3863,-5.0596,17.8153,11.2703,-4.3501,17.7955,9.8707,-4.0907,17.7721,8.5579,-3.4138,17.5193,6.8537,-2.7376,17.4999,5.9412,-2.3303,17.3735,5.0655
1.1326,16.9845,18.8148,1.2469,17.1547,16.8627,1.6989,17.1191,14.9036,-0.2318,17.3583,17.9286,0.5409,17.3653,17.1752,0.4665,17.23,18.4549,-1.9584,17.1716,19.2681,-4.2838,16.865,19.6612,-5.6496,16.2215,19.5825,-5.1012,17.169,16.9931,-4.1621,17.4053,17.2907,-2.9424,17.5464,17.4234,-1.4941,17.8374,15.2917,-2.7504,17.8509,14.6728,-4.1602,17.7966,14.419,-1.2937,17.5642,11.1486,-3.0212,17.6805,10.8459,-2.169,17.5445,9.4491,0.018,17.088,9.6695,-1.1404,16.9066,7.6653,-0.5389,16.5138,7.0835,0.9022,15.9003,20.4177,-1.6242,16.953,18.1325,1.8462,17.2417,12.766,0.562,16.5367,9.3414,-0.1918,16.1884,6.676,-2.3522,16.7944,4.3324,-3.7194,17.0436,7.1498,-1.9007,17.5189,12.5795,-3.6601,17.5142,12.3105,-5.9159,17.4631,12.3515,-5.2082,16.0171,21.2736,NaN,NaN,NaN,0.7049,15.0227,21.881,-1.4531,14.4513,22.1942,-0.4068,16.3454,19.507,0.0972,17.3676,15.8944,0.0794,17.6192,12.745,0.6129,17.3841,11.372,1.2277,16.9487,10.9067,NaN,NaN,NaN,-5.9974,16.9975,16.5202,-5.589,17.5249,14.2428,-4.8646,17.5101,11.1313,-4.2082,17.5466,9.74,-3.839,17.3793,8.4365,-3.1224,17.1048,6.749,-2.4276,17.0557,5.8546,-2.0086,16.9044,4.993
1.1929,16.9619,18.8033,1.3385,17.0877,16.8625,1.8304,16.9872,14.9195,-0.1587,17.3228,17.8968,0.6276,17.3167,17.16,0.5346,17.2102,18.4368,-1.9015,17.1628,19.2274,-4.2208,16.8522,19.6077,-5.5747,16.1651,19.5309,-4.9989,17.002,16.8926,-4.0696,17.2895,17.2044,-2.8514,17.4586,17.3502,-1.3711,17.684,15.2301,-2.6188,17.6603,14.5832,-4.0215,17.5828,14.3126,-1.0927,17.2952,11.0914,-2.8119,17.3857,10.7541,-1.9277,17.2063,9.3751,0.2507,16.7744,9.6479,-0.8601,16.525,7.6303,-0.2465,16.1076,7.074,0.9486,15.941,20.4198,-1.5504,16.9177,18.0966,1.9786,17.0726,12.911,0.8252,16.235,9.4167,0.1847,15.5772,6.5569,-1.9035,16.1529,4.2717,-3.4536,16.6601,7.0496,-1.7183,17.2907,12.5135,-3.4253,16.986,12.2363,-5.7365,17.1908,12.2101,-5.1553,16.0464,21.2792,NaN,NaN,NaN,0.7794,15.024,21.8643,-1.4143,14.4241,22.1731,-0.3468,16.3608,19.4978,0.21,17.2533,15.8706,0.2244,17.4951,12.7706,0.811,17.1273,11.3557,1.4352,16.6784,10.9137,NaN,NaN,NaN,-5.8782,16.7973,16.4075,-5.4409,17.2731,14.1086,-4.6598,17.2026,11.0036,-3.9772,17.1955,9.6273,-3.5787,17.0064,8.3351,-2.8225,16.6831,6.6686,-2.1064,16.6069,5.7882,-1.6647,16.4032,4.936
1.2535,16.9637,18.8111,1.4316,17.0219,16.8693,1.9605,16.8671,14.9503,-0.0842,17.2943,17.8739,0.7151,17.2658,17.1505,0.6033,17.1985,18.4242,-1.8423,17.1637,19.1907,-4.1534,16.8237,19.5561,-5.4966,16.1051,19.48,-4.8921,16.8494,16.8004,-3.9718,17.1643,17.1234,-2.7622,17.3769,17.2879,-1.2468,17.5317,15.1772,-2.4809,17.4729,14.5117,-3.8794,17.3667,14.2101,-0.881,17.0331,11.0488,-2.5919,17.0791,10.6746,-1.6827,16.8722,9.3175,0.4888,16.4638,9.6504,-0.5752,16.1383,7.6164,0.0429,15.7261,7.079,0.9965,15.9823,20.4252,-1.4784,16.8734,18.0605,2.1535,16.8685,12.9492,1.0547,15.9257,9.3896,0.5263,15.1701,6.6962,-1.5087,15.5869,4.23,-3.1596,16.2624,6.9826,-1.6071,17.2093,12.4476,-3.3416,17.0744,12.1168,-5.5474,16.9043,12.0729,-5.1265,16.0672,21.2154,NaN,NaN,NaN,0.8056,15.0999,21.8488,-1.3345,14.5109,22.1899,-0.2888,16.3749,19.4927,0.3211,17.1442,15.8599,0.4362,17.1794,12.6913,1.0155,16.8744,11.3596,1.6542,16.4176,10.9447,NaN,NaN,NaN,-5.7601,16.6097,16.3136,-5.2932,17.034,13.9884,-4.4441,16.8903,10.8924,-3.732,16.8652,9.532,-3.3073,16.6313,8.2455,-2.5117,16.2553,6.6103,-1.78,16.1484,5.7518,-1.3186,15.9262,4.9076
1.3206,16.9833,18.8199,1.5287,16.962,16.885,2.0928,16.7339,14.9802,-0.0065,17.2591,17.8542,0.8022,17.2016,17.1438,0.6684,17.1863,18.4128,-1.7817,17.1742,19.1588,-4.086,16.7998,19.5101,-5.4155,16.052,19.4373,-4.8335,16.7585,16.7217,-3.8763,17.0416,17.0543,-2.6729,17.2993,17.23,-1.1193,17.3792,15.1372,-2.3451,17.2812,14.4457,-3.7319,17.1509,14.1208,-0.667,16.7682,11.0222,-2.3721,16.7866,10.6104,-1.4305,16.537,9.2756,0.7346,16.1609,9.6729,-0.278,15.7587,7.6261,0.3529,15.3373,7.1155,1.0462,16.0322,20.4299,-1.4,16.8254,18.0285,2.3599,16.5308,12.8723,1.3761,15.5135,9.4362,0.8041,14.7877,6.7478,-1.1047,15.0375,4.1309,-2.846,15.8402,6.9343,-1.3546,16.985,12.4039,-3.2123,16.8094,12.0446,-5.3601,16.623,11.9587,-5.0867,16.1444,21.263,NaN,NaN,NaN,0.8434,15.0694,21.8472,-1.2866,14.6288,22.2082,-0.2277,16.3861,19.4914,0.4358,17.0485,15.8558,0.5809,17.0427,12.7065,1.2206,16.6256,11.3753,1.8694,16.1594,10.9884,NaN,NaN,NaN,-5.6303,16.4101,16.2228,-5.1405,16.7879,13.8813,-4.3036,16.6849,10.7948,-3.4845,16.5207,9.4531,-3.0299,16.2568,8.1816,-2.1957,15.8262,6.5729,-1.4397,15.6864,5.7289,-0.9654,15.4527,4.903
1.3903,16.9784,18.8177,1.6208,16.9117,16.9038,2.2262,16.623,15.0293,0.0695,17.2264,17.8359,0.8953,17.1499,17.1446,0.7367,17.171,18.4076,-1.7236,17.1774,19.1279,-4.0226,16.7848,19.4712,-5.3379,16.0107,19.4048,-4.7101,16.597,16.6532,-3.7708,16.9147,16.9902,-2.5851,17.2147,17.1807,-0.9931,17.2464,15.1088,-2.1993,17.1016,14.3954,-3.583,16.9473,14.0487,-0.4503,16.5005,11.0071,-2.143,16.504,10.5621,-1.1657,16.2047,9.2548,0.9799,15.8692,9.7093,0.0193,15.3874,7.6539,0.671,14.924,7.1679,1.0913,16.0752,20.4349,-1.3254,16.7855,18.0067,2.5371,16.3364,12.9331,1.5223,15.3075,9.4938,1.1426,14.2813,6.7911,-0.8279,14.6914,4.2594,-2.5295,15.4149,6.9081,-1.1927,16.6293,12.3857,-3.0249,16.4631,11.9571,-5.1503,16.3305,11.8505,-5.0445,16.2181,21.2887,NaN,NaN,NaN,0.8921,15.1699,21.8727,-1.2933,14.632,22.2044,-0.1657,16.4004,19.4919,0.5505,16.9462,15.8614,0.7594,16.8393,12.7224,1.4307,16.38,11.4077,2.0793,15.7995,10.9962,NaN,NaN,NaN,-5.4947,16.2216,16.1431,-4.9801,16.5435,13.7862,-4.077,16.3949,10.7146,-3.2259,16.1956,9.3863,-2.7448,15.8762,8.1343,-1.8677,15.3932,6.5584,-1.0941,15.2542,5.7351,-0.6249,14.9464,4.8513
1.4487,16.9738,18.8206,1.7169,16.864,16.9309,2.3641,16.5157,15.0853,0.145,17.189,17.8256,0.9823,17.1049,17.152,0.8049,17.1662,18.4055,-1.6668,17.2,19.1044,-3.9571,16.7719,19.4348,-5.2613,15.9709,19.3704,-4.5924,16.4435,16.5987,-3.6626,16.7924,16.9405,-2.4847,17.1326,17.1399,-0.8597,17.089,15.0868,-2.0511,16.9376,14.3554,-3.4344,16.7488,13.9883,-0.2258,16.234,11.0176,-1.9146,16.2195,10.536,-0.9096,15.9019,9.2567,1.2356,15.5724,9.7668,0.3198,15.0229,7.7081,0.9823,14.5694,7.2481,1.1371,16.1208,20.4365,-1.2528,16.745,17.9885,2.7192,16.1528,13.01,1.8122,15.1448,9.5585,1.4275,14.0948,6.9173,-0.4387,14.4299,4.4061,-2.2112,15.0187,6.9068,-1.0547,16.3141,12.3838,-2.7222,16.3034,11.9447,-4.9665,16.0314,11.7012,-4.9941,16.235,21.2671,NaN,NaN,NaN,0.9104,15.1962,21.8742,-1.242,14.6813,22.216,-0.1024,16.4153,19.4902,0.663,16.8516,15.8768,0.9436,16.6395,12.7422,1.6513,16.1431,11.4608,2.2899,15.4683,11.0237,NaN,NaN,NaN,-5.3615,16.0284,16.0831,-4.8139,16.3001,13.7075,-3.8486,16.0965,10.6492,-2.9656,15.8679,9.3476,-2.4523,15.5074,8.1171,-1.5416,14.9763,6.5699,-0.7492,14.8072,5.7644,-0.231,14.5093,4.9756
1.5111,16.978,18.8295,1.8098,16.8156,16.9609,2.4979,16.4263,15.153,0.2237,17.1587,17.8178,1.0717,17.0609,17.1648,0.8742,17.1572,18.4076,-1.6072,17.2184,19.0786,-3.8929,16.766,19.3989,-5.1878,15.9478,19.3494,-4.473,16.3025,16.5608,-3.5539,16.6756,16.9069,-2.386,17.0502,17.1086,-0.7285,16.9599,15.0798,-1.9033,16.761,14.328,-3.2751,16.5386,13.9417,-0.0019,15.9638,11.0431,-1.6783,15.924,10.5227,-0.6403,15.5641,9.2795,1.4915,15.3011,9.845,0.625,14.6576,7.7793,1.3019,14.1937,7.3513,1.1853,16.1606,20.4403,-1.1814,16.7198,17.9756,2.8768,16.0615,13.1554,2.0704,14.6839,9.5869,1.8149,13.7135,7.1273,-0.065,13.7522,4.3956,-1.8881,14.614,6.9268,-0.8195,16.2204,12.3805,-2.5669,16.1,11.8778,-4.7301,15.7623,11.6767,-4.9474,16.2959,21.3004,NaN,NaN,NaN,0.9784,15.2765,21.8566,-1.2233,14.7311,22.2234,-0.042,16.4296,19.4933,0.7805,16.7644,15.8985,1.1286,16.4457,12.7831,1.8675,15.9268,11.5306,2.5482,15.4326,11.2256,NaN,NaN,NaN,-5.2257,15.8447,16.0379,-4.7031,16.1404,13.6368,-3.6095,15.799,10.6037,-2.7009,15.537,9.3291,-2.1578,15.1432,8.1178,-1.2111,14.568,6.6033,-0.3977,14.367,5.821,0.1402,14.0607,5.0548
1.574,16.9917,18.842,1.9072,16.7781,17.001,2.6315,16.3269,15.2281,0.3009,17.1323,17.8169,1.1584,17.0327,17.1842,0.9408,17.1615,18.4134,-1.5385,17.2506,19.0561,-3.8274,16.7526,19.3648,-5.1154,15.9241,19.3239,-4.3564,16.1677,16.5282,-3.4433,16.5743,16.8845,-2.2885,16.9589,17.0827,-0.5906,16.8294,15.0859,-1.7502,16.5915,14.3222,-3.1113,16.3399,13.9155,0.2274,15.7127,11.0918,-1.4357,15.649,10.5413,-0.3721,15.2502,9.3206,1.7491,15.0255,9.9412,0.9334,14.3138,7.876,1.6199,13.8353,7.4726,1.2313,16.2116,20.4473,-1.1035,16.6784,17.9655,3.0534,15.9086,13.2557,2.3403,14.5362,9.7434,2.0717,13.3429,7.2087,0.2903,13.1994,4.4793,-1.5649,14.2227,6.973,-0.5997,15.9651,12.4093,-2.2956,15.6988,11.91,-4.5259,15.5231,11.6503,-4.8913,16.336,21.3133,NaN,NaN,NaN,1.0507,15.3739,21.8744,-1.165,14.763,22.1902,0.018,16.4426,19.4988,0.8934,16.6832,15.9337,1.315,16.271,12.8342,2.0826,15.7082,11.6123,2.7751,15.2081,11.3332,NaN,NaN,NaN,-5.0894,15.6771,16.0119,-4.5301,15.9195,13.5909,-3.3738,15.494,10.5823,-2.4326,15.2046,9.3296,-1.8636,14.7899,8.1396,-0.8778,14.164,6.6642,-0.0485,13.9409,5.9091,0.5095,13.6179,5.1542
1.6352,17.0111,18.8584,1.9997,16.7515,17.0464,2.7631,16.2443,15.3127,0.3774,17.1166,17.8195,1.2451,16.9981,17.2088,1.0083,17.1567,18.421,-1.473,17.252,19.0357,-3.7641,16.7424,19.3452,-5.0809,15.9582,19.3042,-4.2328,16.0423,16.5111,-3.3348,16.4592,16.866,-2.1866,16.8802,17.0708,-0.4523,16.7143,15.1051,-1.5915,16.4124,14.3272,-2.9439,16.1312,13.9014,0.4556,15.4646,11.1526,-1.1975,15.3678,10.5734,-0.1093,14.9566,9.3891,2.0083,14.7699,10.0547,1.2354,13.9729,7.9914,1.9421,13.4836,7.6195,1.282,16.2632,20.4551,-1.0323,16.6515,17.9608,3.2311,15.7685,13.3661,2.6275,14.3402,9.9886,2.4951,12.8402,7.3586,0.6693,12.8759,4.6384,-1.2403,13.8557,7.047,-0.4406,15.8386,12.4478,-2.0549,15.3746,11.8947,-4.3359,15.3804,11.5745,-4.8404,16.3689,21.303,NaN,NaN,NaN,1.0534,15.3768,21.8577,-1.106,14.8772,22.2022,0.0768,16.4718,19.5095,1.0076,16.6011,15.9707,1.5046,16.0993,12.9031,2.2988,15.5075,11.7106,3.0088,15.0039,11.4632,-6.0679,15.0265,18.7218,-5.0058,15.5857,15.9824,-4.3578,15.7037,13.5632,-3.1276,15.2104,10.5827,-2.1619,14.8829,9.3571,-1.5663,14.4298,8.1888,-0.5447,13.7819,6.7505,0.3022,13.5297,6.0175,0.8791,13.1944,5.2884
1.7006,17.0291,18.8744,2.0906,16.7173,17.0988,2.895,16.1679,15.4061,0.4519,17.1133,17.8305,1.3352,16.9642,17.2383,1.0754,17.1584,18.4309,-1.4091,17.2273,19.0179,-3.6913,16.7162,19.3248,-5.0035,15.9383,19.2903,-4.1111,15.9223,16.504,-3.2263,16.3665,16.8618,-2.0873,16.8003,17.0673,-0.3102,16.6039,15.1297,-1.4342,16.2465,14.3468,-2.7739,15.9251,13.9113,0.6845,15.2337,11.2363,-0.9562,15.0956,10.626,0.1553,14.6611,9.4815,2.2597,14.5196,10.1843,1.5418,13.6467,8.1328,2.2643,13.137,7.7916,1.332,16.3059,20.4593,-0.958,16.6281,17.9623,3.4098,15.6386,13.4925,2.8825,14.3685,10.2183,2.7554,12.6323,7.5733,1.1238,12.3746,4.857,-0.9124,13.476,7.1394,-0.2613,15.7343,12.4942,-1.9286,15.2988,11.9155,-4.1232,15.0078,11.5962,-4.7894,16.4151,21.2967,NaN,NaN,NaN,1.1095,15.4738,21.8738,-1.0515,14.9026,22.2115,0.1391,16.4962,19.5209,1.1229,16.542,16.0166,1.6944,15.9381,12.9815,2.5152,15.3104,11.8261,3.2307,14.8163,11.605,-5.9838,15.0065,18.7207,-4.867,15.4408,15.9764,-4.179,15.4748,13.5493,-2.8869,14.9273,10.6043,-1.896,14.5584,9.4043,-1.267,14.0778,8.2605,-0.2128,13.4018,6.8575,0.6544,13.1271,6.1548,1.2405,12.8185,5.4315
1.7608,17.0548,18.8953,2.1801,16.694,17.1537,3.0259,16.1039,15.508,0.5246,17.0884,17.8409,1.4133,16.9402,17.269,1.1401,17.1709,18.4479,-1.3468,17.2116,19.011,-3.6151,16.6898,19.3123,-4.9294,15.9112,19.2779,-3.9879,15.8115,16.5092,-3.113,16.2705,16.8655,-1.9841,16.7297,17.0715,-0.1726,16.5024,15.1685,-1.2735,16.0815,14.3816,-2.6002,15.7297,13.9347,0.9085,15.0175,11.3325,-0.7114,14.8362,10.7039,0.4234,14.3756,9.5881,2.5233,14.2628,10.3364,1.8473,13.3385,8.3,2.5363,12.9704,7.9672,1.3814,16.3508,20.4625,-0.8854,16.6124,17.9669,3.5858,15.5262,13.6341,3.1701,14.4768,10.2077,3.1023,12.3133,7.8318,1.4988,11.8543,5.0149,-0.5841,13.1258,7.2642,-0.0328,15.3374,12.5883,-1.8469,14.8915,11.8715,-3.9057,14.7625,11.6661,-4.7337,16.4616,21.3116,NaN,NaN,NaN,1.1708,15.4285,21.8572,-1.0448,14.9899,22.209,0.199,16.52,19.5303,1.2333,16.4819,16.0731,1.8821,15.7962,13.0815,2.7295,15.1309,11.9544,3.4581,14.6357,11.7629,-5.8952,14.9621,18.7195,-4.7329,15.3049,15.9795,-3.9937,15.2373,13.5621,-2.6427,14.6399,10.6418,-1.6214,14.2478,9.4778,-0.9715,13.7319,8.3574,0.1155,13.0409,6.9968,0.9992,12.7411,6.3153,1.6017,12.4328,5.6136
1.8207,17.0698,18.9146,2.2698,16.6775,17.2147,3.1492,16.0594,15.62,0.5998,17.0703,17.8571,1.499,16.9246,17.3111,1.2055,17.172,18.4635,-1.2853,17.1766,19.0089,-3.5365,16.6611,19.3075,-4.8451,15.8862,19.274,-3.8619,15.715,16.5208,-2.9943,16.1774,16.8791,-1.8803,16.6537,17.0794,-0.0318,16.4047,15.2157,-1.1112,15.9336,14.4293,-2.426,15.5448,13.9773,1.1343,14.817,11.4441,-0.4735,14.5966,10.7915,0.6858,14.1029,9.7135,2.7661,14.0674,10.5034,2.1467,13.0464,8.4835,2.8806,12.548,8.1907,1.4303,16.4001,20.4705,-0.8193,16.5961,17.9792,3.7612,15.4296,13.7831,3.3967,13.6719,10.4092,3.3676,12.1602,8.0142,1.845,11.5544,5.1713,-0.2483,12.7975,7.4273,0.1199,15.2517,12.6448,-1.4507,14.8539,12.0063,-3.7087,14.6154,11.6525,-4.6793,16.4974,21.3114,NaN,NaN,NaN,1.2039,15.5498,21.8542,-0.9617,15.0861,22.21,0.259,16.5493,19.5449,1.3441,16.4324,16.1374,2.0723,15.6603,13.1895,2.9442,14.9673,12.1,3.681,14.4809,11.9409,-5.8112,14.9429,18.7251,-4.6058,15.1912,15.9913,-3.8065,15.0183,13.591,-2.3945,14.3692,10.713,-1.3514,13.9423,9.5719,-0.6779,13.4084,8.4813,0.4437,12.6823,7.1564,1.3473,12.3708,6.4994,1.9689,12.0051,5.8287
1.8827,17.0974,18.9405,2.3542,16.663,17.2796,3.2761,16.0046,15.7341,0.6698,17.0651,17.8801,1.5804,16.9053,17.354,1.274,17.1804,18.4881,-1.225,17.1633,19.0136,-3.4547,16.6406,19.3114,-4.7621,15.8562,19.2792,-3.7409,15.6153,16.5437,-2.8762,16.0964,16.9035,-1.7782,16.5832,17.0973,0.1061,16.309,15.2707,-0.9543,15.8062,14.4883,-2.2521,15.3692,14.03,1.3631,14.6287,11.5754,-0.2339,14.3657,10.8971,0.9504,13.8414,9.8542,3.0119,13.8613,10.688,2.4452,12.7518,8.6874,3.1905,12.2571,8.4256,1.4828,16.4471,20.4785,-0.7485,16.5877,17.9912,3.9347,15.3524,13.9394,3.7197,13.4693,10.679,3.6594,11.8967,8.2445,2.278,11.004,5.4937,0.0822,12.4925,7.6143,0.3856,14.9545,12.7219,-1.369,14.7387,12.2608,-3.5382,14.4852,11.7125,-4.6247,16.5323,21.3117,NaN,NaN,NaN,1.2377,15.5324,21.8567,-0.9246,15.1347,22.2324,0.32,16.5833,19.5599,1.4539,16.3922,16.2012,2.2611,15.5395,13.3091,3.1548,14.8268,12.2578,3.8975,14.3415,12.1237,-5.7175,14.9173,18.732,-4.4724,15.0824,16.0143,-3.6181,14.8265,13.6398,-2.1471,14.1015,10.795,-1.0849,13.655,9.6875,-0.3825,13.0812,8.6214,0.7696,12.3405,7.3449,1.6876,12.0216,6.7125,2.3231,11.6498,6.0632
1.9436,17.1215,18.9654,2.4385,16.6608,17.3479,3.3924,15.9867,15.8574,0.7417,17.0602,17.9015,1.664,16.8972,17.4046,1.3366,17.1905,18.5096,-1.1629,17.1557,19.0208,-3.3715,16.6229,19.3191,-4.6752,15.8286,19.2944,-3.6089,15.5153,16.5725,-2.759,16.0169,16.9348,-1.672,16.5136,17.1274,0.2422,16.225,15.34,-0.7912,15.6771,14.5553,-2.0808,15.2137,14.0913,1.5842,14.4634,11.7208,0.0049,14.1535,11.0218,1.2072,13.6133,10.0197,3.2526,13.6791,10.8871,2.7376,12.4962,8.9116,3.4923,12.0049,8.6768,1.5368,16.5015,20.4853,-0.6852,16.5841,18.006,4.1419,15.1969,14.0512,3.9286,13.1337,10.9237,4.0067,11.6123,8.6069,2.5541,10.8798,5.7319,0.3705,12.0682,7.7764,0.5701,14.9452,12.8683,-1.2682,14.4956,12.1594,-3.2517,14.2325,11.8533,-4.5671,16.5689,21.3126,NaN,NaN,NaN,1.291,15.5957,21.8472,-0.8774,15.1761,22.2098,0.3789,16.6118,19.5753,1.5572,16.3693,16.2768,2.4431,15.4313,13.44,3.3647,14.6936,12.4285,4.1213,14.2106,12.3225,-5.6282,14.888,18.7494,-4.3378,14.9732,16.0496,-3.4364,14.6413,13.6974,-1.9058,13.8591,10.9035,-0.8189,13.3914,9.8282,-0.0959,12.7841,8.7906,1.0915,12.0096,7.5527,2.0304,11.6857,6.9437,2.671,11.3224,6.3161
2.0039,17.1481,18.9905,2.5205,16.6635,17.4196,3.5113,15.968,15.9845,0.8103,17.0683,17.9339,1.7376,16.8882,17.4553,1.4016,17.2034,18.5382,-1.1023,17.1518,19.0305,-3.2863,16.6092,19.3283,-4.5795,15.8074,19.3112,-3.4803,15.432,16.6209,-2.6448,15.9419,16.9694,-1.5692,16.4436,17.1644,0.3762,16.1343,15.4182,-0.6365,15.5751,14.6348,-1.9064,15.0634,14.1654,1.8038,14.3082,11.8762,0.2398,13.9441,11.1603,1.4569,13.4065,10.1937,3.4982,13.4953,11.1025,3.0208,12.2518,9.1529,3.7483,11.8917,8.9244,1.5872,16.5443,20.4927,-0.6176,16.5725,18.0235,4.272,15.253,14.2807,4.1344,13.112,11.1342,4.2819,11.6509,8.8224,3.1326,10.4339,6.1571,0.6789,11.7611,7.9925,0.611,14.7338,12.9317,-0.8302,14.4906,12.2502,-3.0394,13.9904,11.8985,-4.5147,16.6018,21.3149,NaN,NaN,NaN,1.3565,15.778,21.8696,-0.8411,15.2217,22.2241,0.4396,16.6472,19.5946,1.6593,16.3443,16.3555,2.6238,15.3418,13.5829,3.5668,14.5865,12.6108,4.3303,14.1162,12.5286,-5.5376,14.8465,18.7713,-4.196,14.8753,16.0929,-3.2539,14.4885,13.7636,-1.6581,13.6039,11.0217,-0.5531,13.1309,9.9822,0.194,12.5115,8.9745,1.4079,11.7091,7.7856,2.3652,11.362,7.2008,3.0185,10.9845,6.6004
