Le01R_X,Le01R_Y,Le01R_Z,Le02R_X,Le02R_Y,Le02R_Z,Le03R_X,Le03R_Y,Le03R_Z,Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mm02R_X,Mm02R_Y,Mm02R_Z,Mm03R_X,Mm03R_Y,Mm03R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sj19R_X,Sj19R_Y,Sj19R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Sn04R_X,Sn04R_Y,Sn04R_Z,Sn05R_X,Sn05R_Y,Sn05R_Z,Sn06R_X,Sn06R_Y,Sn06R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te04R_X,Te04R_Y,Te04R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te06R_X,Te06R_Y,Te06R_Z,Te07R_X,Te07R_Y,Te07R_Z,Te08R_X,Te08R_Y,Te08R_Z,Te09R_X,Te09R_Y,Te09R_Z
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7972,20.5737,13.2017,0.4203,20.1888,13.0725,1.1118,21.313,12.3371,NaN,NaN, NaN ,2.7356,20.8621,12.0219,NaN,NaN,NaN,3.4319,23.436,12.202,2.5901,22.4646,11.759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8739,24.8376,9.3772,NaN,NaN,NaN,NaN,NaN,NaN,6.9785,20.2726,13.3172,3.5608,21.647,12.8286,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,6.450964,19.576052,6.820541,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.4473,24.1549,11.4448,3.0776,23.0462,10.7656,1.8356,21.3567,10.1663,1.0492,19.4761,13.4914,0.9971,19.5695,13.6634,-1.4803,18.2667,13.1224,6.76882325,18.87491921,14.84077145,4.61286968,18.13705967,14.88759957,9.8142,26.2445,11.2327,8.4472,26.0685,11.9662,5.3588,20.8405,12.9685,5.3897,23.7179,12.8881,6.0235,25.3533,12.0189,6.4139,25.5341,11.0296,7.0294,25.7269,10.4184,-0.4325,19.7231,12.2934,0.7988,20.9226,11.6503,1.9253,21.3981,11.0706,NaN,NaN,NaN,3.7406,21.589542,9.723955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8782,20.5932,13.2598,0.4753,20.2808,13.1548,1.0802,21.4987,12.459,NaN,NaN, NaN ,2.7072,20.9934,12.1406,NaN,NaN,NaN,3.3907,23.599,12.2988,2.524,22.6895,11.848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7082,25.0987,9.4251,NaN,NaN,NaN,NaN,NaN,NaN,7.0426,20.3043,13.3522,3.624,21.803,12.9794,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,5.923403,20.333467,6.595219,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.3923,24.3134,11.5321,2.9549,23.4064,10.8528,1.6486,21.6286,10.2553,1.1335,19.4149,13.5528,1.0666,19.605,13.7157,-1.4485,18.2439,13.1697,6.83947567,18.89210919,14.88470745,4.68504123,18.15124643,14.9217406,9.8118,26.3547,11.085,8.443,26.1766,11.9021,5.4122,20.8892,13.0303,5.4432,23.8226,12.959,6.0129,25.4842,12.06,6.3544,25.712,11.062,6.929,25.9038,10.4206,-0.4767,19.8887,12.4175,0.8277,20.9985,11.7904,1.8169,21.6502,11.133,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9338,20.6447,13.3086,0.5323,20.3854,13.2389,1.069,21.6549,12.596,NaN,NaN, NaN ,2.7048,21.0677,12.2367,NaN,NaN,NaN,3.3685,23.7421,12.4012,2.4538,22.899,11.9353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4652,25.4817,9.4579,NaN,NaN,NaN,NaN,NaN,NaN,7.1059,20.3339,13.3852,3.6799,21.8564,13.0488,NaN,NaN, NaN ,6.039287,25.489869,9.001937,6.522325,23.044713,7.239623,5.36352,20.789803,6.307232,NaN,NaN, NaN ,NaN,NaN, NaN ,3.974104,21.044271,8.625586,4.3495,24.4916,11.6062,2.8284,23.5421,10.9506,1.4027,22.0868,10.3809,1.1834,19.4684,13.646,1.1307,19.6365,13.7647,-1.4373,18.38,13.258,6.91929616,18.90971459,14.90633138,4.76302244,18.17696688,14.96434082,9.7847,26.4426,10.9796,8.42,26.2595,11.8281,5.4657,20.9167,13.0884,5.498,23.9119,13.0155,6.0062,25.6047,12.0899,6.2974,25.8859,11.0875,6.8353,26.0754,10.4283,-0.5225,20.0422,12.5644,0.7322,21.21,11.896,1.7028,21.889,11.1886,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9919,20.7298,13.3583,0.6146,20.3752,13.3146,1.0625,21.7904,12.716,NaN,NaN, NaN ,2.712,21.1476,12.3485,NaN,NaN,NaN,3.362,23.8799,12.5137,2.3792,23.1122,12.0272,NaN,NaN,NaN,3.5706,24.0064,10.3895,NaN,NaN,NaN,5.4169,25.6954,9.4899,5.0222,25.0367,8.1716,NaN,NaN,NaN,7.1681,20.3608,13.4131,3.7376,21.9792,13.1974,NaN,NaN, NaN ,5.874761,25.856216,8.99907,6.165965,23.477695,7.112098,4.843179,21.073187,6.115288,5.095881,25.530285,10.052749,NaN,NaN, NaN ,NaN,NaN, NaN ,4.3073,24.6638,11.6689,2.7017,23.6779,11.0486,1.1952,22.3934,10.5015,1.229,19.5327,13.6871,1.1977,19.6591,13.815,-1.3798,18.3635,13.3597,6.98812093,18.96798222,14.95163437,4.83054934,18.2113896,15.00086446,9.6955,26.5512,10.9045,8.4039,26.368,11.7402,5.5176,20.9517,13.1482,5.5517,24.0096,13.0682,6.0001,25.7184,12.1094,6.2473,26.0545,11.1051,6.7578,26.2451,10.4301,-0.5526,20.2002,12.72,0.6386,21.4193,12.0197,1.5752,22.1329,11.2686,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6735,20.4141,13.3766,1.0624,21.9393,12.8473,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,3.3603,23.998,12.6139,2.2934,23.3255,12.129,NaN,NaN,NaN,3.4404,24.2453,10.4592,NaN,NaN,NaN,5.2991,25.9278,9.5232,4.8591,24.3288,8.4664,NaN,NaN,NaN,7.2286,20.3936,13.4456,3.7784,22.0059,13.3046,NaN,NaN, NaN ,5.747161,26.076414,9.012531,NaN,NaN, NaN ,4.306572,21.546139,5.944279,5.006087,25.746443,10.087574,NaN,NaN, NaN ,NaN,NaN, NaN ,4.2767,24.806,11.7176,2.6044,23.9754,11.165,0.9966,22.6426,10.6351,1.3161,19.6723,13.7173,1.2648,19.6716,13.8639,-1.3685,18.4997,13.4482,7.05858385,18.9858521,14.98240467,4.91781104,18.23271286,15.03969566,9.6115,26.5745,10.6757,8.3863,26.4915,11.6575,5.5735,20.9811,13.2032,5.6043,24.0887,13.0966,5.9963,25.8306,12.1119,6.2056,26.2059,11.1079,6.6956,26.4155,10.4204,-0.5761,20.3437,12.8885,0.543,21.63,12.1657,1.4652,22.3392,11.3566,NaN,NaN,NaN,2.6704,23.1957,9.6444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7337,20.4683,13.4443,1.072,22.0746,12.9752,1.9336,22.2542,13.3531,NaN,NaN,NaN,NaN,NaN,NaN,3.3685,24.1319,12.7138,2.2176,23.5284,12.2486,NaN,NaN,NaN,3.3174,24.4393,10.5113,3.841,24.5452,9.6681,5.202,26.1319,9.5399,4.4611,25.1703,8.4464,NaN,NaN,NaN,7.288,20.4207,13.4733,3.855,22.0584,13.3672,7.8823,26.5228,12.0689,5.623571,26.305202,9.01981,NaN,NaN, NaN ,3.843282,21.818807,5.798743,4.911942,25.949041,10.100272,4.091982,24.228553,8.814258,2.993035,22.450936,8.302352,4.244,24.9535,11.7541,2.5316,24.1598,11.2866,0.8336,22.9991,10.8002,1.3923,19.8583,13.8452,1.3492,19.8832,13.8999,-1.3201,18.5532,13.5411,7.14037257,19.01898975,15.01499744,4.98908483,18.22761476,15.06765767,9.5407,26.9254,10.7126,8.364,26.5994,11.5612,5.613,21.0403,13.2715,5.6602,24.1724,13.1249,6.004,25.9848,12.1013,6.1688,26.3506,11.1015,6.6358,26.5687,10.3961,-0.5811,20.4539,13.0627,0.4588,21.8357,12.3334,1.3133,22.5759,11.4794,1.7754,23.4808,10.2867,2.4386,23.5051,9.6749,NaN,NaN,NaN,NaN,NaN,NaN,4.0086,22.3099,7.3428,4.1216,22.1033,6.4826
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6717,19.7644,12.9719,1.0872,22.1869,13.1029,1.9701,22.2968,13.3153,NaN,NaN,NaN,NaN,NaN,NaN,3.3792,24.2515,12.7906,2.1644,23.6992,12.3793,NaN,NaN,NaN,3.2041,24.6565,10.5583,3.6731,24.8156,9.6849,5.1114,26.3284,9.5456,4.4648,24.7531,8.0974,4.993,25.2568,7.242,7.3482,20.4516,13.5032,3.9013,22.094,13.4072,7.8843,26.6025,11.9966,5.519517,26.512413,9.014453,NaN,NaN, NaN ,3.345145,22.3281,5.684261,4.835611,26.114714,10.103353,NaN,NaN, NaN ,NaN,NaN, NaN ,4.211,25.1048,11.7836,2.4576,24.3342,11.357,0.7224,23.3591,10.9628,1.4874,20.1127,14.0127,1.4121,19.9083,13.9457,-1.244,18.5938,13.6294,7.20841908,19.0451369,15.04151811,5.07045814,18.25487918,15.10742629,9.5989,26.9203,10.4575,8.3502,26.6902,11.4666,5.6838,21.0622,13.3314,5.7125,24.2472,13.1331,5.9993,26.1058,12.0797,6.1359,26.4898,11.0792,6.5851,26.7172,10.3607,-0.5568,20.5738,13.235,0.3792,21.9791,12.5037,1.1579,22.8238,11.6424,1.6068,23.7573,10.3937,2.2271,23.8029,9.7204,NaN,NaN,NaN,NaN,NaN,NaN,3.6324,22.7134,7.2196,3.6888,22.5331,6.3518
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1118,22.2749,13.2263,NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,3.3995,24.3579,12.8457,2.1255,23.8301,12.5091,4.557,25.78,10.9467,3.108,24.871,10.5938,3.5231,25.0603,9.6837,5.0376,26.5056,9.5435,4.2188,25.0772,8.0027,4.5637,25.3298,7.2485,7.4147,20.4752,13.5328,3.9661,22.1308,13.4931,7.8758,26.6687,11.9128,5.426047,26.701054,8.994618,4.800295,25.364796,6.663121,2.827635,22.649961,5.591998,4.773347,26.27343,10.100478,3.6699,24.9632,8.7832,NaN,NaN, NaN ,4.1764,25.2422,11.8056,2.41,24.5836,11.4505,0.5952,23.4899,11.1211,1.5291,19.8926,13.921,1.4587,19.7237,14.0096,-1.245,18.6432,13.7245,7.26905951,19.08245854,15.08107201,5.13942656,18.27506324,15.14373623,9.5196,27.0446,10.3876,8.3313,26.7547,11.3673,5.7486,21.1031,13.3837,5.7617,24.3127,13.1347,5.994,26.2184,12.049,6.1054,26.6154,11.0442,6.5382,26.8524,10.316,-0.5595,20.6104,13.2783,0.3374,22.1724,12.741,1.0054,23.0525,11.8287,1.4719,24.014,10.5031,2.0344,24.0943,9.7786,NaN,NaN,NaN,2.8703,23.0292,7.837,3.153496,23.457326,7.086581,3.1714,23.3422,6.1805
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1342,22.3701,13.3564,NaN,NaN, NaN ,NaN,NaN,NaN,4.5704,24.4656,13.0596,3.4234,24.4402,12.8858,2.1073,23.9648,12.6459,4.5017,25.9305,10.9317,3.0135,25.0674,10.6248,3.3748,25.2912,9.6889,4.9648,26.6703,9.524,3.9836,25.3233,7.9603,4.3409,25.5605,7.1884,7.4757,20.5112,13.5654,4.0398,22.1726,13.5322,7.876,26.7526,11.8291,5.349856,26.881025,8.975124,NaN,NaN, NaN ,2.344371,23.245887,5.50579,4.710757,26.460635,10.083709,3.4917,25.2303,8.7684,2.064496,23.293597,8.18026,4.1469,25.3783,11.8186,2.3347,24.7197,11.5492,0.5068,23.7371,11.2972,1.5647,19.9062,13.9776,1.5267,19.7352,14.0577,-1.1965,18.6965,13.8175,7.35014907,19.10717494,15.10938391,5.21989773,18.29031735,15.17731702,9.4591,27.1615,10.2722,8.3074,26.9054,11.2444,5.8107,21.1508,13.4346,5.8058,24.3708,13.1262,5.9885,26.3173,12.0074,6.0769,26.7362,10.9951,6.4963,26.9814,10.2637,NaN,NaN, NaN ,0.3083,22.3192,12.978,0.8849,23.3047,12.0559,1.353,24.2397,10.6075,1.8665,24.3508,9.8418,1.9536,24.6182,8.9341,2.5591,23.3614,7.7918,2.797294,23.739401,6.995694,2.7485,23.809,6.0888
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1562,22.4376,13.4635,NaN,NaN, NaN ,NaN,NaN,NaN,4.613,24.5377,13.0782,3.4554,24.5174,12.9111,2.0934,24.1131,12.7713,4.4468,26.0845,10.9209,2.9185,25.2549,10.659,3.2439,25.5264,9.6855,4.9014,26.8214,9.4917,3.7524,25.6243,7.9127,4.1042,25.8421,7.1316,7.5377,20.5305,13.5954,4.1206,22.2188,13.6085,7.8254,26.6963,11.667,5.274699,27.005252,8.92682,NaN,NaN, NaN ,1.939017,23.822795,5.422685,4.658444,26.61775,10.060738,3.323,25.4956,8.7617,NaN,NaN, NaN ,4.1237,25.5065,11.826,2.2879,25.0095,11.6153,0.424,23.9029,11.4615,1.6807,19.9739,14.116,1.6087,19.9462,14.0915,-1.1388,18.6792,13.9192,7.41219738,19.13482688,15.13421298,5.28928138,18.30802859,15.21329069,9.4663,27.0502,10.0827,8.2846,26.884,11.1176,5.8726,21.1967,13.4781,5.8507,24.4323,13.1095,5.978,26.4197,11.9592,6.0464,26.8431,10.9303,6.4639,27.0895,10.2002,NaN,NaN, NaN ,0.3018,22.4381,13.1985,0.7646,23.5556,12.3173,1.2554,24.4473,10.7082,1.72,24.5937,9.9147,1.7838,24.326,9.0688,2.2025,24.0482,7.7192,2.416198,24.168597,6.938506,2.3307,24.2748,6.0215
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1897,22.4831,13.5757,NaN,NaN, NaN ,NaN,NaN,NaN,4.6477,24.6116,13.0887,3.4835,24.5683,12.9188,2.0877,24.2645,12.9006,4.3899,26.2114,10.8849,2.8331,25.4605,10.6962,3.1188,25.7603,9.6804,4.8432,26.947,9.4442,3.5336,25.8906,7.8758,3.8621,26.1068,7.0863,7.6008,20.5586,13.6242,4.1942,22.2268,13.6347,7.813,26.722,11.5259,5.202224,27.13468,8.877761,4.017762,26.250933,6.453246,1.510905,24.438172,5.38746,4.618913,26.732679,10.01038,3.1641,25.7402,8.7477,1.52377,24.079066,8.18908,4.1027,25.6143,11.8252,2.2364,25.0207,11.6672,0.3843,24.0517,11.6061,1.751,19.8849,14.2415,1.6755,19.9579,14.1439,-1.0902,18.7323,14.0123,7.47943579,19.17466753,15.17315116,5.3622295,18.31985232,15.24617522,9.3833,27.0889,9.9835,8.2842,26.6422,11.019,5.931,21.1961,13.5076,5.8929,24.4886,13.0828,5.9687,26.5007,11.8997,6.0171,26.9513,10.8554,6.4305,27.1879,10.1216,-0.39572,20.788293,13.781986,0.319,22.5609,13.4116,0.6661,23.8278,12.6245,1.1708,24.6257,10.8016,1.5901,24.8145,9.9817,1.6442,24.5412,9.1045,1.898,24.4045,7.6963,2.0944,24.6046,6.8728,1.9364,24.7436,5.9801
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2435,22.5821,13.7162,NaN,NaN, NaN ,NaN,NaN,NaN,4.686,24.6934,13.091,3.5042,24.6338,12.9162,2.0909,24.4033,12.9975,4.3339,26.3582,10.8586,2.7404,25.6722,10.7379,3.0016,25.9728,9.6787,4.7877,27.0821,9.388,3.3383,26.1552,7.8436,3.6526,26.3879,7.0489,7.6688,20.5913,13.6506,4.2351,22.3225,13.6457,7.7909,26.7943,11.4178,5.137188,27.250104,8.82053,3.802843,26.532723,6.407042,1.116608,24.888352,5.431291,4.570102,26.883955,9.962098,3.0087,25.9878,8.7257,1.280523,24.297543,8.182345,4.0769,25.7028,11.8149,2.2123,25.1462,11.7143,0.3111,24.2974,11.7189,1.833,19.8644,14.2865,1.7391,19.9682,14.1928,-1.0694,18.7983,14.1101,7.55613284,19.20368388,15.19301791,5.44107466,18.33082238,15.27370752,9.2704,27.2869,9.9444,8.2573,26.6294,10.8981,5.9951,21.2297,13.5452,5.9372,24.5425,13.0459,5.9591,26.5774,11.8346,5.9899,27.039,10.7678,6.3943,27.2662,10.0344,NaN,NaN, NaN ,0.3477,22.6059,13.5982,0.6298,24.1337,12.9627,1.0976,24.7742,10.8924,1.4832,25.0185,10.0438,1.4722,24.8073,9.1391,1.6134,24.7612,7.682,1.7674,25.0048,6.8497,1.5833,25.1996,5.9699
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3069,22.6871,13.8421,NaN,NaN, NaN ,NaN,NaN,NaN,4.7167,24.7859,13.0862,3.5294,24.68,12.9024,2.1199,24.4909,13.0677,4.2813,26.49,10.8333,2.6624,25.8189,10.7702,2.8893,26.1752,9.6708,4.7343,27.1916,9.3222,3.161,26.3985,7.8129,3.4534,26.6533,7.0153,7.74,20.6131,13.6801,4.325,22.3056,13.6877,7.7767,26.8434,11.2811,5.073056,27.328502,8.737416,3.610558,26.784187,6.363638,NaN,NaN, NaN ,4.524189,27.004203,9.900826,2.8693,26.2108,8.7045,NaN,NaN, NaN ,4.0624,25.7812,11.7962,2.1622,25.3478,11.785,0.2936,24.4271,11.8624,1.8753,19.77,14.2194,1.7959,19.9734,14.2486,-1.0116,18.7806,14.2119,7.61764287,19.21714028,15.22766152,5.51321325,18.36467083,15.31308233,9.2146,27.1373,9.6571,8.203,27.0884,10.7155,6.0657,21.2654,13.576,5.9555,24.5284,12.9752,5.9499,26.6375,11.762,5.9682,27.1021,10.6791,6.3534,27.3413,9.9385,NaN,NaN, NaN ,NaN,NaN, NaN ,0.6647,24.3414,13.1987,1.0289,24.9141,10.9834,1.3884,25.2001,10.0981,1.3128,25.0717,9.163,1.3438,25.1287,7.679,1.4563,25.4314,6.8504,1.2627,25.6823,5.9846
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4417,23.7264,13.2938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3606,22.7199,13.9084,NaN,NaN, NaN ,NaN,NaN,NaN,4.7513,24.8535,13.063,3.5529,24.7416,12.899,2.1551,24.5513,13.1112,4.2211,26.6141,10.7965,2.5962,25.9604,10.8038,2.7881,26.3615,9.668,4.6784,27.2918,9.2517,3.0038,26.6312,7.7812,3.2764,26.9054,6.9811,7.8043,20.6271,13.7116,4.4121,22.2686,13.6632,7.7695,26.8547,11.1709,5.007387,27.392414,8.66292,3.443578,27.014557,6.32385,0.503174,26.097034,5.459073,4.475448,27.068895,9.825553,2.7394,26.4408,8.6815,0.774034,25.170803,8.218174,4.043,25.8729,11.7725,2.139,25.4841,11.8841,0.2697,24.5854,12.0048,1.9236,19.8524,14.2724,1.8548,19.9774,14.304,-0.935,18.8206,14.3004,7.68142955,19.25410228,15.25960668,5.58114408,18.38197232,15.34691965,9.1002,27.1209,9.5834,8.177,27.1301,10.5657,6.1395,21.3132,13.6096,5.9972,24.5688,12.9209,5.9398,26.6925,11.6797,5.9416,27.1664,10.5814,6.3097,27.3834,9.8296,NaN,NaN, NaN ,NaN,NaN, NaN ,0.7113,24.4257,13.3161,0.9709,25.05,11.0745,1.2955,25.3681,10.1454,1.1612,25.3388,9.184,1.0897,25.495,7.6861,1.1729,25.8638,6.8636,0.9692,26.191,6.0134
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5077,23.7808,13.2657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4273,22.7503,13.9691,NaN,NaN, NaN ,NaN,NaN,NaN,4.7731,24.8895,13.0232,3.5807,24.7915,12.8901,2.1889,24.6021,13.1377,4.1773,26.7084,10.7648,2.5376,26.0855,10.8265,2.6952,26.5298,9.6544,4.6242,27.3788,9.1735,2.8583,26.8464,7.7459,3.122,27.1287,6.9477,7.8685,20.6474,13.7383,4.4988,22.3895,13.7227,7.7488,26.8986,11.0291,4.943454,27.486646,8.579072,3.278212,27.228572,6.282225,0.230786,26.719785,5.48482,4.431927,27.140748,9.748004,2.6208,26.6435,8.6529,NaN,NaN, NaN ,4.0261,25.9358,11.7439,2.141,25.5342,11.9079,0.2211,24.6486,12.1354,1.9823,19.8112,14.3589,1.9132,19.9683,14.3638,-0.8645,18.8902,14.3963,7.75050902,19.29443433,15.29565926,5.65662588,18.40200295,15.37972998,8.7439,27.9468,10.052,8.2323,26.6688,10.5287,6.1987,21.3297,13.6345,6.0351,24.6108,12.862,5.9304,26.741,11.5914,5.9108,27.2224,10.4735,6.2679,27.4284,9.7129,NaN,NaN, NaN ,NaN,NaN, NaN ,0.7664,24.44,13.3804,0.9212,25.1866,11.1572,1.2084,25.5385,10.1949,1.0111,25.5826,9.2076,0.8634,25.8599,7.6965,0.9351,26.2898,6.8867,0.728,26.6701,6.0472
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5641,23.8213,13.2187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4796,22.7939,14.025,NaN,NaN, NaN ,NaN,NaN,NaN,4.8066,24.9366,12.9873,3.6032,24.8446,12.883,2.2235,24.6271,13.1543,4.1318,26.8203,10.7205,2.4957,26.2036,10.8445,2.6134,26.695,9.6518,4.5673,27.4485,9.0901,2.7295,27.0465,7.7184,2.984,27.3239,6.9055,7.9368,20.6677,13.768,4.5419,22.4999,13.7341,7.7097,26.9395,10.8388,4.878358,27.543438,8.485322,3.140391,27.432112,6.243383,0.01004,27.343294,5.498871,4.384657,27.213536,9.664411,2.5128,26.8305,8.6267,0.3386,25.8038,8.2093,4.0181,25.992,11.7115,2.1159,25.6501,11.9036,0.1952,24.7345,12.2103,2.0678,19.8622,14.437,1.9754,19.9414,14.4251,-0.8066,18.872,14.498,7.82216938,19.32004009,15.31742189,5.72620045,18.40949449,15.41123256,9.032,26.9185,9.0173,8.104,27.1518,10.2547,6.2604,21.3437,13.6576,6.0743,24.6444,12.7881,5.9196,26.7808,11.4977,5.8823,27.2569,10.3581,6.2234,27.4622,9.5941,NaN,NaN, NaN ,NaN,NaN, NaN ,0.822,24.4312,13.4089,0.8781,25.325,11.2245,1.1175,25.717,10.2424,0.8658,25.8416,9.2382,0.6618,26.2183,7.7177,0.723,26.7152,6.9127,0.5353,27.1346,6.0793
