Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
19.076,23.618,10.775,NaN,NaN, NaN ,NaN,NaN,NaN,18.656,22.127,12.596,15.921,22.666,10.818,21.769,23.671,9.1647,23.207,20.415,7.8525,24.753,17.999,7.546,24.385,14.933,6.465,21.934,20.642,7.7152,22.284,18.422,7.2182,21.586,15.88,6.9681,19.284,20.924,8.1578,18.149,19.339,7.766,16.817,17.548,7.7099,13.87,20.946,14.336,10.723,19.804,13.515,18.43,21.105,13.914,16.252,20.698,14.249,23.688,23.665,10.37,17.397,22.435,11.933,18.416,23.509,9.989,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.098,23.716,10.801,NaN,NaN, NaN ,NaN,NaN,NaN,18.734,22.111,12.557,15.953,22.724,10.849,21.775,23.85,9.2049,23.204,20.615,7.8855,24.752,18.198,7.6287,24.38,15.128,6.6478,21.92,20.848,7.7885,22.267,18.593,7.3513,21.576,16.03,7.1722,19.289,21.116,8.2312,18.164,19.485,7.8621,16.889,17.656,7.8289,13.942,20.96,14.322,10.764,19.854,13.517,18.51,21.092,13.893,16.331,20.689,14.233,23.706,23.835,10.385,17.456,22.457,11.917,18.429,23.618,10.034,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.121,23.803,10.837,NaN,NaN, NaN ,NaN,NaN,NaN,18.798,22.146,12.553,15.986,22.753,10.884,21.782,24.032,9.248,23.151,20.785,7.9112,24.737,18.421,7.6835,24.336,15.322,6.8165,21.9,21.074,7.8342,22.243,18.712,7.4891,21.547,16.216,7.3556,19.289,21.293,8.3063,18.165,19.677,7.9535,16.884,17.878,7.9625,14.01,20.959,14.306,10.801,19.909,13.522,18.592,21.083,13.875,16.41,20.674,14.214,23.726,24.015,10.393,17.517,22.478,11.903,18.446,23.737,10.08,12.435134,19.754586,12.007723,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.145,23.895,10.869,NaN,NaN, NaN ,NaN,NaN,NaN,18.879,22.123,12.505,16.023,22.802,10.914,21.788,24.236,9.2918,23.155,21.054,7.8729,24.707,18.672,7.7095,24.262,15.505,6.964,21.884,21.363,7.7995,22.271,19.016,7.5785,21.501,16.39,7.5339,19.277,21.503,8.3772,18.156,19.871,8.0442,16.894,18.043,8.0525,14.081,20.949,14.292,10.843,19.969,13.522,18.675,21.072,13.859,16.489,20.656,14.196,23.749,24.183,10.391,17.578,22.499,11.89,18.463,23.843,10.131,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.169,23.965,10.906,NaN,NaN, NaN ,NaN,NaN,NaN,18.952,22.143,12.501,16.062,22.841,10.95,21.787,24.431,9.3273,23.078,21.194,7.8874,24.656,18.863,7.7024,24.165,15.713,7.0826,21.823,21.425,7.9106,22.192,19.376,7.6621,21.45,16.624,7.7236,19.264,21.693,8.4519,18.134,20.086,8.1372,16.81,18.124,8.1796,14.15,20.954,14.276,10.883,20.027,13.523,18.756,21.055,13.84,16.568,20.643,14.178,23.77,24.365,10.379,17.639,22.515,11.876,18.479,23.951,10.182,12.549888,19.933818,12.074425,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.199,24.04,10.946,NaN,NaN, NaN ,NaN,NaN,NaN,19.026,22.154,12.478,16.105,22.877,10.982,21.781,24.629,9.3551,NaN,NaN, NaN ,24.588,19.06,7.6488,24.053,15.915,7.1865,NaN,NaN, NaN ,22.105,19.631,7.6916,21.361,16.801,7.8508,19.243,21.901,8.5194,18.106,20.295,8.228,16.765,18.258,8.2838,14.222,20.945,14.258,10.922,20.09,13.523,18.838,21.048,13.824,16.648,20.629,14.162,23.794,24.537,10.355,17.701,22.523,11.862,18.497,24.057,10.234,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.233,24.106,10.982,NaN,NaN, NaN ,NaN,NaN,NaN,19.109,22.134,12.441,16.15,22.908,11.012,21.774,24.824,9.3827,NaN,NaN, NaN ,24.505,19.219,7.6193,23.915,16.124,7.2591,NaN,NaN, NaN ,22.001,19.861,7.7369,21.244,17.052,7.9866,19.213,22.105,8.5922,18.053,20.624,8.3073,16.728,18.438,8.3958,14.294,20.947,14.242,10.959,20.144,13.522,18.919,21.034,13.807,16.727,20.613,14.144,23.82,24.704,10.315,17.765,22.537,11.85,18.517,24.161,10.287,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,22.864952,16.881029,7.761674
19.271,24.173,11.016,15.182098,21.897827,10.675589,NaN,NaN,NaN,19.185,22.139,12.423,16.197,22.935,11.045,21.764,25.027,9.4134,NaN,NaN, NaN ,NaN,NaN, NaN ,23.762,16.342,7.3076,NaN,NaN, NaN ,NaN,NaN, NaN ,21.155,17.276,8.101,19.177,22.336,8.6568,18.01,20.838,8.3892,16.693,18.647,8.4841,14.362,20.941,14.226,10.999,20.209,13.522,19.003,21.019,13.789,16.809,20.593,14.128,23.843,24.875,10.265,17.827,22.549,11.838,18.539,24.268,10.341,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,19.280617,18.727011,8.199978,NaN,NaN, NaN 
19.313,24.231,11.047,NaN,NaN, NaN ,NaN,NaN,NaN,19.257,22.144,12.401,16.25,22.975,11.075,21.755,25.217,9.4404,NaN,NaN, NaN ,NaN,NaN, NaN ,23.582,16.619,7.3076,NaN,NaN, NaN ,NaN,NaN, NaN ,21.049,17.503,8.169,19.137,22.551,8.7207,17.96,21.044,8.4657,16.713,19.075,8.5536,14.433,20.924,14.21,11.039,20.274,13.521,19.086,21.008,13.774,16.889,20.577,14.113,23.865,25.035,10.194,17.891,22.563,11.829,18.561,24.368,10.391,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.36,24.293,11.069,NaN,NaN, NaN ,NaN,NaN,NaN,19.343,22.128,12.38,16.302,23.003,11.107,21.741,25.415,9.4633,NaN,NaN, NaN ,NaN,NaN, NaN ,23.403,16.878,7.2848,NaN,NaN, NaN ,NaN,NaN, NaN ,20.882,17.77,8.2134,19.086,22.778,8.7785,17.898,21.273,8.5464,16.612,19.265,8.6504,14.506,20.93,14.197,11.079,20.334,13.521,19.171,20.998,13.759,16.97,20.56,14.098,23.883,25.206,10.112,17.959,22.57,11.823,18.584,24.472,10.44,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.403,24.348,11.092,NaN,NaN, NaN ,NaN,NaN,NaN,19.416,22.141,12.357,16.357,23.031,11.136,21.729,25.597,9.4856,NaN,NaN, NaN ,NaN,NaN, NaN ,23.191,17.069,7.2379,NaN,NaN, NaN ,NaN,NaN, NaN ,20.72,18.118,8.3238,19.034,22.982,8.8385,17.828,21.525,8.6207,16.55,19.497,8.7455,14.578,20.919,14.183,11.122,20.398,13.521,19.255,20.977,13.746,17.051,20.54,14.084,23.895,25.383,10.009,18.027,22.573,11.818,18.608,24.575,10.48,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.443,24.404,11.111,NaN,NaN, NaN ,NaN,NaN,NaN,19.501,22.131,12.341,16.415,23.08,11.165,21.715,25.778,9.5068,NaN,NaN, NaN ,NaN,NaN, NaN ,22.966,17.328,7.1558,NaN,NaN, NaN ,NaN,NaN, NaN ,20.575,18.346,8.3197,18.969,23.229,8.8862,17.751,21.805,8.6765,16.489,19.791,8.8349,14.649,20.909,14.165,11.164,20.467,13.521,19.338,20.962,13.732,17.131,20.522,14.069,23.903,25.567,9.8927,18.095,22.588,11.82,18.632,24.666,10.513,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.49,24.465,11.127,NaN,NaN, NaN ,NaN,NaN,NaN,19.577,22.149,12.329,16.496,23.089,11.202,21.695,25.974,9.5175,NaN,NaN, NaN ,NaN,NaN, NaN ,22.723,17.509,7.0553,NaN,NaN, NaN ,NaN,NaN, NaN ,20.434,18.56,8.3067,18.91,23.414,8.9396,17.674,22.022,8.7445,16.399,20.255,8.8815,14.72,20.896,14.148,11.209,20.534,13.525,19.421,20.941,13.72,17.21,20.503,14.058,23.902,25.735,9.7641,18.166,22.607,11.823,18.659,24.76,10.55,12.942418,20.648793,12.242838,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.536,24.518,11.14,NaN,NaN, NaN ,NaN,NaN,NaN,19.659,22.133,12.305,16.546,23.171,11.228,21.673,26.144,9.5203,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,20.269,18.83,8.2685,18.837,23.668,8.9774,17.591,22.239,8.8032,16.325,20.45,8.9564,14.795,20.882,14.134,11.255,20.601,13.526,19.506,20.917,13.709,17.289,20.479,14.044,23.887,25.904,9.6254,18.236,22.621,11.823,18.688,24.849,10.601,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.634717,20.198499,8.468441,NaN,NaN, NaN 
19.586,24.577,11.146,NaN,NaN, NaN ,NaN,NaN,NaN,19.737,22.112,12.284,16.606,23.22,11.263,21.652,26.304,9.5263,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,20.037,18.965,8.1521,18.765,23.844,9.0172,17.509,22.428,8.8577,16.242,20.679,9.0266,14.866,20.877,14.121,11.3,20.67,13.532,19.588,20.894,13.696,17.367,20.453,14.03,23.869,26.068,9.4805,18.302,22.631,11.816,18.721,24.958,10.65,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.639,24.628,11.158,NaN,NaN, NaN ,NaN,NaN,NaN,19.819,22.095,12.258,16.667,23.269,11.299,21.634,26.478,9.5144,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.684,24.059,9.0534,17.412,22.703,8.9004,16.155,20.927,9.0834,14.94,20.85,14.1,11.348,20.734,13.536,19.672,20.873,13.686,17.45,20.432,14.015,23.841,26.248,9.3299,18.373,22.657,11.814,18.758,25.051,10.694,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.699,24.637,11.174,NaN,NaN, NaN ,NaN,NaN,NaN,19.897,22.106,12.253,16.728,23.321,11.339,21.611,26.62,9.4956,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.597,24.343,9.0793,17.321,22.906,8.9453,16.069,21.119,9.1433,15.016,20.837,14.085,11.397,20.8,13.544,19.755,20.85,13.676,17.532,20.412,14.005,23.805,26.429,9.1769,18.439,22.678,11.816,18.794,25.139,10.73,NaN,NaN, NaN ,14.747,21.568,11.11,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.768,24.733,11.177,NaN,NaN, NaN ,NaN,NaN,NaN,19.974,22.062,12.223,16.79,23.376,11.375,21.594,26.764,9.4701,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.521,24.516,9.1108,17.229,23.097,8.991,15.982,21.31,9.1911,15.087,20.822,14.068,11.445,20.859,13.552,19.838,20.828,13.665,17.613,20.39,13.993,23.76,26.587,9.0225,18.503,22.703,11.818,18.83,25.219,10.764,NaN,NaN, NaN ,14.746,21.708,11.135,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.833,24.797,11.183,NaN,NaN, NaN ,NaN,NaN,NaN,20.046,22.059,12.214,16.852,23.438,11.412,21.577,26.909,9.4396,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.439,24.73,9.1346,17.136,23.29,9.0253,15.881,21.588,9.2319,15.164,20.797,14.046,11.495,20.921,13.563,19.922,20.802,13.655,17.693,20.362,13.98,23.708,26.741,8.8684,18.565,22.724,11.825,18.869,25.301,10.796,NaN,NaN, NaN ,14.716,21.918,11.153,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.894,24.846,11.188,NaN,NaN, NaN ,NaN,NaN,NaN,20.117,22.033,12.199,16.916,23.494,11.451,21.559,27.04,9.4028,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.35,24.977,9.156,17.035,23.534,9.0551,15.781,21.838,9.2662,15.238,20.771,14.03,11.546,20.977,13.571,20.005,20.775,13.644,17.774,20.33,13.969,23.655,26.904,8.7083,18.629,22.745,11.835,18.925,25.315,10.829,NaN,NaN, NaN ,14.687,22.102,11.176,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.958,24.886,11.191,NaN,NaN, NaN ,NaN,NaN,NaN,20.191,22.004,12.173,16.984,23.547,11.506,21.54,27.155,9.3579,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.27,25.181,9.1783,16.939,23.77,9.0741,15.684,22.038,9.2924,15.319,20.746,14.014,11.597,21.027,13.582,20.087,20.744,13.634,17.855,20.309,13.958,23.59,27.036,8.5499,18.692,22.759,11.845,18.98,25.464,10.846,NaN,NaN, NaN ,14.66,22.279,11.198,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
20.028,24.931,11.183,15.32423,23.811152,11.589592,NaN,NaN,NaN,20.264,21.993,12.163,17.056,23.609,11.564,21.526,27.152,9.3158,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.191,25.383,9.2017,16.837,23.998,9.0997,15.567,22.084,9.3362,15.393,20.727,13.997,11.647,21.078,13.594,20.168,20.721,13.626,17.937,20.288,13.948,23.518,27.186,8.3823,18.752,22.764,11.852,19.029,25.543,10.863,12.997,21.741,12.239,14.63,22.457,11.225,15.631,22.596,10.258,NaN,NaN, NaN ,NaN,NaN, NaN 
20.095,24.966,11.167,NaN,NaN, NaN ,NaN,NaN,NaN,20.344,21.968,12.155,17.131,23.666,11.616,21.5,27.255,9.2523,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,18.119,25.576,9.2252,16.736,24.218,9.1231,15.456,22.322,9.348,15.472,20.694,13.98,11.702,21.122,13.607,20.249,20.698,13.615,18.016,20.255,13.938,23.442,27.302,8.2231,18.817,22.782,11.872,19.084,25.603,10.872,13,21.953,12.257,14.597,22.632,11.253,15.615,22.783,10.287,NaN,NaN, NaN ,NaN,NaN, NaN 
20.168,25.003,11.147,NaN,NaN, NaN ,NaN,NaN,NaN,20.406,21.953,12.14,17.206,23.715,11.657,21.484,27.343,9.1797,19.938,26.052,6.2778,20.299,23.773,4.862,NaN,NaN, NaN ,19.073,25.858,7.3204,NaN,NaN, NaN ,NaN,NaN, NaN ,18.055,25.755,9.2432,16.635,24.449,9.1449,15.335,22.569,9.363,15.554,20.656,13.964,11.756,21.163,13.621,20.329,20.674,13.605,18.095,20.222,13.925,23.356,27.383,8.0644,18.882,22.781,11.88,19.136,25.668,10.876,12.99,22.141,12.288,14.566,22.806,11.287,15.555,22.951,10.312,NaN,NaN, NaN ,NaN,NaN, NaN 
20.237,25.025,11.108,15.449,24.244,11.928,NaN,NaN,NaN,20.482,21.919,12.119,17.284,23.761,11.694,21.467,27.425,9.0998,19.751,26.298,6.1934,19.958,24.095,4.6647,NaN,NaN, NaN ,18.926,26.101,7.2723,NaN,NaN, NaN ,NaN,NaN, NaN ,17.992,25.926,9.2548,16.534,24.666,9.1664,15.213,22.807,9.3696,15.625,20.627,13.947,11.811,21.199,13.637,20.405,20.647,13.596,18.173,20.194,13.914,23.279,27.493,7.9054,18.947,22.763,11.89,19.19,25.722,10.867,12.985,22.313,12.333,14.532,22.981,11.326,15.501,23.146,10.328,NaN,NaN, NaN ,NaN,NaN, NaN 
20.303,25.047,11.062,NaN,NaN, NaN ,NaN,NaN,NaN,20.548,21.904,12.11,17.366,23.798,11.724,21.449,27.498,9.0034,19.573,26.522,6.1187,19.615,24.431,4.4583,NaN,NaN, NaN ,18.779,26.39,7.2074,NaN,NaN, NaN ,NaN,NaN, NaN ,17.943,26.025,9.2646,16.406,24.651,9.2087,15.085,23.045,9.3819,15.701,20.591,13.934,11.868,21.227,13.653,20.481,20.629,13.585,18.252,20.166,13.905,23.203,27.544,7.7505,19.017,22.755,11.894,19.246,25.76,10.847,12.985,22.474,12.394,14.498,23.156,11.368,15.429,23.354,10.341,NaN,NaN, NaN ,NaN,NaN, NaN 
20.365,25.053,11.007,NaN,NaN, NaN ,NaN,NaN,NaN,20.619,21.86,12.089,17.448,23.83,11.747,21.431,27.569,8.9027,19.409,26.479,6.078,19.275,24.762,4.2613,17.563,22.273,4.0821,18.645,26.481,7.1735,NaN,NaN, NaN ,NaN,NaN, NaN ,17.891,26.179,9.2554,16.33,24.976,9.2051,14.952,23.313,9.392,15.781,20.551,13.918,11.923,21.244,13.668,20.557,20.608,13.573,18.331,20.129,13.893,23.099,27.552,7.6168,19.083,22.746,11.902,19.301,25.798,10.82,12.989,22.618,12.47,14.465,23.336,11.42,15.342,23.57,10.353,NaN,NaN, NaN ,NaN,NaN, NaN 
20.427,25.058,10.945,15.648,24.543,12.207,NaN,NaN,NaN,20.678,21.841,12.08,17.53,23.858,11.762,21.411,27.626,8.7927,19.267,26.728,5.9971,18.937,25.132,4.0596,17.129,22.657,3.8586,18.533,26.705,7.1059,17.674,25.164,6.1948,NaN,NaN, NaN ,17.842,26.317,9.2331,16.238,25.198,9.2057,14.819,23.556,9.3982,15.855,20.508,13.899,11.978,21.259,13.688,20.632,20.594,13.561,18.408,20.099,13.881,23.031,27.656,7.4633,19.158,22.729,11.904,19.353,25.827,10.779,13.005,22.748,12.561,14.421,23.529,11.48,15.24,23.799,10.374,16.317424,24.154085,7.78976,NaN,NaN, NaN 
20.487,25.057,10.876,15.71,24.574,12.241,NaN,NaN,NaN,20.754,21.835,12.058,17.617,23.879,11.764,21.386,27.674,8.6804,19.138,26.941,5.9096,18.611,25.45,3.8706,16.692,23.096,3.6354,18.43,26.907,7.0374,17.46,25.465,6.0683,NaN,NaN, NaN ,17.796,26.443,9.1983,16.148,25.397,9.1985,14.681,23.799,9.395,15.927,20.461,13.884,12.033,21.262,13.705,20.707,20.573,13.55,18.485,20.068,13.868,22.985,27.737,7.2924,19.235,22.718,11.898,19.405,25.851,10.726,13.029,22.859,12.662,14.358,23.737,11.553,15.126,24.03,10.4,NaN,NaN, NaN ,NaN,NaN, NaN 
20.549,25.056,10.802,15.778,24.63,12.271,NaN,NaN,NaN,20.83,21.807,12.047,17.703,23.893,11.756,21.358,27.709,8.5603,19.023,27.134,5.813,18.302,25.812,3.691,16.255,23.508,3.4295,18.336,27.091,6.9549,17.246,25.677,5.978,15.935,24.567,5.9178,17.749,26.557,9.1515,16.064,25.578,9.1802,14.542,24.052,9.401,16.004,20.438,13.87,12.092,21.26,13.722,20.779,20.555,13.537,18.562,20.038,13.858,22.887,27.771,7.1613,19.308,22.709,11.889,19.453,25.862,10.662,13.057,22.968,12.76,14.283,23.946,11.637,14.998,24.26,10.433,15.872,24.586,7.6127,16.656108,23.957595,4.719202
20.607,25.051,10.721,15.837,24.66,12.272,NaN,NaN,NaN,20.903,21.779,12.024,17.784,23.888,11.732,21.328,27.719,8.4315,18.926,27.3,5.7109,18.007,26.106,3.52,15.814,23.979,3.2307,18.257,27.27,6.8624,17.044,25.96,5.855,15.669,23.862,5.8602,17.706,26.654,9.0915,15.986,25.748,9.1519,14.401,24.302,9.399,16.074,20.411,13.848,12.149,21.248,13.741,20.851,20.533,13.524,18.636,20.012,13.847,22.837,27.773,6.9923,19.381,22.679,11.863,19.498,25.868,10.585,13.095,22.996,12.863,14.213,24.156,11.727,14.857,24.513,10.474,15.649,24.873,7.5111,NaN,NaN, NaN 
20.667,25.045,10.639,15.885,24.697,12.274,NaN,NaN,NaN,20.977,21.747,12.011,17.865,23.878,11.696,21.3,27.739,8.297,18.828,27.477,5.5897,17.738,26.381,3.3567,15.383,24.448,3.0489,18.187,27.426,6.7587,16.841,26.122,5.7464,15.39,24.245,5.6973,17.663,26.74,9.0175,15.914,25.898,9.1106,14.26,24.554,9.3891,16.147,20.367,13.832,12.21,21.234,13.759,20.922,20.511,13.511,18.713,19.99,13.832,22.773,27.826,6.8403,19.458,22.663,11.846,19.536,25.868,10.501,13.149,23.06,12.978,14.157,24.37,11.818,14.715,24.767,10.519,15.432,25.164,7.4075,NaN,NaN, NaN 
20.722,25.032,10.553,15.943,24.701,12.268,NaN,NaN,NaN,21.054,21.736,12.001,17.944,23.867,11.656,21.268,27.749,8.1561,18.754,27.589,5.4662,17.497,26.675,3.1917,14.974,24.92,2.882,18.122,27.567,6.6429,16.653,26.375,5.6028,15.104,24.63,5.5306,17.624,26.812,8.9287,15.848,26.026,9.0498,14.118,24.809,9.3694,16.227,20.339,13.818,12.27,21.207,13.777,20.997,20.493,13.498,18.789,19.964,13.818,22.725,27.883,6.6725,19.528,22.639,11.823,19.574,25.856,10.403,13.202,23.103,13.062,14.116,24.521,11.91,14.578,25.042,10.562,15.233,25.434,7.3015,15.629402,25.180173,4.165255
20.778,25.021,10.463,16.004,24.715,12.253,NaN,NaN,NaN,21.124,21.706,11.982,18.023,23.846,11.603,21.231,27.739,8.0041,18.679,27.678,5.3317,17.287,26.9,3.039,14.556,25.072,2.7664,18.062,27.667,6.5146,16.495,26.604,5.4664,14.831,24.977,5.3612,17.584,26.864,8.8243,15.782,26.136,8.9748,13.985,25.042,9.3345,16.301,20.285,13.797,12.333,21.179,13.792,21.069,20.482,13.484,18.865,19.94,13.805,22.753717,27.657159,6.434975,19.6,22.609,11.787,19.608,25.838,10.301,13.255,23.129,13.125,14.117,24.697,12.053,14.444,25.333,10.598,15.048,25.701,7.1936,15.341,25.529,4.0014
20.832,25.003,10.369,16.058,24.72,12.228,NaN,NaN,NaN,21.193,21.677,11.962,18.096,23.817,11.548,21.196,27.722,7.8444,18.611,27.735,5.1894,17.087,26.891,2.9216,14.236,25.624,2.5825,18.002,27.743,6.3779,16.355,26.813,5.3218,14.571,25.339,5.1843,17.542,26.894,8.703,15.716,26.248,8.8848,13.874,25.249,9.2825,16.373,20.257,13.777,12.398,21.144,13.81,21.14,20.461,13.469,18.941,19.92,13.791,NaN,NaN, NaN ,19.671,22.583,11.76,19.638,25.819,10.194,13.306,23.155,13.176,14.129,24.841,12.16,14.322,25.632,10.636,14.875,25.958,7.0848,NaN,NaN, NaN 
20.886,24.984,10.267,16.108,24.727,12.193,NaN,NaN,NaN,21.268,21.65,11.949,18.17,23.796,11.492,21.161,27.696,7.6745,18.545,27.781,5.0365,16.93,27.11,2.7691,13.972,26.138,2.3815,17.949,27.8,6.2337,16.229,27.009,5.1737,14.329,25.682,5.0016,17.501,26.917,8.5648,15.652,26.34,8.7792,13.768,25.444,9.2156,16.445,20.227,13.754,12.465,21.099,13.822,21.211,20.448,13.455,19.016,19.899,13.776,NaN,NaN, NaN ,19.745,22.551,11.721,19.668,25.785,10.076,13.356,23.15,13.203,14.16,24.963,12.243,14.248,25.905,10.668,14.712,26.204,6.9705,NaN,NaN, NaN 
20.939,24.948,10.155,16.149,24.71,12.121,NaN,NaN,NaN,21.333,21.625,11.921,18.242,23.767,11.434,21.121,27.648,7.4958,18.478,27.828,4.8817,16.795,27.295,2.6157,13.749,26.612,2.1539,17.902,27.823,6.0764,16.116,27.18,5.0199,14.109,26.005,4.8214,17.454,26.925,8.4112,15.589,26.418,8.6573,13.674,25.611,9.1328,16.52,20.183,13.739,12.531,21.048,13.831,21.288,20.43,13.44,19.091,19.88,13.76,NaN,NaN, NaN ,19.811,22.519,11.681,19.698,25.749,9.9602,13.411,23.145,13.218,14.214,25.064,12.289,14.25,26.106,10.67,14.566,26.445,6.8538,NaN,NaN, NaN 
20.988,24.909,10.041,16.187,24.696,12.039,NaN,NaN,NaN,21.402,21.608,11.904,18.312,23.743,11.377,21.081,27.594,7.3124,18.412,27.858,4.7176,16.686,27.458,2.4552,13.595,27.042,1.9114,17.854,27.829,5.9139,16.017,27.33,4.8582,13.913,26.316,4.6474,17.407,26.927,8.2521,15.53,26.482,8.5234,13.593,25.762,9.0363,16.596,20.153,13.719,12.598,20.992,13.838,21.359,20.42,13.425,19.166,19.862,13.747,NaN,NaN, NaN ,19.88,22.507,11.658,19.727,25.706,9.837,13.466,23.128,13.214,14.28,25.129,12.289,14.27,26.173,10.621,14.439,26.665,6.7308,14.251,27.003,3.2556
21.035,24.866,9.9222,16.226,24.678,11.941,NaN,NaN,NaN,21.481,21.58,11.88,18.384,23.709,11.321,21.04,27.517,7.1224,18.362,27.871,4.5575,16.593,27.602,2.2847,13.476,27.445,1.6719,17.815,27.827,5.7478,15.931,27.458,4.6908,13.745,26.62,4.4736,17.362,26.919,8.0866,15.473,26.528,8.3791,13.523,25.876,8.9211,16.671,20.119,13.696,12.665,20.94,13.845,21.429,20.406,13.407,19.24,19.84,13.728,22.403651,27.366256,5.478987,19.943,22.463,11.618,19.756,25.658,9.7151,13.517,23.11,13.197,14.334,25.144,12.233,14.274,26.131,10.518,14.329,26.863,6.6029,14.107,27.385,3.0575
