shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
17.3202,27.414,18.9228,15.1432,27.8315,16.4366,21.0992,27.6381,14.4407,22.4999,21.5375,7.126,19.6441,22.905,8.356,14.899,24.0065,10.9497,11.2282,26.9033,18.9748,9.226,24.6977,18.5677,16.96785,26.572379,20.301684,14.86013,26.017845,20.415135
17.3563,27.4295,18.9072,15.1516,27.9673,16.3983,21.1278,27.9647,14.5803,22.7046,21.4323,7.4953,19.8236,22.8502,8.6366,15.0342,24.0177,11.0749,11.2736,26.8443,18.966,9.2635,24.7196,18.5682,17.012326,26.618665,20.288137,14.900977,26.058783,20.394549
17.4362,27.4857,18.898,15.1255,27.8377,16.4033,21.1477,27.9031,14.748,22.8529,21.4915,7.8511,19.9889,22.8213,8.9218,15.1587,24.0448,11.2004,11.3169,26.9666,18.949,9.298,24.7508,18.571,17.048497,26.614443,20.267695,14.944081,26.082786,20.38125
17.4283,27.4876,18.8873,15.1433,27.954,16.4238,21.1824,28.0556,14.9021,23.0227,21.4658,8.2251,20.1295,22.7578,9.2099,15.2733,24.076,11.329,11.3591,27.0044,18.9372,9.3372,24.8053,18.5706,17.087385,26.629354,20.251463,14.985855,26.101517,20.363528
17.4751,27.5171,18.856,15.1466,28.0986,16.4762,21.1861,28.2351,15.0426,23.1676,21.3918,8.6048,20.2616,22.7508,9.4995,15.3817,24.1361,11.4544,11.4033,27.0401,18.9259,9.3703,24.8445,18.5682,17.129633,26.663088,20.235478,15.029574,26.118902,20.348152
17.5128,27.5115,18.8132,15.1517,28.177,16.4834,21.2145,28.3982,15.1706,23.2914,21.4146,8.9658,20.3755,22.7483,9.7913,15.4746,24.1914,11.5861,11.4448,27.0762,18.9165,9.4014,24.902,18.5642,17.180524,26.660975,20.208067,15.074773,26.131469,20.321747
17.553,27.5478,18.797,15.1433,28.3227,16.5267,21.2727,28.4464,15.1563,23.4131,21.3838,9.3322,20.4736,22.7608,10.0879,15.5565,24.2558,11.7205,11.4805,26.9991,18.9127,9.4247,24.9525,18.556,17.224232,26.676823,20.187959,15.116302,26.147055,20.305499
17.6072,27.6144,18.7975,15.1485,28.4233,16.5609,21.2176,29.0326,15.3631,23.5062,21.4406,9.6821,20.5465,22.7757,10.3786,15.6351,24.3352,11.8559,11.5326,27.061,18.9047,9.454,25.0167,18.5491,17.272539,26.688698,20.174515,15.168443,26.179839,20.29437
17.6504,27.6189,18.7601,15.1584,28.506,16.603,21.1559,29.0923,15.5254,23.5852,21.5125,10.0261,20.601,22.8103,10.6709,15.6992,24.4335,11.9913,11.57,27.0827,18.8969,9.481,25.0957,18.5445,17.318603,26.68605,20.152783,15.207599,26.15927,20.261975
17.6915,27.6368,18.7341,15.1422,28.6223,16.6371,21.1859,28.9543,15.5162,23.6379,21.5704,10.3687,20.627,22.8534,10.9503,15.7444,24.5454,12.1328,11.6204,27.1576,18.8909,9.4981,25.1633,18.5341,17.368283,26.703088,20.134411,15.26004,26.173771,20.245223
17.7408,27.6665,18.7217,15.1476,28.7228,16.7,21.1702,29.4368,15.7822,23.6583,21.6614,10.6949,20.6324,22.902,11.2214,15.7735,24.6907,12.2678,11.6628,27.3173,18.8763,9.5226,25.2391,18.5256,17.423879,26.712056,20.115178,15.315439,26.17703,20.22438
17.7961,27.7031,18.7056,15.135,28.79,16.6335,21.1602,29.6597,15.8479,23.6349,21.7627,11.0064,20.6157,22.9846,11.4863,15.7937,24.848,12.4062,11.7075,27.2705,18.8783,9.5371,25.323,18.515,17.469472,26.699461,20.096966,15.358578,26.188325,20.202091
17.8381,27.6861,18.6585,15.1438,28.8629,16.7693,21.2292,29.9659,15.9198,23.5797,21.8645,11.3034,20.5676,23.0913,11.7442,15.7974,24.9884,12.5447,11.7486,27.3025,18.8729,9.5538,25.4221,18.5064,17.515759,26.707755,20.079078,15.407328,26.183124,20.188037
17.8767,27.6874,18.6258,15.1538,28.9437,16.8401,21.1652,30.162,15.9627,23.5074,22.0262,11.5784,20.4944,23.2067,11.9988,15.7806,25.1746,12.6832,11.7935,27.3551,18.8702,9.5672,25.5235,18.4932,17.572028,26.704783,20.06329,15.460881,26.18208,20.159764
17.9322,27.728,18.6142,15.1613,28.9933,16.8944,21.1181,30.1439,16.0748,23.3934,22.0368,11.8493,20.4014,23.2934,12.2338,15.7514,25.3917,12.8198,11.8496,27.4247,18.8683,9.5768,25.6291,18.4878,17.619397,26.703319,20.04348,15.508645,26.200792,20.140533
17.9979,27.7675,18.606,15.1618,29.0921,16.9716,21.0496,30.8824,16.2366,23.2535,22.1822,12.0866,20.258,23.6275,12.5768,15.7107,25.6029,12.9615,11.8978,27.4897,18.8627,9.5836,25.7266,18.4745,17.674928,26.690586,20.022167,15.558763,26.191567,20.117634
18.0727,27.8002,18.5878,15.174,29.1537,17.0441,21.0362,30.6925,16.2956,23.0823,22.2956,12.2954,20.1301,23.8324,12.8006,15.6575,25.8466,13.1058,11.9441,27.5352,18.8602,9.595,25.8405,18.4711,17.73112,26.693589,20.001011,15.607803,26.18758,20.098297
18.1133,27.7884,18.5467,15.1938,29.1664,17.018,21.0418,30.8831,16.4548,22.9044,22.4784,12.4749,19.9483,24.1097,12.9986,15.5767,26.0958,13.2493,11.9952,27.5888,18.8583,9.6023,25.9631,18.467,17.782088,26.692823,19.986797,15.653317,26.175933,20.07174
18.1637,27.8121,18.5569,15.2098,29.2707,17.1762,20.9567,31.4042,16.5773,22.7113,22.6635,12.6126,19.8177,24.2862,13.1829,15.4778,26.3468,13.4057,12.0405,27.6185,18.8612,9.6139,26.0788,18.4557,17.833221,26.680366,19.969882,15.702723,26.196725,20.061095
18.2119,27.8168,18.5092,15.24,29.2916,17.2335,20.9886,31.517,16.6332,22.5088,22.8704,12.7156,19.6506,24.5291,13.3359,15.3835,26.6035,13.5585,12.0973,27.6923,18.8572,9.6235,26.2094,18.4554,17.889406,26.675982,19.951174,15.749006,26.170381,20.033777
18.3654,27.9611,18.4865,15.2679,29.3602,17.3086,20.9183,31.7262,16.7396,22.3049,23.1442,12.7787,19.5105,24.6716,13.4742,15.2728,26.862,13.7244,12.1416,27.7346,18.859,9.6331,26.3369,18.4542,17.952893,26.687368,19.935955,15.796337,26.18203,20.012201
18.3332,27.8877,18.4783,15.3062,29.4049,17.3799,20.8675,31.9793,16.8333,22.0799,23.3926,12.8017,NaN,NaN,NaN,15.1523,27.117,13.8796,12.2062,27.8104,18.8612,9.6441,26.4692,18.4549,18.009883,26.677512,19.917953,15.841594,26.182853,20.002912
18.3866,27.9117,18.4751,15.3318,29.4316,17.3926,20.9025,32.0736,16.8402,21.8332,23.6454,12.7856,NaN,NaN,NaN,15.0213,27.4023,14.0337,12.2605,27.8689,18.8644,9.6545,26.5946,18.4571,18.06154,26.659181,19.901813,15.882193,26.154427,19.967732
18.4506,27.8982,18.4524,15.3603,29.4949,17.4595,20.8251,32.2599,17.0482,21.5629,23.9484,12.7214,NaN,NaN,NaN,14.8883,27.6478,14.1928,12.3139,27.9043,18.8669,9.6698,26.7413,18.4605,18.118365,26.6582,19.890569,15.93334,26.172255,19.961631
18.5026,27.9046,18.4178,15.3797,29.4332,17.4412,20.8422,32.4512,16.9642,21.2771,24.2391,12.6217,NaN,NaN,NaN,14.7531,27.9394,14.3524,12.3701,27.9691,18.8699,9.6881,26.8693,18.4668,18.169998,26.641504,19.874859,15.977859,26.167741,19.940579
18.5806,27.9457,18.43,15.4081,29.5456,17.5812,20.7295,32.641,17.0622,20.9723,24.5392,12.4953,NaN,NaN,NaN,14.6072,28.214,14.5202,12.4256,28.0028,18.8744,9.706,26.9952,18.4717,18.235548,26.629107,19.859584,16.021143,26.15169,19.91254
18.6307,27.9726,18.445,15.4759,29.6756,17.7183,20.741,32.9496,17.1143,20.6578,24.9282,12.3426,NaN,NaN,NaN,14.4645,28.5036,14.6872,12.4712,28.0347,18.8727,9.7291,27.1451,18.4848,18.297438,26.616943,19.838559,16.068905,26.167445,19.90408
18.703,27.9596,18.4211,15.5109,29.7754,17.8059,20.6941,32.8285,17.1698,20.3042,25.2646,12.1698,NaN,NaN,NaN,14.3193,28.7782,14.8584,12.5347,28.0767,18.8712,9.7537,27.2712,18.4964,18.352192,26.605061,19.823439,16.11579,26.138536,19.876726
18.7174,27.8649,18.3499,15.5375,29.7229,17.8254,20.6731,33.1694,17.2202,19.9376,25.5789,11.9881,NaN,NaN,NaN,14.176,29.0507,15.0256,12.5962,28.1505,18.865,9.7785,27.3945,18.5083,18.406368,26.590762,19.815128,16.159701,26.140701,19.860632
18.8394,27.9195,18.4041,15.5737,29.7012,17.8449,20.6868,33.2041,17.1813,20.0888,27.6375,11.8472,NaN,NaN,NaN,14.0338,29.3338,15.191,12.629,28.1491,18.8622,9.8053,27.5285,18.5231,18.449169,26.56639,19.804377,16.20724,26.147414,19.844067
18.855,27.9406,18.3961,15.6475,29.836,17.9924,20.6409,33.3559,17.235,19.0873,26.3766,11.5825,NaN,NaN,NaN,13.9,29.6111,15.3477,12.6775,28.1844,18.8567,9.8347,27.6334,18.5376,18.501965,26.555889,19.790837,16.258308,26.123293,19.820104
18.9066,28.0459,18.3615,15.6373,29.731,17.9428,20.5924,33.8055,17.206,18.6285,26.7954,11.3904,NaN,NaN,NaN,13.7654,29.9052,15.5001,12.7364,28.2171,18.853,9.8637,27.7537,18.5547,18.564511,26.530094,19.767236,16.293003,26.119971,19.806899
18.9257,27.9021,18.3791,15.742,29.8936,18.0085,20.5977,33.6451,17.1958,18.1716,27.0103,11.2236,NaN,NaN,NaN,13.6296,30.2007,15.6554,12.7887,28.2334,18.8425,9.8983,27.8581,18.5693,18.612798,26.51408,19.753356,16.342001,26.105152,19.789363
18.9994,27.8551,18.3315,15.7312,29.9457,18.0908,20.5662,33.5658,17.1795,17.6719,27.7859,11.0391,NaN,NaN,NaN,13.4945,30.5009,15.8039,12.8363,28.2167,18.8372,9.9115,27.957,18.5897,18.659519,26.506803,19.749796,16.385353,26.091741,19.77599
19.0399,27.8588,18.3504,15.8283,30.0095,18.1575,20.5525,33.8211,17.1022,17.2037,28.4464,10.8788,NaN,NaN,NaN,13.3583,30.8187,15.9646,12.8537,28.2052,18.8279,9.9724,28.0568,18.6034,18.709445,26.50291,19.73316,16.429836,26.068753,19.757066
19.0873,27.8645,18.3421,15.8976,30.0534,18.2173,20.5296,33.913,17.045,16.6418,28.9235,10.7452,NaN,NaN,NaN,13.2251,31.128,16.1305,12.9311,28.2779,18.8299,9.9948,28.077,18.6173,18.754423,26.485765,19.723932,16.471406,26.052008,19.747187
19.1161,27.8205,18.323,15.9727,29.9972,18.1998,20.5015,34.0306,16.9856,16.1383,29.4867,10.6325,NaN,NaN,NaN,13.1018,31.4431,16.3091,12.9662,28.2636,18.8196,10.0406,28.2518,18.6298,18.792119,26.461571,19.705225,16.513478,26.032955,19.729569
19.17,27.9135,18.3675,15.9672,30.0599,18.2543,20.469,34.1194,16.9062,15.6901,30.8632,10.4677,NaN,NaN,NaN,12.9865,31.726,16.4771,12.9344,28.1542,18.7811,10.0798,28.2225,18.6527,18.837731,26.451756,19.693308,16.559249,26.019836,19.714535
19.2595,27.819,18.3016,16.0917,30.2312,18.3263,20.4353,34.1868,16.8149,15.195,31.5356,10.4143,14.5241,31.7405,13.0753,12.887,31.9894,16.6419,12.8845,28.0442,18.7467,10.1232,28.2684,18.6675,18.883792,26.428482,19.675266,16.593797,25.993622,19.696652
19.2458,27.7749,18.26,16.1041,30.0188,18.331,20.4005,34.3146,16.7301,14.7062,32.1404,10.3839,14.2314,32.1854,13.0905,12.7999,32.2114,16.7795,13.1151,28.4474,18.8442,10.1558,28.268,18.6842,18.926609,26.41022,19.662776,16.643861,25.997891,19.687231
19.3202,27.8255,18.315,16.2462,30.2576,18.3601,20.3453,34.4957,16.6123,14.2243,32.8268,10.3948,13.9417,32.6571,13.1102,12.73,32.4679,16.9315,13.1981,28.3056,18.778,10.2021,28.3056,18.6961,18.964143,26.403736,19.646496,16.688655,25.981972,19.674171
19.3291,27.7548,18.2413,16.2578,30.1641,18.3454,20.342,34.611,16.5684,13.7864,33.5627,10.4377,13.6829,33.0929,13.139,12.6659,32.6554,17.0523,12.9838,28.2962,18.8096,10.259,28.2454,18.7044,19.012227,26.398164,19.634673,16.728504,25.963803,19.658035
19.3608,27.7477,18.2621,16.3361,30.2936,18.351,20.2722,34.5903,16.3664,13.396,34.3092,10.4984,13.4308,33.5336,13.1583,12.6077,32.8518,17.1651,13.1003,28.0229,18.6993,10.2974,28.2673,18.712,19.047636,26.379309,19.620121,16.768375,25.943493,19.643955
19.4414,27.744,18.2427,16.4078,30.228,18.3261,20.1565,34.5132,16.2464,13.062,35.0646,10.5705,13.203,33.9793,13.165,12.5524,33.0401,17.2628,13.2505,28.1332,18.72,10.3314,28.2232,18.726,19.093804,26.364332,19.603334,16.809195,25.949036,19.632973
19.4944,27.7801,18.2592,16.4722,30.2593,18.3019,20.2147,34.8431,16.1608,12.7586,35.7817,10.637,12.9856,34.4179,13.1564,12.5029,33.1887,17.3143,13.2908,28.1086,18.7006,10.3518,28.1768,18.7254,19.139991,26.35181,19.585846,16.852808,25.940116,19.620799
19.5276,27.7377,18.2107,16.5275,30.0768,18.162,20.1528,34.8279,15.9612,12.6255,36.535,10.6676,12.7968,34.8513,13.1568,12.4638,33.2987,17.3169,13.1995,27.9426,18.6524,10.4038,28.15,18.7312,19.177464,26.341722,19.574559,16.903138,25.933525,19.608462
19.5564,27.6977,18.1939,16.5913,30.2323,18.2088,20.0749,34.6556,15.6724,12.5149,37.1942,10.6777,12.627,35.2725,13.1531,12.4216,33.4075,17.2881,13.2125,27.8799,18.6343,10.4426,27.994,18.699,19.219629,26.348152,19.563314,16.947638,25.925265,19.593529
19.6101,27.646,18.1819,16.7057,30.4186,18.274,20.0015,34.7186,15.4629,12.4786,37.7931,10.6664,12.4965,35.6648,13.1504,12.3766,33.4872,17.2213,13.3158,27.8237,18.6355,10.465,27.9826,18.713,19.266255,26.33596,19.542446,16.99587,25.915805,19.580527
19.6458,27.6391,18.1085,16.6484,30.1511,18.1345,20.0284,35.0281,15.4428,12.4736,38.2971,10.6448,12.3872,36.0361,13.1184,12.3262,33.5537,17.132,13.4066,27.9789,18.6411,10.5011,27.9461,18.7047,19.312101,26.343766,19.528833,17.042975,25.910049,19.564485
19.7171,27.7212,18.1404,16.7184,30.2555,18.0839,19.8949,34.6075,14.9705,12.4826,38.6795,10.6208,12.3173,36.3838,13.057,12.2769,33.6267,17.0276,13.5283,28.3121,18.6536,10.534,27.8349,18.6645,19.359424,26.343849,19.516061,17.089261,25.889791,19.545105
19.7132,27.6331,18.0831,16.7344,30.0704,18.0338,19.8529,34.7639,14.8682,12.5046,38.9747,10.5914,12.2747,36.6864,12.9697,12.2283,33.6746,16.9049,13.4402,27.8574,18.6042,10.5622,27.7133,18.6579,19.39687,26.332429,19.498678,17.136906,25.886075,19.534639
19.7808,27.702,18.0704,16.8487,30.3314,18.0073,19.7616,34.4923,14.5159,12.5288,39.1792,10.5183,12.2488,36.9163,12.8664,12.1866,33.7122,16.7552,13.3849,27.7186,18.5751,10.603,27.6215,18.6347,19.437041,26.327287,19.484085,17.179522,25.870531,19.51333
19.8301,27.6799,18.1139,16.9077,30.3218,17.9555,19.7203,34.5501,14.3737,12.5554,39.3066,10.3874,12.24,37.1312,12.7477,12.1406,33.729,16.5781,13.6171,28.199,18.6027,10.6544,27.5362,18.6001,19.482534,26.314278,19.470893,17.226514,25.871348,19.503883
19.8401,27.5647,18.0093,16.9802,30.4549,17.8865,19.7159,34.5231,14.0648,12.5948,39.3952,10.1991,12.2473,37.3002,12.5888,12.097,33.7768,16.4031,13.6548,28.171,18.5891,10.6953,27.4396,18.5627,19.526186,26.327905,19.454897,17.274548,25.852376,19.482712
19.8755,27.606,18.0794,17.0239,30.3407,17.8265,19.6301,34.4486,13.9388,12.6461,39.4493,9.9508,12.2609,37.4109,12.3953,12.0612,33.8206,16.1882,13.6887,28.1093,18.5581,10.7352,27.3183,18.5354,19.559445,26.307156,19.441348,17.31673,25.830332,19.463293
19.9151,27.5771,17.9848,17.0836,30.4049,17.7575,19.6867,34.231,13.7155,12.7067,39.4638,9.6595,12.2887,37.491,12.1574,12.0131,33.8723,15.9774,13.7217,28.0785,18.5398,10.7705,27.2362,18.4995,19.601709,26.310453,19.423844,17.366191,25.844584,19.453777
20.0326,27.6501,18.0407,17.0841,30.3141,17.6661,19.5699,34.2625,13.5046,12.7752,39.4145,9.3325,12.3226,37.5279,11.8814,11.9827,33.9268,15.7513,13.7616,28.0355,18.5173,10.8316,27.136,18.4666,19.653755,26.329617,19.414198,17.413752,25.840198,19.438311
20.027,27.5822,17.9703,17.1159,30.2659,17.5781,19.5503,34.1586,13.2864,12.8441,39.3172,8.9844,12.3581,37.4904,11.5699,11.951,33.9733,15.5284,13.8019,27.9909,18.4905,10.8781,27.0807,18.431,19.688631,26.315578,19.402716,17.453978,25.820384,19.418752
20.0148,27.4746,17.928,17.2249,30.3194,17.5176,19.546,34.0587,13.0791,12.9143,39.1483,8.5993,12.3868,37.3816,11.2242,11.9348,33.9903,15.3059,13.8424,27.9628,18.4702,10.919,26.9786,18.3807,19.729204,26.33308,19.394607,17.500289,25.837294,19.409541
20.1075,27.6018,17.9684,17.2261,30.2223,17.4208,19.557,33.9812,12.8649,12.9852,38.9375,8.1854,12.4246,37.2411,10.8594,11.9279,34.0071,15.0713,13.8789,27.9297,18.4432,10.9779,26.8863,18.3314,19.757862,26.308661,19.377261,17.544926,25.818212,19.392283
20.1208,27.567,17.9446,17.2981,30.1863,17.3209,19.5665,33.8602,12.6733,13.0699,38.6774,7.7489,12.4677,37.0553,10.4686,11.9331,33.9881,14.8366,13.9146,27.8993,18.4264,11.0265,26.8178,18.287,19.80236,26.304397,19.358129,17.59353,25.811574,19.380806
20.2561,27.8003,18.0054,17.345,30.2023,17.2457,19.5923,33.7281,12.4735,13.1635,38.385,7.3003,12.5309,36.8391,10.0633,11.9459,33.9506,14.5813,13.9388,27.8599,18.3983,11.0805,26.8117,18.2452,19.839051,26.328234,19.353381,17.63339,25.818022,19.363578
20.1948,27.5441,17.8876,17.3956,30.2236,17.174,19.6338,33.5977,12.2789,13.2717,38.0562,6.838,12.5965,36.6099,9.6666,11.9676,33.8859,14.3202,13.9806,27.8293,18.3768,11.1146,26.7328,18.1984,19.883513,26.33895,19.337545,17.674554,25.812293,19.354504
20.2399,27.5836,17.9194,17.4383,30.1459,17.0488,19.6753,33.4557,12.0914,13.3949,37.7136,6.3792,12.6914,36.3642,9.2712,11.9987,33.8147,14.0494,14.0179,27.8125,18.36,11.1688,26.669,18.148,19.919522,26.329149,19.322311,17.720243,25.823536,19.337036
20.2589,27.5254,17.8581,17.4836,30.1435,16.9487,19.7151,33.337,11.9116,13.5356,37.3329,5.9276,12.7953,36.0944,8.8733,12.0321,33.7297,13.775,14.0509,27.7729,18.333,11.2221,26.5741,18.1045,19.951124,26.338514,19.310784,17.762102,25.82185,19.325962
20.3203,27.5387,17.8572,17.5106,30.0509,16.8326,19.7468,32.8444,11.7555,13.6881,36.9371,5.4962,12.9217,35.788,8.4811,12.097,33.6524,13.5013,14.0865,27.7549,18.3158,11.2644,26.5545,18.0695,19.994458,26.364796,19.299912,17.80352,25.828826,19.312396
20.3322,27.5519,17.8419,17.6165,29.9171,16.6009,20.0015,32.383,11.6006,13.8608,36.5351,5.1004,13.059,35.4665,8.0935,12.173,33.521,13.2176,14.0544,27.6141,18.2608,11.3038,26.5194,18.0267,20.031833,26.38798,19.290455,17.837688,25.82803,19.294468
20.3796,27.5728,17.8539,17.6466,30.029,16.5427,20.0722,32.7151,11.4148,14.0444,36.134,4.7345,13.2117,35.1275,7.7271,12.2565,33.3333,12.9248,14.093,27.6141,18.241,11.3513,26.4685,17.9686,20.065457,26.396227,19.27324,17.876883,25.828251,19.284152
20.3645,27.6586,17.8939,17.6081,29.8177,16.3883,20.0769,32.8147,11.2919,14.2389,35.7293,4.396,13.3744,34.8012,7.3853,12.3249,33.1455,12.6348,14.1239,27.3568,18.2321,11.4072,26.4174,17.9253,20.101813,26.414925,19.261272,17.922011,25.853555,19.270063
20.4144,27.622,17.8888,17.7419,29.9247,16.3362,20.2201,32.471,11.1889,14.4533,35.3301,4.0816,13.5674,34.4761,7.0619,12.4315,32.9504,12.3333,14.1711,27.3595,18.2027,11.4421,26.4095,17.8856,20.136042,26.422555,19.245631,17.960684,25.871321,19.260903
20.4994,27.7066,17.8879,17.8106,29.9606,16.3009,20.4438,32.2512,10.9139,14.695,34.9337,3.783,13.7593,34.1435,6.7531,12.5353,32.7451,12.0306,14.2229,27.3678,18.1647,11.484,26.3875,17.8377,20.173833,26.44119,19.232043,18.003168,25.874644,19.250428
20.4833,27.5826,17.774,17.8826,29.8066,16.1549,20.5092,32.3517,10.8681,14.9554,34.5574,3.4944,13.9722,33.7957,6.4606,12.6733,32.541,11.7402,14.2834,27.4092,18.1323,11.5225,26.3654,17.7857,20.208238,26.487578,19.219233,18.038829,25.874533,19.235432
20.5552,27.6998,17.8259,17.9531,29.7466,16.0141,20.735,32.1329,10.6511,15.2422,34.1789,3.2157,14.1998,33.471,6.1821,12.8092,32.2809,11.4625,14.3227,27.3895,18.1111,11.5721,26.3371,17.7293,20.227717,26.495905,19.208211,18.078547,25.90192,19.221906
20.5977,27.7413,17.8324,17.99,29.815,15.9727,20.8473,31.8287,10.5589,15.5504,33.808,2.9421,14.4369,33.1394,5.9113,12.9528,32.1477,11.1853,14.2496,27.1669,18.112,11.6196,26.3208,17.6817,20.268548,26.535922,19.195541,18.114597,25.916534,19.21419
20.6386,27.7213,17.7902,18.0835,29.6594,15.8245,20.9623,31.5139,10.4558,15.8778,33.451,2.6788,14.6903,32.8196,5.6498,13.1005,31.9178,10.9251,14.3742,27.37,18.0904,11.6674,26.3032,17.6412,20.296167,26.541857,19.177705,18.140334,25.919558,19.198157
20.6191,27.6689,17.7335,18.1095,29.7155,15.7895,21.1805,31.6825,10.4208,16.2246,33.0861,2.431,14.9657,32.5023,5.3896,13.2663,31.7307,10.6759,14.4269,27.4194,18.0791,11.7187,26.2829,17.6075,20.329053,26.580043,19.165922,18.179592,25.958191,19.189199
20.6628,27.7322,17.7704,18.2088,29.6598,15.7105,21.2812,31.6422,10.7012,16.5855,32.7233,2.203,15.2489,32.1823,5.1385,13.4386,31.5371,10.4136,14.3484,27.204,18.0857,11.768,26.2786,17.5716,20.356028,26.613189,19.153973,18.210262,25.993672,19.179199
20.6989,27.6913,17.7169,18.2613,29.6227,15.6129,21.6067,30.7005,10.2056,16.9613,32.3312,1.9824,15.5436,31.8701,4.9066,13.6263,31.3221,10.1631,14.3755,27.2298,18.0826,11.8176,26.2606,17.5429,20.393223,26.658979,19.138165,18.234279,26.022162,19.17214
20.7788,28.0842,17.7863,18.3395,29.5221,15.5099,21.8255,30.7804,10.1753,17.3475,31.9332,1.7769,15.8475,31.5314,4.679,13.8078,31.1057,9.9133,14.518,27.4861,18.0676,11.8706,26.2498,17.5179,20.410517,26.661518,19.122198,18.273436,26.061157,19.15672
20.7809,27.8138,17.6945,18.3834,29.4822,15.4393,21.9597,30.5268,10.1199,17.7334,31.5328,1.594,16.1616,31.1971,4.4728,13.9735,30.9193,9.6766,14.5452,27.5353,18.0713,11.9287,26.2533,17.4969,20.447492,26.725234,19.117934,18.297946,26.092937,19.150114
20.8533,27.8244,17.7317,18.4557,29.4528,15.372,21.8934,30.3682,10.1013,18.114,31.1212,1.4328,16.4814,30.8555,4.287,14.1408,30.6679,9.4578,14.57,27.5766,18.0731,11.9868,26.2416,17.4827,20.474257,26.727398,19.094459,18.329263,26.126547,19.136608
20.8242,27.79,17.6878,18.5471,29.422,15.3102,22.1781,30.0035,10.025,18.5091,30.6675,1.2968,16.7972,30.5088,4.1195,14.3732,30.507,9.2246,14.6035,27.6298,18.0653,12.0485,26.2294,17.463,20.507001,26.783003,19.088062,18.354972,26.172194,19.13589
20.8832,27.8927,17.733,18.6275,29.3805,15.2615,22.5165,29.6309,10.064,18.8991,30.2081,1.191,17.1262,30.1621,3.9729,14.5527,30.2402,9.0252,14.6394,27.693,18.0566,12.1105,26.2198,17.4483,20.546348,26.832138,19.088371,18.378935,26.217734,19.121492
20.9004,27.8642,17.6844,18.7122,29.3032,15.2079,22.5925,29.69,10.0921,19.2759,29.768,1.1105,17.4493,29.8102,3.8518,14.76,29.9863,8.8368,14.6718,27.8436,18.0408,12.1853,26.2102,17.4355,20.579183,26.865328,19.073777,18.408855,26.275629,19.114803
20.9469,27.9242,17.6929,18.738,29.2178,15.1112,22.7992,29.3544,10.1006,19.6458,29.3219,1.0539,17.7725,29.4487,3.7521,14.9531,29.7054,8.6678,14.7055,27.8964,18.0295,12.2609,26.1894,17.4178,20.614997,26.900051,19.05558,18.448613,26.320272,19.105077
21.0168,27.9811,17.7097,18.7947,29.1799,15.0735,22.8832,29.2894,10.2446,20.0283,28.856,1.0283,18.095,29.0751,3.678,15.1607,29.487,8.5377,14.7406,27.9437,18.0183,12.332,26.1709,17.392,20.64032,26.941597,19.051964,18.464574,26.353032,19.096743
21.0568,28.081,17.7405,18.871,29.2291,15.0503,23.2159,29.096,10.2023,20.4168,28.363,1.0404,18.4125,28.7046,3.6284,15.3615,29.21,8.4211,14.78,27.9762,18.0064,12.4127,26.1718,17.3774,20.676008,26.98603,19.036966,18.500727,26.420676,19.084778
21.0677,28.03,17.6851,19.0105,29.5123,14.9886,23.3185,28.6815,10.2974,20.7949,27.8529,1.0796,18.7223,28.3148,3.6095,15.5685,28.9488,8.3327,14.8256,27.9305,17.9961,12.4906,26.1496,17.3593,20.70982,27.02475,19.026426,18.53147,26.462254,19.076773
21.1332,28.1493,17.7281,18.9697,29.0353,14.9611,23.473,29.2336,10.2824,21.1554,27.3828,1.1531,19.0313,27.915,3.6275,15.7757,28.6685,8.261,14.8686,28.0469,17.9714,12.5641,26.1382,17.3395,20.742542,27.068367,19.01317,18.563018,26.505246,19.070776
21.132,28.138,17.7039,19.1031,29.3193,14.9482,23.6081,28.6704,10.5171,21.4757,26.9536,1.2488,19.3279,27.5101,3.6733,15.9832,28.3891,8.2155,14.9084,28.0687,17.9505,12.648,26.1353,17.3279,20.782592,27.114039,19.004881,18.595741,26.562872,19.063051
21.1819,28.0657,17.6207,19.134,29.1221,14.9106,23.8116,28.4371,10.5866,21.7926,26.5239,1.3765,19.6199,27.0992,3.7462,16.188,28.1012,8.1922,14.9508,28.026,17.9425,12.726,26.1311,17.3126,20.813884,27.156421,18.990897,18.626514,26.608153,19.049006
21.2235,28.0581,17.6163,19.1643,28.9295,14.9198,23.9537,28.7646,10.67,22.1371,26.0323,1.5428,19.9074,26.7091,3.8528,16.4264,27.8659,8.1995,14.991,28.0509,17.9294,12.7986,26.1143,17.3,20.84761,27.188625,18.982603,18.668883,26.675577,19.046022
21.2989,28.2277,17.654,19.278,29.1948,14.8933,24.0963,28.8422,10.7714,22.4835,25.5571,1.7424,20.1958,26.3083,3.9809,16.6052,27.5465,8.2194,15.0337,28.1378,17.9092,12.8763,26.1017,17.2913,20.887021,27.241466,18.969667,18.700915,26.720802,19.038364
