Le02R_X,Le02R_Y,Le02R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
4.1482,30.659,18.135,1.3312,30.853,21.042,-0.91235,30.459,21.645,NaN,NaN,NaN,NaN,NaN,NaN,-1.1519,31.121,19.311,0.0901,31.272,19.282,1.2703,31.566,16.976,-0.17348,31.676,16.517,NaN,NaN,NaN,0.74017,31.429,12.865,NaN,NaN,NaN,4.2705,29.397,21.613,1.5379,30.74,19.856,4.0215,30.862,14.034,2.1656,30.391,10.809,NaN,NaN, NaN ,-1.6713,30.589,6.5323,1.4713,31.062,11.713,-0.1792,30.991,10.227,-2.3243,30.677,9.4482,0.37454,31.413,14.372,-1.6033,31.508,14.379,-3.5957,31.275,14.655,-0.29065,28.27,23.873,-4.141,28.021,23.466,4.3313,28.529,23.047,2.1888,27.943,23.605,5.3232,29.184,13.181,2.8635,30.022,21.025,2.8663,31.055,17.359,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
4.2521,30.521,18.088,1.3829,30.803,20.955,-0.86571,30.398,21.544,NaN,NaN,NaN,NaN,NaN,NaN,-1.0703,30.96,19.162,0.17183,31.122,19.15,1.3872,31.375,16.855,-0.049905,31.458,16.358,NaN,NaN,NaN,0.9438,31.146,12.726,NaN,NaN,NaN,4.309,29.364,21.582,1.6102,30.639,19.763,4.1978,30.604,13.986,2.4189,30.069,10.728,NaN,NaN, NaN ,-1.2953,30.174,6.3404,1.714,30.723,11.596,0.084656,30.651,10.071,-2.0819,30.435,9.2973,0.5455,31.171,14.225,-1.4348,31.256,14.188,-3.4382,31.025,14.424,-0.26143,28.272,23.849,-4.0817,27.978,23.409,4.3647,28.508,23.015,2.2194,27.938,23.579,5.5198,28.917,13.207,2.9223,29.966,20.969,2.9805,30.896,17.283,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
4.3532,30.394,18.047,1.4381,30.751,20.864,-0.81512,30.342,21.442,NaN,NaN,NaN,NaN,NaN,NaN,-0.98557,30.788,19.019,0.25521,30.972,19.024,1.5097,31.188,16.74,0.078305,31.239,16.211,NaN,NaN,NaN,1.151,30.858,12.594,NaN,NaN,NaN,4.361,29.317,21.556,1.6841,30.54,19.673,4.378,30.345,13.957,2.6812,29.73,10.663,NaN,NaN, NaN ,-0.91399,29.736,6.1684,1.9429,30.448,11.486,0.35567,30.304,9.9291,-1.7952,30.088,9.0918,0.72179,30.927,14.09,-1.2595,31.005,14.005,-3.2755,30.793,14.211,-0.22985,28.272,23.826,-4.0194,27.939,23.353,4.4027,28.491,22.983,2.2519,27.929,23.552,5.7337,28.653,13.242,2.9822,29.912,20.912,3.096,30.733,17.21,NaN,NaN, NaN ,-2.912716,30.160692,18.346632,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.83573,29.99,7.7296
4.4569,30.27,18.011,1.4955,30.685,20.77,-0.76358,30.279,21.341,NaN,NaN,NaN,NaN,NaN,NaN,-0.89656,30.614,18.883,0.34375,30.817,18.904,1.6358,31.005,16.634,0.21296,31.01,16.075,-1.2592,30.924,15.916,1.367,30.581,12.48,NaN,NaN,NaN,4.3966,29.301,21.521,1.7614,30.439,19.586,4.5605,30.11,13.933,2.9424,29.401,10.606,NaN,NaN, NaN ,-0.53445,29.319,6.0165,2.1976,30.087,11.396,0.63618,29.956,9.8052,-1.4971,29.73,8.9085,0.89841,30.676,13.966,-1.0746,30.756,13.834,-3.1018,30.544,14.003,-0.19685,28.278,23.8,-3.9572,27.902,23.299,4.4399,28.475,22.949,2.2816,27.926,23.525,5.9311,28.409,13.289,3.0432,29.854,20.858,3.2143,30.574,17.145,-3.429549,28.954709,21.011617,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.672184,30.493476,11.301744,-0.49365,29.597,7.5785
4.5628,30.143,17.98,1.5522,30.623,20.682,-0.71159,30.22,21.241,NaN,NaN,NaN,NaN,NaN,NaN,-0.80248,30.445,18.755,0.43352,30.668,18.791,1.7631,30.823,16.537,0.35248,30.782,15.947,-1.1155,30.651,15.763,1.587,30.295,12.377,NaN,NaN,NaN,4.4466,29.259,21.491,1.8392,30.339,19.503,4.7467,29.868,13.915,3.2089,29.07,10.564,NaN,NaN, NaN ,-0.15445,28.882,5.8927,2.4392,29.789,11.318,0.92343,29.604,9.6973,-1.1931,29.365,8.7462,1.0857,30.435,13.852,-0.88789,30.506,13.675,-2.8993,30.258,13.796,-0.16618,28.289,23.777,-3.8961,27.874,23.246,4.4746,28.45,22.916,2.314,27.921,23.495,6.1401,28.138,13.348,3.1052,29.803,20.807,3.3356,30.415,17.086,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.15106,29.194,7.4499
4.6697,30.021,17.954,1.6106,30.543,20.592,-0.65549,30.151,21.14,NaN,NaN,NaN,NaN,NaN,NaN,-0.70528,30.263,18.633,0.52552,30.526,18.684,1.8953,30.633,16.444,0.49779,30.537,15.828,-0.96394,30.379,15.623,1.8122,30.007,12.289,NaN,NaN,NaN,4.4942,29.233,21.462,1.9178,30.242,19.422,4.9376,29.641,13.91,3.4849,28.718,10.546,NaN,NaN, NaN ,0.22914,28.447,5.7962,2.6765,29.52,11.254,1.2064,29.261,9.6071,-0.87791,28.984,8.6067,1.2746,30.187,13.749,-0.6994,30.244,13.531,-2.6975,29.964,13.6,-0.13297,28.298,23.752,-3.8338,27.848,23.191,4.5088,28.437,22.882,2.3442,27.921,23.468,6.3549,27.884,13.414,3.1679,29.753,20.757,3.4568,30.26,17.033,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.1308,29.793,11.006,0.19305,28.795,7.3446
4.777,29.901,17.935,1.671,30.46,20.506,-0.59572,30.079,21.036,NaN,NaN,NaN,-1.6194,29.783,18.273,-0.60354,30.091,18.521,0.622,30.386,18.583,2.0314,30.441,16.362,0.6484,30.299,15.725,-0.80778,30.105,15.495,2.0441,29.726,12.216,NaN,NaN,NaN,4.5384,29.205,21.431,1.9955,30.141,19.346,5.1302,29.411,13.916,3.7525,28.422,10.538,NaN,NaN, NaN ,0.6117,28.015,5.7247,2.931,29.22,11.212,1.4982,28.914,9.5353,-0.55721,28.603,8.4964,1.4694,29.941,13.661,-0.49795,29.972,13.4,-2.5109,29.676,13.435,-0.097885,28.311,23.728,-3.7696,27.822,23.136,4.5473,28.421,22.848,2.3748,27.924,23.439,6.5689,27.649,13.493,3.2309,29.7,20.708,3.5796,30.108,16.99,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.301913,29.869131,15.356155,-0.87401,29.475,10.876,0.53656,28.396,7.2657
4.884,29.788,17.919,1.7343,30.379,20.425,-0.53553,30.009,20.942,NaN,NaN,NaN,-1.5006,29.58,18.168,-0.49478,29.911,18.417,0.72242,30.244,18.489,2.1686,30.254,16.292,0.80417,30.066,15.634,-0.64643,29.84,15.382,2.2812,29.455,12.159,NaN,NaN,NaN,4.5862,29.177,21.401,2.075,30.032,19.274,5.326,29.187,13.933,4.0277,28.096,10.553,NaN,NaN, NaN ,0.99,27.584,5.6808,3.1708,28.973,11.181,1.7893,28.578,9.4862,-0.24845,28.233,8.415,1.6717,29.687,13.585,-0.29677,29.697,13.29,-2.3193,29.382,13.296,-0.065,28.321,23.696,-3.7071,27.8,23.082,4.5834,28.402,22.813,2.4077,27.929,23.411,6.7867,27.442,13.586,3.2937,29.647,20.662,3.7044,29.963,16.952,NaN,NaN, NaN ,-2.426494,29.382957,17.758345,NaN,NaN, NaN ,-0.61327,29.159,10.767,0.88064,27.994,7.2111
4.9924,29.683,17.91,1.7991,30.29,20.348,-0.46992,29.931,20.856,-1.8126,29.195,20.993,-1.3792,29.392,18.073,-0.37757,29.737,18.328,0.82596,30.108,18.405,2.3071,30.073,16.233,0.96056,29.84,15.555,-0.48079,29.583,15.286,2.5126,29.193,12.116,NaN,NaN,NaN,4.6261,29.154,21.369,2.1574,29.93,19.207,5.5218,28.971,13.963,4.304,27.782,10.582,NaN,NaN, NaN ,1.368,27.148,5.6632,3.4442,28.616,11.176,2.0825,28.225,9.4536,0.063348,27.85,8.3585,1.8718,29.438,13.528,-0.094595,29.408,13.2,-2.1581,29.15,13.193,-0.029892,28.348,23.667,-3.6442,27.779,23.026,4.62,28.392,22.779,2.4411,27.934,23.38,7.0157,27.238,13.686,3.3579,29.6,20.616,3.8309,29.818,16.921,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.35153,28.834,10.68,1.2295,27.577,7.1807
5.0998,29.581,17.904,1.8624,30.217,20.28,-0.39787,29.853,20.777,-1.7258,29.097,20.919,-1.2454,29.189,17.992,-0.25759,29.556,18.253,0.93111,29.97,18.332,2.4524,29.895,16.184,1.119,29.614,15.491,-0.31481,29.328,15.207,2.7447,28.931,12.09,NaN,NaN,NaN,4.678,29.123,21.339,2.2355,29.852,19.145,5.7225,28.774,14.005,4.5793,27.482,10.627,3.9217,26.401,8.0777,1.7386,26.716,5.6713,3.6983,28.346,11.181,2.3754,27.888,9.4468,0.36983,27.476,8.3208,2.0744,29.181,13.486,0.11237,29.114,13.125,-1.9404,28.82,13.088,0.010287,28.345,23.633,-3.5795,27.756,22.971,4.659,28.381,22.745,2.4753,27.937,23.347,7.2384,27.045,13.797,3.421,29.555,20.575,3.957,29.684,16.898,-2.8978,28.468,20.475,-2.1305,28.914,17.536,-1.7506,29.018,15.01,-0.089639,28.508,10.61,1.5767,27.163,7.1764
5.2066,29.487,17.904,1.9288,30.14,20.216,-0.31811,29.764,20.704,-1.6386,29.011,20.855,-1.1091,28.991,17.929,-0.13609,29.396,18.192,1.0417,29.834,18.268,2.5997,29.718,16.149,1.2836,29.397,15.443,-0.14134,29.081,15.146,2.9745,28.665,12.082,NaN,NaN,NaN,4.7297,29.086,21.298,2.3171,29.741,19.088,5.9227,28.585,14.054,4.8488,27.213,10.689,4.2522,26.031,8.1579,2.1234,26.252,5.7088,3.9486,28.087,11.209,2.6709,27.552,9.4528,0.68263,27.106,8.3055,2.2795,28.94,13.467,0.32243,28.817,13.07,-1.7487,28.554,13.014,0.051771,28.377,23.609,-3.5127,27.731,22.918,4.6956,28.368,22.709,2.5097,27.945,23.315,7.4739,26.889,13.918,3.4861,29.506,20.535,4.0847,29.55,16.881,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.1709,28.162,10.56,1.9217,26.753,7.1921
5.3131,29.402,17.909,1.9935,30.076,20.162,-0.23672,29.679,20.644,-1.5492,28.927,20.796,-0.96992,28.804,17.876,-0.01521,29.247,18.136,1.1544,29.697,18.22,2.7472,29.542,16.124,1.4505,29.184,15.41,0.034064,28.839,15.101,3.2032,28.393,12.094,NaN,NaN,NaN,4.7663,29.08,21.267,2.3978,29.652,19.037,6.1198,28.407,14.112,5.1288,26.914,10.772,4.5763,26.002,8.2219,2.4857,25.828,5.7658,4.2089,27.828,11.261,2.9577,27.216,9.4833,0.98832,26.748,8.3076,2.4838,28.689,13.459,0.53148,28.539,13.036,-1.5279,28.25,12.957,0.089488,28.38,23.574,-3.4452,27.705,22.864,4.7384,28.357,22.674,2.5464,27.95,23.282,7.7039,26.722,14.037,3.5496,29.46,20.495,4.2115,29.422,16.87,-2.769116,28.20219,20.361889,-1.877483,28.527633,17.41242,NaN,NaN, NaN ,0.43401,27.816,10.536,2.2669,26.357,7.2281
5.4178,29.326,17.916,2.057,30.013,20.111,-0.15502,29.599,20.588,-1.4613,28.852,20.741,-0.83117,28.625,17.835,0.10308,29.105,18.092,1.27,29.559,18.179,2.8953,29.387,16.11,1.6177,28.981,15.39,0.21192,28.606,15.071,3.4378,28.115,12.126,NaN,NaN,NaN,4.8082,29.076,21.242,2.4731,29.548,18.989,6.3164,28.251,14.186,5.4039,26.64,10.865,4.912,25.678,8.3313,2.8609,25.291,5.8651,4.4637,27.587,11.324,3.2499,26.89,9.5312,1.3104,26.389,8.3349,2.6781,28.442,13.461,0.74183,28.259,13.019,-1.3212,27.941,12.924,0.13105,28.378,23.538,-3.3771,27.676,22.813,4.7772,28.347,22.638,2.5835,27.956,23.247,7.9356,26.584,14.171,3.6144,29.417,20.459,4.3365,29.302,16.867,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.69723,27.459,10.536,2.6092,25.966,7.2895
5.5198,29.253,17.928,2.1213,29.953,20.063,-0.072495,29.527,20.539,-1.3805,28.795,20.691,-0.69762,28.48,17.801,0.22293,28.971,18.058,1.3936,29.439,18.152,3.0446,29.231,16.106,1.7841,28.782,15.387,0.38797,28.383,15.055,3.6676,27.85,12.17,NaN,NaN,NaN,4.864,29.046,21.208,2.5531,29.474,18.944,6.5143,28.097,14.269,5.677,26.382,10.97,5.247,25.341,8.4698,3.2388,24.733,5.9894,4.7169,27.325,11.398,3.5413,26.561,9.6008,1.6276,26.035,8.3831,2.8756,28.214,13.479,0.95619,27.982,13.019,-1.1045,27.651,12.911,0.17665,28.415,23.508,-3.3076,27.64,22.762,4.815,28.336,22.6,2.6222,27.964,23.212,8.162,26.461,14.313,3.6779,29.379,20.427,4.4599,29.189,16.872,-2.501462,28.004326,20.281857,-1.563051,28.150217,17.345513,NaN,NaN, NaN ,0.95795,27.101,10.557,2.9536,25.583,7.3703
5.62,29.184,17.943,2.1851,29.894,20.02,0.011641,29.462,20.496,-1.2973,28.739,20.643,-0.57013,28.352,17.774,0.34224,28.845,18.031,1.5094,29.307,18.13,3.1901,29.081,16.113,1.9547,28.575,15.39,0.56378,28.168,15.052,3.8999,27.603,12.23,5.3527,26.927,11.116,4.9089,29.04,21.177,2.6272,29.363,18.907,6.7052,27.968,14.36,5.9467,26.151,11.091,5.5777,25.04,8.619,3.6039,24.316,6.1175,4.963,27.036,11.481,3.8374,26.233,9.6911,1.9458,25.661,8.4532,3.0719,27.999,13.504,1.1679,27.716,13.032,-0.87112,27.358,12.917,0.22007,28.422,23.469,-3.2434,27.615,22.721,4.8567,28.325,22.563,2.6614,27.97,23.177,8.3876,26.357,14.463,3.7398,29.341,20.394,4.5801,29.088,16.883,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.891487,27.73508,14.833267,1.2218,26.746,10.6,3.2999,25.209,7.472
5.7161,29.123,17.962,2.2532,29.847,19.979,0.095293,29.403,20.459,-1.2218,28.676,20.603,-0.44538,28.233,17.747,0.46466,28.721,18.017,1.6221,29.18,18.118,3.336,28.931,16.127,2.1208,28.39,15.406,0.7464,27.961,15.056,4.1294,27.379,12.302,5.712,27.415,11.156,4.967,29.003,21.14,2.7027,29.313,18.873,6.8939,27.84,14.458,6.2179,25.931,11.225,5.9129,24.737,8.7878,3.9692,23.935,6.2671,5.203,26.771,11.575,4.1328,25.907,9.8017,2.2644,25.265,8.5493,3.2715,27.783,13.547,1.3809,27.46,13.058,-0.6638,27.027,12.932,0.26807,28.424,23.432,-3.1688,27.564,22.666,4.8972,28.304,22.523,2.7013,27.977,23.14,8.6032,26.247,14.628,3.8021,29.308,20.364,4.6976,28.993,16.9,-2.289527,27.667662,20.199307,-1.245158,27.77141,17.298423,NaN,NaN, NaN ,1.4881,26.409,10.664,3.6439,24.84,7.5937
5.8089,29.067,17.985,2.3173,29.785,19.941,0.17388,29.341,20.422,-1.1415,28.627,20.561,-0.32593,28.113,17.725,0.58257,28.6,18.006,1.7299,29.085,18.107,3.4756,28.8,16.146,2.2853,28.216,15.431,0.92235,27.76,15.072,4.3586,27.156,12.384,5.8783,26.654,11.334,5.0182,28.99,21.102,2.7757,29.235,18.844,7.0809,27.734,14.564,6.482,25.725,11.372,6.2398,24.459,8.9726,4.3236,23.669,6.425,5.4446,26.52,11.681,4.4149,25.627,9.9252,2.5756,24.887,8.6687,3.4759,27.567,13.601,1.5944,27.196,13.098,-0.45028,26.714,12.955,0.32009,28.425,23.395,-3.0973,27.527,22.624,4.9419,28.296,22.485,2.7429,27.979,23.103,8.8147,26.171,14.792,3.8635,29.273,20.336,4.8123,28.899,16.921,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.516346,27.265717,14.814338,1.752,26.074,10.745,3.9852,24.48,7.7392
5.8988,29.017,18.01,2.3788,29.727,19.909,0.25322,29.285,20.385,-1.0614,28.574,20.527,-0.2034,27.998,17.71,0.70137,28.485,17.997,1.8377,28.991,18.098,3.6122,28.671,16.177,2.4533,28.049,15.46,1.0944,27.568,15.095,4.5814,26.938,12.477,NaN,NaN,NaN,5.0602,28.993,21.076,2.8463,29.167,18.82,7.2611,27.636,14.675,6.7449,25.545,11.528,6.5721,24.195,9.1736,4.711,23.128,6.6412,5.6845,26.316,11.808,4.7148,25.322,10.073,2.8883,24.518,8.8132,3.6761,27.367,13.671,1.808,26.941,13.152,-0.23108,26.393,12.998,0.37231,28.432,23.357,-3.0324,27.503,22.589,4.9819,28.294,22.448,2.7863,27.986,23.066,9.0193,26.109,14.964,3.925,29.243,20.309,4.923,28.818,16.949,NaN,NaN, NaN ,-0.994029,27.395126,17.291858,NaN,NaN, NaN ,2.0207,25.746,10.844,4.3243,24.13,7.9098
5.9858,28.973,18.04,2.4385,29.692,19.874,0.32831,29.231,20.351,-0.97894,28.511,20.497,-0.079288,27.882,17.704,0.81357,28.383,17.991,1.9426,28.918,18.093,3.7489,28.546,16.206,2.6125,27.893,15.497,1.2662,27.38,15.128,4.8007,26.734,12.582,NaN,NaN,NaN,5.1182,28.965,21.039,2.9135,29.1,18.802,7.439,27.55,14.793,7.0027,25.378,11.695,6.8927,23.952,9.3874,5.0856,23.342,6.7749,5.9231,26.118,11.949,4.9951,25.049,10.228,3.2028,24.166,8.9763,3.8707,27.166,13.75,2.0153,26.691,13.215,-0.01404,26.109,13.047,0.4209,28.435,23.312,-2.9599,27.465,22.551,5.028,28.279,22.408,2.8304,27.991,23.027,9.2216,26.061,15.141,3.9848,29.214,20.283,5.0302,28.743,16.982,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.161547,26.793457,14.892325,2.2894,25.445,10.957,4.659,23.788,8.0976
6.0685,28.931,18.069,2.4983,29.643,19.845,0.39813,29.18,20.32,-0.89464,28.442,20.471,0.044454,27.763,17.711,0.92121,28.289,17.984,2.0344,28.846,18.089,3.8756,28.439,16.243,2.7621,27.754,15.538,1.4374,27.206,15.167,5.0142,26.536,12.701,NaN,NaN,NaN,5.1724,28.94,21.003,2.9744,29.005,18.787,7.6076,27.48,14.916,7.2616,25.215,11.875,7.2235,23.711,9.6127,5.4601,23.011,6.9939,6.16,25.924,12.094,5.3033,24.778,10.399,3.5147,23.84,9.1536,4.0627,26.985,13.836,2.2276,26.47,13.293,0.20348,25.818,13.111,0.47777,28.452,23.275,-2.8889,27.425,22.513,5.0736,28.282,22.368,2.8776,27.994,22.988,9.4154,26.039,15.322,4.045,29.19,20.259,5.1337,28.676,17.018,NaN,NaN, NaN ,-0.699543,27.156757,17.325872,NaN,NaN, NaN ,2.5525,25.154,11.08,4.9913,23.467,8.3011
6.1473,28.895,18.101,2.5631,29.627,19.808,0.46582,29.137,20.287,-0.81427,28.387,20.449,0.17154,27.624,17.718,1.0251,28.195,17.985,2.1277,28.786,18.083,4.0022,28.35,16.286,2.9143,27.617,15.585,1.6046,27.038,15.218,5.2263,26.356,12.824,NaN,NaN,NaN,5.2231,28.939,20.971,3.0372,28.965,18.771,7.7724,27.42,15.043,7.5094,25.076,12.059,7.5411,23.506,9.8496,5.8419,22.69,7.2303,6.3922,25.762,12.249,5.5817,24.521,10.589,3.8278,23.525,9.3447,4.2557,26.815,13.929,2.4401,26.264,13.38,0.41712,25.559,13.184,0.53407,28.441,23.232,-2.8171,27.389,22.479,5.1185,28.255,22.325,2.9248,27.997,22.947,9.602,26.014,15.507,4.1052,29.167,20.235,5.2321,28.623,17.058,NaN,NaN, NaN ,NaN,NaN, NaN ,0.217922,26.284537,14.964799,2.8131,24.876,11.213,5.3245,23.154,8.5233
6.2228,28.866,18.134,2.6175,29.603,19.774,0.53245,29.106,20.255,-0.73129,28.307,20.424,0.28622,27.525,17.738,1.1296,28.12,17.988,2.2067,28.736,18.077,4.1191,28.257,16.323,3.0598,27.488,15.636,1.7678,26.881,15.273,5.4357,26.197,12.957,NaN,NaN,NaN,5.2974,28.891,20.92,3.1006,28.901,18.758,7.96,27.299,15.184,7.7526,24.961,12.253,7.8537,23.319,10.097,6.2227,22.363,7.4841,6.6191,25.613,12.413,5.8552,24.297,10.771,4.1472,23.218,9.5467,4.4663,26.622,14.023,2.8025,25.832,13.469,0.63253,25.316,13.268,0.59307,28.427,23.189,-2.745,27.354,22.448,5.1736,28.258,22.284,2.9746,28.003,22.906,9.7779,26.005,15.696,4.1656,29.145,20.212,5.3256,28.575,17.101,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,3.0756,24.612,11.357,5.6527,22.86,8.7557
6.2919,28.841,18.167,2.678,29.586,19.747,0.59545,29.072,20.221,-0.65342,28.254,20.406,0.41104,27.398,17.756,1.2304,28.049,17.995,2.2963,28.685,18.061,4.2394,28.197,16.364,3.2049,27.376,15.69,1.9317,26.721,15.336,5.648,26.06,13.095,NaN,NaN,NaN,5.3549,28.879,20.888,3.1782,28.474,18.771,8.1096,27.282,15.309,7.9897,24.858,12.452,8.1637,23.132,10.355,6.5901,22.079,7.7455,6.8422,25.485,12.585,6.0726,24.417,10.943,4.4523,22.949,9.7555,4.6548,26.483,14.13,2.8842,25.836,13.56,0.85741,25.078,13.359,0.65346,28.418,23.142,-2.672,27.317,22.418,5.2216,28.246,22.245,3.0259,28.002,22.864,9.945,26.021,15.89,4.2236,29.126,20.19,5.4151,28.537,17.15,NaN,NaN, NaN ,NaN,NaN, NaN ,0.587039,26.02114,15.071494,3.3304,24.342,11.516,5.9801,22.592,8.9978
6.3588,28.823,18.202,2.7418,29.574,19.719,0.6594,29.041,20.19,-0.56353,28.216,20.383,0.53693,27.269,17.781,1.3283,27.969,18,2.3622,28.659,18.056,4.3532,28.121,16.41,3.3486,27.239,15.743,2.0942,26.586,15.401,5.8506,25.926,13.235,NaN,NaN,NaN,5.4077,28.863,20.85,3.2061,28.42,18.762,8.2536,27.263,15.451,8.2138,24.754,12.656,8.4598,22.951,10.625,6.9459,21.828,8.018,7.0547,25.369,12.758,6.3365,24.233,11.149,4.7492,22.979,9.9437,4.8392,26.36,14.231,3.0712,25.693,13.664,1.0609,24.89,13.451,0.72005,28.408,23.104,-2.5999,27.28,22.389,5.2721,28.232,22.202,3.0778,28.005,22.822,10.102,26.046,16.085,4.2824,29.109,20.167,5.5005,28.51,17.199,-1.519355,27.257127,20.091912,NaN,NaN, NaN ,NaN,NaN, NaN ,3.5866,24.098,11.689,6.3012,22.341,9.2477
6.4201,28.812,18.238,2.7948,29.548,19.693,0.72144,29.013,20.157,-0.48088,28.165,20.362,0.65216,27.176,17.815,1.4309,27.892,18.01,2.448,28.618,18.047,4.4578,28.077,16.455,3.4937,27.171,15.798,2.2546,26.444,15.468,6.0387,25.779,13.384,NaN,NaN,NaN,5.47,28.863,20.816,3.1891,28.164,18.768,8.3849,27.28,15.584,8.4353,24.888,12.851,8.7503,22.842,10.894,7.292,21.572,8.3057,7.2894,25.187,12.946,6.6,24.085,11.361,5.0522,22.746,10.173,4.9972,26.265,14.341,3.2637,25.552,13.77,1.2721,24.681,13.551,0.78257,28.402,23.057,-2.5264,27.245,22.362,5.3216,28.223,22.162,3.1293,28.002,22.779,10.248,26.079,16.28,4.3412,29.097,20.144,5.5812,28.487,17.247,NaN,NaN, NaN ,-0.074422,26.506703,17.383898,0.898587,25.642503,15.201704,3.8444,23.882,11.87,6.6158,22.134,9.5
6.4796,28.802,18.273,2.845,29.545,19.666,0.78416,28.983,20.129,-0.38584,28.146,20.342,0.77353,27.057,17.847,1.5292,27.845,18.012,2.4993,28.586,18.039,4.5531,28.007,16.491,3.5964,27.175,15.849,2.4172,26.338,15.536,6.2325,25.691,13.531,NaN,NaN,NaN,5.5207,28.857,20.779,3.1384,28.273,18.752,8.5119,27.279,15.713,8.648,24.821,13.063,9.0297,22.702,11.178,7.6292,21.363,8.6138,7.4952,25.103,13.13,6.8531,23.942,11.577,5.3452,22.547,10.407,5.1792,26.147,14.451,3.4275,25.457,13.888,1.4782,24.512,13.658,0.83988,28.38,23.008,-2.4536,27.214,22.336,5.3722,28.212,22.116,3.183,28.002,22.735,10.388,26.128,16.477,4.399,29.083,20.119,5.6596,28.472,17.297,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.1246,23.559,12.071,6.9271,21.924,9.7618
6.5355,28.802,18.307,2.9006,29.546,19.644,0.87003,28.953,20.097,-0.36962,28.052,20.344,0.90778,26.871,17.884,1.5996,27.741,18.026,2.5732,28.534,18.033,4.6509,27.997,16.529,3.7219,27.131,15.903,2.5781,26.213,15.611,6.4232,25.62,13.681,NaN,NaN,NaN,5.5832,28.844,20.749,3.1899,28.272,18.748,8.6293,27.298,15.847,8.8577,24.753,13.273,9.3043,22.594,11.461,7.96,21.148,8.9234,7.7014,25.02,13.314,7.1005,23.807,11.802,5.6342,22.339,10.653,NaN,NaN, NaN ,3.6151,25.323,14.001,1.7055,24.232,13.785,0.90666,28.369,22.965,-2.3828,27.182,22.311,5.4239,28.209,22.073,3.2364,27.997,22.691,10.517,26.179,16.671,4.4559,29.074,20.095,5.7341,28.459,17.346,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,4.3183,23.802,12.218,7.2261,21.767,10.024
