Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z
20.519,24.2859,11.8995,21.5116,24.4503,11.6766,20.9667,24.3994,12.5758,18.4488,23.7965,12.548,16.772,22.3933,12.5143,NaN,NaN,NaN,17.8944,21.0485,10.1515,18.2674,21.9765,10.4857,18.8303,23.046,10.7631,21.0703,23.6715,9.4508,20.7283,22.5011,8.6322,20.0505,21.2762,8.1539,20.9161,23.2334,14.027,19.213,23.378,11.571,25.035,24.367,9.3517,28.0943,18.4099,2.8136,25.2731,19.0694,3.9626,22.647,22.062,7.5203,21.7561,21.5533,6.6982,20.3751,19.3471,6.3181,15.126,21.4934,14.3056,14.1487,19.099,13.8136,20.716,22.164,15.173,18.62,21.573,15.385,NaN,NaN,NaN,17.6771,20.5452,9.6806,19.371,20.0337,7.7959,23.2368,19.9318,5.179
20.5419,24.3289,11.9199,21.5253,24.5005,11.7074,20.9961,24.439,12.5874,18.49,23.8238,12.5555,16.8319,22.3874,12.532,NaN,NaN,NaN,18.0022,20.9824,10.22,18.3497,21.9609,10.5273,18.8813,23.0512,10.7946,21.1293,23.6839,9.5049,20.833,22.453,8.7254,20.1854,21.2955,8.2683,20.9711,23.2613,14.019,19.244,23.5545,11.5858,25.061,24.426,9.4847,28.3689,18.3654,3.1991,25.5247,19.0182,4.2798,22.67,21.812,7.668,21.8333,21.1136,6.888,20.5884,19.2834,6.4931,15.1868,21.4226,14.3139,14.2501,19.1707,13.815,20.801,22.27,15.169,18.668,21.528,15.39,NaN,NaN,NaN,17.7973,21.0168,9.6754,19.544,20.053,7.9255,23.4608,19.863,5.4258
20.5574,24.3806,11.9409,21.536,24.5582,11.7348,21.0225,24.4806,12.5976,18.5364,23.9363,12.5619,16.8904,22.4009,12.5495,NaN,NaN,NaN,18.0913,21.031,10.2847,18.4241,21.924,10.5741,18.9308,23.0697,10.8217,21.1869,23.7302,9.564,20.9261,22.4726,8.8079,20.3071,21.2788,8.3824,21.0259,23.284,14.0101,19.2689,23.4971,11.6279,25.11,24.568,9.5571,28.632,18.3528,3.5923,25.7646,19.0193,4.5876,22.8488,22.4308,7.7737,22.0249,21.1874,7.0073,20.7852,19.2355,6.6645,15.2598,21.412,14.3177,14.2903,19.0806,13.8615,20.84,22.213,15.158,18.731,21.568,15.379,15.8977,19.5913,12.0427,NaN,NaN,NaN,NaN,NaN,NaN,23.6643,19.822,5.6721
20.5735,24.4433,11.9676,21.5434,24.6347,11.7625,21.049,24.5351,12.6097,18.5724,23.9727,12.5768,16.9524,22.4199,12.5624,NaN,NaN,NaN,NaN,NaN,NaN,18.4855,21.9998,10.611,18.9817,23.119,10.8506,21.2253,23.7477,9.6299,21.0136,22.5137,8.9009,20.4257,21.2889,8.5035,21.0808,23.3243,14.0083,19.2925,23.4537,11.6634,25.112,24.735,9.6818,28.8683,18.3543,3.9808,25.98,18.971,4.9132,22.9861,22.5518,7.8553,22.1483,21.1581,7.143,20.9707,19.1926,6.8434,15.3216,21.7602,14.2921,14.5174,18.305,13.941,20.891,22.207,15.149,18.81,21.616,15.389,15.9943,19.6065,12.0978,NaN,NaN,NaN,NaN,NaN,NaN,23.8499,19.8033,5.9162
20.5839,24.5057,11.9856,21.5459,24.7045,11.79,21.0702,24.594,12.6216,18.6069,23.9948,12.5973,17.0004,22.4323,12.5832,NaN,NaN,NaN,NaN,NaN,NaN,18.5529,21.9641,10.6625,19.0227,23.1923,10.8863,21.2674,23.8495,9.6867,21.0873,22.5076,8.9945,20.539,21.2764,8.6159,21.1339,23.3318,13.9845,19.3664,24.2856,11.5963,25.1731,24.898,9.7743,29.0799,18.36,4.3588,26.1777,18.9681,5.2205,23.0724,22.5866,7.9764,22.2154,21.0671,7.3001,21.1424,19.1827,7.0128,15.3811,21.7549,14.2937,14.5189,18.5444,13.9265,20.941,22.213,15.147,18.867,21.559,15.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.0238,19.8009,6.1486
20.5984,24.6528,12.0017,21.5458,24.7905,11.8137,21.0892,24.649,12.6351,18.6375,24.0269,12.6168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.3074,23.9137,9.7466,21.1516,22.5943,9.0952,20.6287,21.3712,8.7275,21.1919,23.3654,13.9772,19.2957,23.642,11.6672,25.1974,25.1928,9.8441,29.2737,18.4164,4.732,26.3581,19.0137,5.5262,23.1427,22.627,8.0979,22.332,21.0398,7.454,21.3035,19.139,7.1905,15.4386,21.7528,14.3013,14.5671,18.8115,13.9162,21.015,22.287,15.131,18.94,21.589,15.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.1779,19.8315,6.3844
20.6028,24.7252,12.0327,21.546,24.8262,11.8486,21.11,24.7157,12.6507,18.663,24.0808,12.6412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.3232,23.972,9.8183,21.219,22.6318,9.1831,20.729,21.3813,8.8314,21.2487,23.3958,13.9691,19.3114,24.1092,11.5992,25.2292,25.378,9.9223,29.5243,18.7649,5.0694,26.5162,19.0033,5.8315,23.2019,22.7018,8.2168,22.4326,21.0161,7.6201,21.4486,19.1175,7.3584,15.4947,21.7625,14.3041,14.644,18.6506,13.9452,21.077,22.322,15.143,19.014,21.581,15.396,16.2673,19.4478,12.2371,18.5238,19.7291,10.3177,NaN,NaN,NaN,24.3203,19.7295,6.6421
20.6057,24.8001,12.0592,21.5501,25.0654,11.8701,21.1242,24.7681,12.6644,18.6928,24.1271,12.6672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.3528,24.0832,9.8815,21.2625,22.7364,9.2692,NaN,NaN,NaN,21.3063,23.4266,13.9645,19.4126,24.5163,11.6361,25.1705,25.5243,10.0021,29.6696,18.8216,5.4256,26.6518,19.0592,6.1226,23.242,22.779,8.3296,22.5176,21.0668,7.7626,21.5806,19.162,7.519,15.5501,21.7708,14.3065,14.9014,18.2629,13.9614,21.145,22.303,15.132,19.058,21.516,15.326,16.3499,19.5146,12.2848,18.6054,19.8386,10.4011,NaN,NaN,NaN,24.4417,19.886,6.8375
20.6065,24.8801,12.0929,21.5419,25.1702,11.9035,21.1393,24.8516,12.6875,18.7203,24.1819,12.6962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.356,24.0998,9.9566,21.3316,22.9062,9.2499,NaN,NaN,NaN,21.3643,23.4578,13.9584,19.3303,24.0832,11.6831,25.1524,25.6885,10.0749,29.7798,18.8808,5.7573,26.764,19.0735,6.4127,23.2776,22.8755,8.442,22.5846,21.1749,7.8924,21.685,19.2263,7.6853,15.6076,21.7818,14.3094,14.8698,18.6704,13.9532,21.217,22.309,15.133,19.118,21.595,15.341,16.5184,19.6965,12.2779,18.5937,19.7414,10.5173,NaN,NaN,NaN,24.5058,19.6151,7.1648
20.6035,24.9709,12.1319,21.5307,25.2554,11.9439,21.1551,24.8851,12.7092,18.7412,24.2239,12.7319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.3622,24.1932,10.0252,21.3365,22.8285,9.4562,NaN,NaN,NaN,21.4231,23.4873,13.9494,19.3269,24.1571,11.7171,25.1278,25.8686,10.1482,29.8689,18.9588,6.0821,26.8486,19.1684,6.6672,23.2882,22.9485,8.5514,22.6338,21.3242,8.0194,21.7699,19.3185,7.8482,15.6621,21.7904,14.3139,14.9308,19.0466,14.0179,21.27,22.363,15.133,19.247,21.617,15.342,16.4547,19.584,12.3697,18.6819,19.8181,10.5975,NaN,NaN,NaN,24.5636,19.6712,7.3408
20.6015,25.0533,12.1763,21.5165,25.3483,11.9855,21.167,24.8691,12.7359,18.7653,24.2764,12.7709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.3566,24.3083,10.0998,NaN,NaN,NaN,NaN,NaN,NaN,21.4823,23.5217,13.9479,19.3203,24.2268,11.7554,25.093,26.0183,10.2232,29.93,19.0704,6.3873,26.9017,19.223,6.9457,23.2969,23.0866,8.6554,22.6649,21.339,8.1611,21.8581,18.9719,8.0991,15.7151,21.7954,14.3182,14.9416,19.0414,13.971,21.346,22.343,15.144,19.28,21.522,15.341,16.5167,19.5537,12.3747,18.7854,19.8691,10.6678,NaN,NaN,NaN,24.6167,19.8047,7.5599
20.5976,25.134,12.2234,21.5011,25.4466,12.0318,21.1865,25.1131,12.7426,18.7864,24.3235,12.8107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.3387,24.4296,10.1712,NaN,NaN,NaN,NaN,NaN,NaN,21.5404,23.535,13.9376,19.3142,24.306,11.7946,25.0536,26.2059,10.2956,29.9586,19.193,6.672,NaN,NaN,NaN,23.281,23.2007,8.7587,22.6751,21.4572,8.2907,21.8984,19.2332,8.2285,15.7687,21.8044,14.3217,14.9635,19.1879,13.9521,21.446,22.389,15.117,19.392,21.573,15.327,16.5672,19.6089,12.4124,18.7983,19.9435,10.7656,NaN,NaN,NaN,24.6515,19.9278,7.7641
20.5935,25.1944,12.2732,21.4832,25.531,12.0811,21.202,25.1867,12.7664,18.8068,24.3733,12.8555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.3156,24.4985,10.2465,NaN,NaN,NaN,NaN,NaN,NaN,21.5941,23.5569,13.9292,19.3042,24.3808,11.8406,25.0122,26.3919,10.3656,29.9434,19.2902,6.9347,NaN,NaN,NaN,23.2524,23.3186,8.8559,22.6665,21.5647,8.4184,21.9335,19.4389,8.3604,15.8238,21.8022,14.3292,15.0186,19.2833,13.979,21.466,22.359,15.134,19.429,21.559,15.338,16.6151,19.6867,12.4487,18.8452,20.0383,10.8559,NaN,NaN,NaN,24.6576,20.0589,7.966
20.5901,25.2721,12.3233,21.4712,25.6199,12.1363,21.2183,25.2414,12.7983,18.8289,24.4274,12.9059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.2943,24.5,10.3332,NaN,NaN,NaN,NaN,NaN,NaN,21.6566,23.5836,13.9198,19.2982,24.4461,11.8887,24.9576,26.5543,10.4368,29.908,19.4321,7.1675,NaN,NaN,NaN,23.2088,23.4942,8.9521,22.6484,21.6458,8.5463,21.9352,19.5895,8.4954,15.87,21.8638,14.3306,15.1153,19.0937,13.9888,21.56,22.405,15.14,19.521,21.608,15.297,16.6608,19.7391,12.4802,18.9494,20.1874,10.93,NaN,NaN,NaN,24.6405,20.2335,8.2092
20.5908,25.3341,12.3755,21.4558,25.6945,12.1944,21.2361,25.3254,12.8345,18.8572,24.4749,12.9635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.2663,24.4551,10.4281,NaN,NaN,NaN,NaN,NaN,NaN,21.7142,23.6101,13.9115,19.2933,24.4988,11.9495,24.9007,26.7207,10.5107,29.8463,19.5766,7.3726,NaN,NaN,NaN,23.1516,23.6562,9.0485,22.6028,21.7675,8.6757,21.8928,19.6396,8.647,15.9279,21.8191,14.3371,15.1037,19.3234,14.0815,21.619,22.297,15.096,19.644,21.631,15.323,16.7042,19.7937,12.5068,19.013,20.3113,11.0148,NaN,NaN,NaN,24.6039,20.395,8.3988
20.5908,25.4192,12.4284,21.4422,25.7511,12.2571,21.2455,25.3772,12.8724,18.8832,24.5145,13.0174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.2453,24.3596,10.5126,NaN,NaN,NaN,NaN,NaN,NaN,21.7759,23.6264,13.9029,19.2914,24.5407,12.011,24.8396,26.9118,10.5849,29.7571,19.7254,7.5475,NaN,NaN,NaN,23.0774,23.8038,9.1402,22.5473,21.8484,8.7953,21.8569,19.8008,8.7754,NaN,NaN,NaN,15.0855,18.8226,14.0725,21.729,22.42,15.108,19.669,21.563,15.311,16.7413,19.847,12.5377,19.0314,20.4159,11.1105,NaN,NaN,NaN,24.5467,20.5671,8.5315
20.5865,25.4506,12.4858,21.4283,25.8154,12.3146,21.2507,25.4143,12.9157,18.9115,24.5294,13.0686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.8373,23.6448,13.8975,19.2873,24.5681,12.0725,24.7722,27.088,10.657,29.6461,19.8723,7.6954,NaN,NaN,NaN,22.9921,23.9829,9.2322,22.4693,21.9176,8.9154,21.8068,19.9599,8.8923,NaN,NaN,NaN,15.1075,18.8173,14.0674,21.779,22.412,15.114,19.781,21.622,15.317,16.7681,19.9216,12.5968,18.949,20.4485,11.2392,NaN,NaN,NaN,24.4585,20.7506,8.6768
20.59,25.5155,12.5487,21.4195,25.8854,12.3693,21.2658,25.454,12.9542,18.9391,24.5475,13.1133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.9008,23.6709,13.8849,19.282,24.6107,12.1464,24.7013,27.2834,10.7243,29.5084,20.0042,7.8211,NaN,NaN,NaN,22.888,24.116,9.3292,22.3853,22.0306,9.0253,21.7374,20.1299,9.0089,NaN,NaN,NaN,15.1111,18.8983,14.0615,21.894,22.422,15.106,19.843,21.579,15.315,16.7883,19.9969,12.6434,19.0593,20.6714,11.2775,NaN,NaN,NaN,24.3543,20.9304,8.8187
20.5882,25.5564,12.6153,21.4156,25.9752,12.4323,21.28,25.4847,12.9901,18.9702,24.5795,13.1612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.9677,23.7003,13.8845,19.2852,24.6746,12.2149,24.6229,27.4615,10.7921,29.3504,20.1935,7.9068,NaN,NaN,NaN,22.7893,24.1878,9.4114,22.2197,22.3399,9.2278,21.65,20.3044,9.1211,NaN,NaN,NaN,15.1194,18.9439,14.0556,21.933,22.389,15.104,19.951,21.567,15.29,16.8081,20.0434,12.6943,18.9548,20.7125,11.395,NaN,NaN,NaN,24.2409,21.1685,8.9992
20.6,25.6216,12.6744,21.4105,26.0303,12.4904,21.2854,25.3611,13.0399,19.0104,24.6307,13.2221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.0376,23.7195,13.8817,19.29,24.7223,12.2716,24.5434,27.6483,10.8593,29.1603,20.369,7.9618,NaN,NaN,NaN,22.6498,24.356,9.5356,22.1195,22.9247,9.1819,21.5471,20.5184,9.2378,NaN,NaN,NaN,15.111,18.9785,14.0581,22.04,22.45,15.105,19.998,21.514,15.298,16.8358,20.1354,12.7316,18.9505,20.8856,11.4567,NaN,NaN,NaN,24.1021,21.3628,9.1213
20.6075,25.6083,12.7423,21.4059,26.0846,12.5558,21.3086,25.4516,13.0713,19.0557,24.6245,13.2997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.0998,23.7358,13.8796,19.2978,24.8001,12.3363,24.4544,27.8273,10.9208,28.9535,20.5285,8.0006,NaN,NaN,NaN,22.4976,24.576,9.6677,22.0336,23.1276,9.245,21.4354,20.7409,9.3482,16.347,21.5248,14.3127,15.1058,19.0015,14.0418,22.106,22.341,15.085,20.095,21.53,15.289,16.8356,20.2023,12.7637,18.9897,21.0981,11.4935,NaN,NaN,NaN,23.9479,21.6095,9.238
20.6229,25.6262,12.8093,21.399,26.1597,12.6164,21.3373,25.4941,13.1059,19.103,24.6225,13.3631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.1696,23.7563,13.8762,19.3063,24.8689,12.3981,24.3679,28.0085,10.9825,28.7125,20.7257,8.0108,NaN,NaN,NaN,22.3536,24.7192,9.7626,21.8552,23.5002,9.3186,21.3573,21.0756,9.4158,16.3829,21.5671,14.3201,15.1012,19.0265,14.0336,22.186,22.403,15.097,20.167,21.544,15.294,16.8375,20.296,12.7895,18.8759,21.1496,11.5821,NaN,NaN,NaN,23.7946,21.8118,9.3011
20.6399,25.6861,12.8597,21.3982,26.2112,12.6774,21.3669,25.5289,13.141,19.1464,24.6317,13.4128,17.2741,23.2852,13.2688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.2447,23.769,13.8684,19.3167,24.9125,12.4768,24.2725,28.1842,11.0379,28.451,20.8563,8.0109,NaN,NaN,NaN,22.2076,24.8799,9.8629,21.7341,23.5621,9.4207,21.2301,21.3451,9.4742,16.4142,21.6244,14.3345,15.2756,18.5848,14.0489,22.253,22.378,15.109,20.247,21.493,15.252,16.8279,20.3674,12.8235,18.8151,21.2849,11.6361,NaN,NaN,NaN,23.6125,22.0159,9.3484
20.6444,25.7075,12.9063,21.4025,26.2985,12.743,21.3925,25.5712,13.1811,19.195,24.614,13.469,17.3171,23.35,13.2953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.3121,23.7726,13.8689,19.3277,24.946,12.5505,24.1732,28.3592,11.0883,28.1762,21.0511,7.9902,NaN,NaN,NaN,22.0485,25.0578,9.9573,21.5893,23.6766,9.511,21.1138,21.6726,9.5346,16.4123,21.8024,14.3205,15.2356,18.8058,14.021,22.343,22.39,15.107,20.356,21.403,15.28,16.796,20.4665,12.819,18.7997,21.4719,11.6626,20.1803,21.8183,10.6047,23.427,22.2227,9.4032
20.6395,25.5548,12.9719,21.394,26.156,12.8225,21.4372,25.6178,13.2517,19.2402,24.4705,13.5331,17.3587,23.4327,13.3336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.37,23.7602,13.8625,19.3449,24.9954,12.6287,24.0743,28.5298,11.1358,27.888,21.2306,7.9596,NaN,NaN,NaN,21.8925,25.2367,10.0458,21.3793,23.8738,9.6057,21.0031,21.8197,9.6418,16.4595,21.9075,14.3273,15.2164,19.0077,13.9931,22.449,22.369,15.116,20.41,21.473,15.27,16.7698,20.5601,12.8134,NaN,NaN,NaN,NaN,NaN,NaN,23.2272,22.4523,9.4425
20.663,25.6795,13.0473,21.4056,26.3004,12.8816,21.4694,25.6056,13.2856,19.2938,24.5123,13.585,17.3971,23.4785,13.3859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.4356,23.7724,13.8655,19.3618,25.0348,12.7048,23.968,28.6891,11.1767,27.5723,21.4039,7.9116,NaN,NaN,NaN,21.7321,25.4088,10.135,NaN,NaN,NaN,20.787,22.1787,9.6461,16.5125,22.0403,14.3432,15.2149,18.7907,14.0098,22.513,22.447,15.129,20.484,21.398,15.244,16.6865,20.6872,12.843,NaN,NaN,NaN,NaN,NaN,NaN,23.0332,22.6965,9.5047
20.687,25.6879,13.1128,21.4139,26.3282,12.951,NaN,NaN,NaN,19.3529,24.5274,13.6389,17.4404,23.5171,13.4405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.5035,23.7719,13.8617,19.3808,25.0644,12.7718,23.8673,28.8784,11.2117,27.2425,21.5469,7.8538,NaN,NaN,NaN,21.5625,25.5875,10.2235,20.99,24.4106,9.7581,20.5561,22.1438,9.8412,16.5741,22.165,14.3514,15.2076,18.7532,14.0329,22.622,22.402,15.112,20.559,21.414,15.256,16.6435,20.8126,12.8348,NaN,NaN,NaN,NaN,NaN,NaN,22.8282,22.9388,9.5508
20.7093,25.7254,13.1818,21.4315,26.3999,13.0114,NaN,NaN,NaN,19.4074,24.5354,13.6899,17.4843,23.5513,13.4996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.7204,25.0225,12.4279,20.4784,26.559,11.6798,NaN,NaN,NaN,NaN,NaN,NaN,22.5744,23.7651,13.8614,19.3992,25.1145,12.8554,23.7658,29.0327,11.2431,26.899,21.7069,7.7748,NaN,NaN,NaN,21.3959,25.7785,10.2937,20.8532,24.6084,9.8165,20.3368,22.3059,9.8669,16.6372,22.2084,14.3687,15.1756,19.013,14.0076,22.671,22.385,15.146,20.658,21.417,15.242,16.5816,20.9167,12.8301,NaN,NaN,NaN,NaN,NaN,NaN,22.6207,23.1631,9.5825
20.7294,25.6991,13.2168,21.4513,26.4421,13.0771,NaN,NaN,NaN,19.4613,24.5364,13.7402,17.5245,23.5627,13.5624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.7037,25.1223,12.4957,20.413,26.6809,11.7675,NaN,NaN,NaN,NaN,NaN,NaN,22.6435,23.7512,13.8572,19.4264,25.1712,12.9545,23.6518,29.1829,11.2816,NaN,NaN,NaN,NaN,NaN,NaN,21.2198,25.9721,10.3746,20.7336,25.1834,9.8347,20.0863,22.4474,9.9342,16.6958,22.2275,14.3803,15.164,19.2508,14.092,22.758,22.381,15.165,20.707,21.344,15.254,16.5343,21.0769,12.8229,NaN,NaN,NaN,NaN,NaN,NaN,22.3924,23.3867,9.5935
20.7434,25.6797,13.2403,21.4737,26.4862,13.134,NaN,NaN,NaN,19.5122,24.5358,13.7871,17.5586,23.5215,13.6304,16.4476,22.5784,13.3629,NaN,NaN,NaN,NaN,NaN,NaN,18.6689,25.1631,12.5908,20.3411,26.7951,11.858,NaN,NaN,NaN,NaN,NaN,NaN,22.7049,23.7342,13.8514,19.4553,25.2091,13.0591,23.5503,29.3339,11.3114,NaN,NaN,NaN,NaN,NaN,NaN,21.0529,25.9529,10.5097,20.4622,25.3953,9.9092,20.0148,22.7315,9.9933,16.7581,22.2558,14.4012,15.1432,19.4124,14.1138,22.831,22.336,15.182,20.814,21.399,15.253,16.4918,21.2073,12.8245,NaN,NaN,NaN,NaN,NaN,NaN,22.1662,23.5362,9.6064
NaN,NaN,NaN,21.496,26.5511,13.1904,NaN,NaN,NaN,19.5619,24.5364,13.8367,17.602,23.568,13.695,16.4471,22.7061,13.427,NaN,NaN,NaN,NaN,NaN,NaN,18.6474,25.2772,12.6894,20.2748,26.943,11.9831,NaN,NaN,NaN,NaN,NaN,NaN,22.7702,23.724,13.8562,19.4876,25.2394,13.1486,23.4447,29.4636,11.3359,NaN,NaN,NaN,NaN,NaN,NaN,20.8585,26.6404,10.4783,20.2854,25.2094,10.0145,19.8373,22.9239,10.0097,16.8234,22.2682,14.4144,15.1066,19.8273,14.0807,22.931,22.357,15.161,20.897,21.435,15.283,16.4001,21.2938,12.8585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,21.527,26.5922,13.2368,NaN,NaN,NaN,19.6197,24.5485,13.892,17.6513,23.5958,13.7643,16.4574,22.8069,13.5121,NaN,NaN,NaN,NaN,NaN,NaN,18.6407,25.3591,12.8375,20.2013,27.0119,12.1102,NaN,NaN,NaN,NaN,NaN,NaN,22.8413,23.7313,13.8572,19.5219,25.2644,13.2307,23.3318,29.5812,11.3606,NaN,NaN,NaN,NaN,NaN,NaN,20.669,26.8668,10.5579,20.0597,25.278,10.1755,19.6098,22.9363,10.0354,16.8919,22.2913,14.4342,15.0782,20.0806,14.0605,23.002,22.364,15.167,20.973,21.311,15.25,16.3405,21.4247,12.8834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,21.5589,26.6275,13.268,NaN,NaN,NaN,19.6593,24.54,13.9346,17.7029,23.6325,13.8334,16.467,22.7361,13.6171,NaN,NaN,NaN,NaN,NaN,NaN,18.6342,25.333,12.9848,20.1309,27.1302,12.1903,NaN,NaN,NaN,NaN,NaN,NaN,22.9106,23.7306,13.8524,19.5607,25.3086,13.3182,23.2212,29.7188,11.3711,NaN,NaN,NaN,NaN,NaN,NaN,20.4836,27.0909,10.6349,19.8879,25.0379,10.2599,19.4418,23.1005,10.0712,16.9584,22.296,14.4519,15.0768,20.1112,14.0776,23.079,22.42,15.168,21.048,21.356,15.235,NaN,NaN,NaN,17.7516,22.8505,11.9207,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,21.587,26.6569,13.3024,NaN,NaN,NaN,19.7038,24.5575,13.9864,17.7573,23.6605,13.904,16.4995,22.8775,13.7034,NaN,NaN,NaN,NaN,NaN,NaN,18.6244,25.412,13.1018,20.0648,27.2433,12.294,19.4822,26.3402,11.7793,NaN,NaN,NaN,22.9761,23.7296,13.851,19.5929,25.2424,13.4046,23.1133,29.8373,11.3713,NaN,NaN,NaN,NaN,NaN,NaN,20.3021,27.2716,10.7152,19.7124,25.4167,10.3408,19.0769,23.7729,10.1054,17.0265,22.3019,14.471,15.116,19.6926,14.2002,23.131,22.237,15.167,21.103,21.301,15.243,NaN,NaN,NaN,17.5931,23.0328,11.9496,NaN,NaN,NaN,NaN,NaN,NaN
