Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sn04R_X,Sn04R_Y,Sn04R_Z
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.567,23.8416,15.8799,1.5225,25.9011,16.2451,6.1608,29.438,14.9698,4.2025,29.4422,11.8835,NaN,NaN,NaN,NaN,NaN,NaN,3.3697,29.1505,12.9286,NaN,NaN,NaN,NaN,NaN,NaN,2.5379,28.4122,14.7079,0.8967,27.4108,14.235,-0.6312,26.0075,13.8902,-0.2581,22.592,17.7843,-1.2408,24.2792,17.5164,-4.0037,23.7582,17.6884,4.460803,22.322831,17.197825,2.237753,21.936325,17.578832,4.2893,29.2279,15.02
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6261,23.82,15.8628,1.6035,25.931,16.3167,6.1554,29.5545,14.9271,4.0641,29.744,11.9249,4.3155,27.8781,10.1043,NaN,NaN,NaN,3.2725,29.4257,12.9862,2.6805,27.8933,11.7754,NaN,NaN,NaN,2.5088,28.5913,14.7672,0.8312,27.6721,14.3133,-0.7785,26.3445,13.9288,-0.189,22.5754,17.7674,-1.1767,24.2421,17.5056,-3.945,23.7517,17.7135,4.546559,22.308754,17.178843,2.314503,21.903882,17.560364,4.2801,29.345,15.0459
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7142,23.8287,15.8468,1.6847,25.9596,16.3759,6.1548,29.6818,14.8913,3.9518,29.9658,11.9735,4.0095,28.332,9.9574,2.713,25.8612,9.5072,3.2013,29.6432,13.0379,2.486,28.228,11.7493,NaN,NaN,NaN,2.4786,28.7442,14.8175,0.7571,27.921,14.3934,-0.9305,26.6871,13.9968,-0.1165,22.541,17.7423,-1.1242,24.23,17.4931,-3.8879,23.7508,17.7438,4.610296,22.290924,17.170798,2.379276,21.890512,17.547029,4.2755,29.4637,15.0577
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7802,23.8182,15.8352,1.7711,25.9818,16.4194,6.1303,29.7964,14.8453,3.8464,30.269,12.0158,3.7137,28.7841,9.8288,2.2887,26.4341,9.1551,3.1298,29.877,13.0898,2.3001,28.569,11.7358,1.2192,26.7473,11.2812,2.4503,28.9007,14.8587,0.6866,28.1673,14.4644,-1.0698,27.017,14.0752,-0.0571,22.502,17.7235,-1.0616,24.1592,17.4805,-3.8284,23.7184,17.7565,4.684956,22.279029,17.154015,2.45197,21.842164,17.52203,4.2674,29.5849,15.0642
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8051,23.7536,15.8213,1.8518,26.0004,16.455,6.1174,29.8766,14.7923,3.7529,30.5427,12.0488,3.4253,29.268,9.7187,1.8596,26.9681,8.8416,3.0692,30.1219,13.1375,2.123,28.9116,11.7226,NaN,NaN,NaN,2.4221,29.0502,14.8845,0.6208,28.3912,14.5321,-1.2032,27.3246,14.1689,0.0108,22.4615,17.6992,-1.0067,24.1194,17.469,-3.7695,23.7238,17.8151,4.74797,22.227938,17.136945,2.522346,21.812932,17.502969,4.2575,29.6965,15.0577
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9068,23.7567,15.8022,1.9387,26.0282,16.4879,6.106,30.0162,14.7392,3.6778,30.7898,12.0683,3.1644,29.7094,9.629,1.4224,27.6007,8.5661,3.0165,30.3382,13.1661,1.9663,29.1477,11.7156,0.6758,27.3234,11.1099,2.3922,29.2079,14.902,0.5571,28.6012,14.5928,-1.3143,27.6069,14.2767,0.0784,22.4243,17.6779,-0.9564,24.07,17.4574,-3.7295,23.7051,17.8263,4.819966,22.203147,17.12371,2.588023,21.783858,17.495651,4.2467,29.8107,15.0396
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9724,23.7325,15.7917,2.0277,26.035,16.4926,6.0887,30.089,14.6802,3.6184,31.0336,12.0813,2.9288,29.9652,9.5792,0.9915,28.1875,8.3511,2.9666,30.5431,13.1749,1.8073,29.4657,11.6957,0.415,27.7492,11.0316,2.3642,29.3416,14.9059,0.5023,28.8022,14.6497,-1.4164,27.8662,14.3901,0.1458,22.3913,17.6525,-0.9042,24.0214,17.446,-3.6727,23.6851,17.8635,4.878131,22.183773,17.114309,2.654509,21.741821,17.468494,4.2354,29.9245,15.016
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0362,23.7058,15.7736,2.102,26.0197,16.4914,6.0782,30.2117,14.6035,3.5685,31.2579,12.0737,2.7128,30.3869,9.526,0.5341,28.5274,8.2309,2.9193,30.7309,13.1638,1.6629,29.8006,11.6742,0.1664,28.1682,10.9591,2.331,29.4753,14.9024,0.4512,28.9889,14.6956,-1.5012,28.0884,14.4945,0.2166,22.3545,17.6308,-0.8531,23.9788,17.4351,-3.612,23.6492,17.9035,4.95147,22.172071,17.093078,2.726906,21.707334,17.453135,4.2208,30.0356,14.9817
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0743,23.6329,15.7476,2.1838,26.017,16.4713,6.0531,30.3009,14.5283,3.5243,31.4431,12.0534,2.5135,30.7843,9.4843,0.1462,29.1711,8.1419,2.8823,30.9134,13.1357,1.5233,30.1177,11.6468,-0.0739,28.5951,10.8998,2.2999,29.5991,14.8854,0.4021,29.1512,14.7322,-1.5669,28.2979,14.5932,0.281,22.3268,17.6099,-0.7975,23.9408,17.4238,-3.5515,23.6102,17.9284,5.013712,22.134566,17.073783,2.793322,21.697613,17.438234,4.1994,30.1443,14.9389
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.121999,31.494681,12.645713,5.1337,23.6201,15.7374,2.2689,26.0344,16.4555,6.0391,30.3827,14.4496,3.498,31.6243,12.0213,2.3393,31.1722,9.4507,-0.2156,29.8449,8.1131,2.851,31.093,13.0893,1.3962,30.4372,11.6149,-0.3091,29.0146,10.8498,2.2658,29.7148,14.8672,0.3573,29.289,14.7555,-1.6224,28.4747,14.6773,0.3492,22.2813,17.5841,-0.7419,23.8959,17.4083,-3.4914,23.5594,17.9441,5.077254,22.135174,17.065709,2.865482,21.653995,17.4028,4.1719,30.2386,14.8888
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2364,23.636,15.7187,2.3373,26.033,16.4172,6.002,30.4431,14.3577,3.4735,31.7795,11.9714,2.1809,31.5349,9.4189,-0.557,30.5046,8.1443,2.8208,31.2432,13.0234,1.2758,30.7392,11.581,-0.5278,29.4529,10.8174,2.2292,29.819,14.8344,0.3149,29.4172,14.7723,-1.6709,28.6239,14.7555,0.4123,22.2345,17.5633,-0.6343,23.967,17.4333,-3.4296,23.514,17.9646,5.143291,22.100008,17.042131,2.925123,21.645918,17.392528,4.144,30.3294,14.8301
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3059,23.6006,15.7005,2.3987,26.0005,16.3667,5.9669,30.5048,14.2731,3.4506,31.9334,11.9016,2.0434,31.8685,9.3817,-0.848,31.1234,8.2185,2.7984,31.3701,12.9515,1.1655,31.0421,11.5487,-0.7355,29.8763,10.7976,2.1945,29.9128,14.7914,0.2733,29.5345,14.7783,-1.7169,28.7668,14.8344,0.4819,22.2047,17.5379,-0.6399,23.777,17.3783,-3.3685,23.4613,17.9794,5.208499,22.077787,17.023487,2.99411,21.606545,17.369822,4.1165,30.4176,14.7706
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3701,23.6083,15.6943,2.4708,25.9924,16.3119,5.9127,30.5796,14.177,3.417,32.0538,11.8058,1.9228,32.1724,9.3463,-1.0702,31.7139,8.3199,2.7764,31.5228,12.8722,1.0641,31.3139,11.5165,-0.9265,30.3053,10.7907,2.1597,29.9843,14.7414,0.2365,29.6333,14.7766,-1.7708,28.9241,14.9027,0.5498,22.1696,17.5159,-0.5886,23.7335,17.3671,-3.3046,23.3971,17.9903,5.267266,22.05175,17.008032,3.062835,21.571866,17.347394,4.0827,30.487,14.7008
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4404,23.5679,15.6704,2.536,25.9741,16.2498,5.8738,30.6224,14.0761,3.379,32.1214,11.699,1.8255,32.4451,9.3116,-1.2494,32.314,8.434,2.7429,31.6418,12.7802,0.9769,31.5894,11.486,-1.1008,30.7209,10.796,2.1264,30.0559,14.686,0.1894,29.717,14.7683,-1.8168,29.0736,14.957,0.6177,22.1317,17.4918,-0.5368,23.6805,17.3529,-3.2451,23.3402,17.9964,5.335323,22.031815,16.979132,3.131981,21.555866,17.336711,4.0544,30.5536,14.6202
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5022,23.5426,15.6516,2.5959,25.9681,16.1963,5.8439,30.6774,13.9397,3.3314,32.1773,11.5927,1.7375,32.7186,9.2783,-1.293,32.6974,8.4812,2.7089,31.7484,12.6887,0.9018,31.8295,11.4561,-1.2552,31.1247,10.8126,2.0914,30.1216,14.6222,0.172,29.8148,14.7476,-1.8546,29.2,14.9737,0.6894,22.0935,17.4677,-0.4791,23.6343,17.335,-3.182,23.2702,17.9963,5.404247,22.011576,16.960425,3.203664,21.518382,17.300325,4.0228,30.6016,14.5305
NaN,NaN,NaN,4.7707,27.0411,15.6669,NaN,NaN,NaN,NaN,NaN,NaN,5.5706,23.5274,15.6362,2.6557,25.9417,16.1374,5.806,30.7136,13.7984,3.2769,32.2438,11.4917,1.666,32.9599,9.2402,-1.425,33.3163,8.5722,2.6786,31.8358,12.6,0.8318,32.0511,11.4327,-1.3879,31.4974,10.841,2.0636,30.1782,14.5436,0.1471,29.9043,14.7063,-1.8884,29.2857,14.9515,0.7577,22.0513,17.443,-0.4162,23.5788,17.3184,-3.1184,23.2112,17.9968,5.470197,21.9887,16.939347,3.27452,21.502679,17.28332,3.9994,30.6434,14.4235
NaN,NaN,NaN,4.8029,26.9337,15.5117,NaN,NaN,NaN,NaN,NaN,NaN,5.6141,23.4774,15.6086,2.7228,25.9195,16.0844,5.7741,30.7189,13.6409,3.2194,32.2938,11.3884,1.607,33.1571,9.2012,-1.4375,33.6661,8.5133,2.6371,31.9179,12.5016,0.7479,32.2363,11.4101,-1.4998,31.8555,10.8798,2.0348,30.2197,14.4493,0.1159,29.9546,14.6461,-1.9157,29.3533,14.9042,0.824,22.0175,17.4229,-0.3661,23.5352,17.3053,-3.0589,23.1578,17.9944,5.540417,21.974216,16.91504,3.339911,21.468061,17.25152,3.972,30.6667,14.3013
NaN,NaN,NaN,4.8455,27.0058,15.4816,NaN,NaN,NaN,NaN,NaN,NaN,5.6828,23.4456,15.5886,2.7753,25.8964,16.0347,5.7351,30.7103,13.4712,3.1717,32.3458,11.2834,1.5532,33.3347,9.1544,-1.4646,34.0407,8.5156,2.5948,31.9875,12.3948,0.7166,32.383,11.3828,-1.5819,32.1833,10.9184,2.0077,30.2465,14.3391,0.0844,29.9983,14.5646,-1.9451,29.4182,14.8393,0.8922,21.9805,17.3955,-0.3092,23.4998,17.2925,-2.9765,23.1314,17.9994,5.605261,21.958941,16.899721,3.4048,21.446363,17.235514,3.9464,30.6841,14.1632
NaN,NaN,NaN,4.8856,27.0097,15.4084,NaN,NaN,NaN,NaN,NaN,NaN,5.7436,23.4311,15.5675,2.8265,25.8683,15.9913,5.7002,30.6969,13.3035,3.1284,32.412,11.1681,1.4996,33.4776,9.0933,-1.4993,34.3654,8.5328,2.5634,32.0378,12.2811,0.6873,32.5333,11.3353,-1.6315,32.4706,10.9388,1.979,30.2504,14.2133,0.0634,30.0439,14.4572,-1.9787,29.4627,14.7593,0.9613,21.9382,17.3743,-0.2469,23.4472,17.273,-2.918,23.0394,17.9769,5.674407,21.914864,16.861817,3.476411,21.41084,17.200406,3.9205,30.6749,14.0162
NaN,NaN,NaN,4.9013,26.9497,15.2731,NaN,NaN,NaN,NaN,NaN,NaN,5.8026,23.4034,15.542,2.8851,25.8309,15.9458,5.6547,30.6691,13.1185,3.0967,32.4651,11.0466,1.446,33.5901,9.0208,-1.5055,34.5733,8.5321,2.5369,32.0763,12.155,0.6741,32.6604,11.2649,-1.6675,32.7222,10.9372,1.9477,30.2487,14.0719,0.0339,30.0617,14.3449,-2.009,29.5019,14.6754,1.028,21.909,17.3509,-0.1923,23.406,17.2584,-2.8528,22.9353,17.9415,5.741676,21.909578,16.848854,3.552053,21.39495,17.182022,3.8943,30.6395,13.8504
4.3649,26.0546,15.5933,4.9436,26.88,15.1478,NaN,NaN,NaN,NaN,NaN,NaN,5.8922,23.4202,15.5213,2.9466,25.8338,15.9072,5.6202,30.6146,12.9333,3.0732,32.5044,10.915,1.4084,33.6769,8.937,-1.5137,34.7186,8.5254,2.5165,32.0968,12.0132,0.6635,32.7745,11.1861,-1.686,32.9073,10.9273,1.9259,30.2249,13.9208,0.0112,30.0836,14.2267,-2.0401,29.5525,14.5818,1.101,21.8794,17.327,-0.1361,23.3421,17.2323,-2.796,22.8779,17.9382,5.805909,21.882482,16.817639,3.621712,21.364946,17.160423,3.8681,30.6212,13.6858
4.4514,26.1584,15.613,4.9774,26.8731,15.0712,5.2319,25.7291,15.4939,NaN,NaN,NaN,5.9473,23.3864,15.5018,3.0021,25.7866,15.8688,5.5843,30.5433,12.7442,3.0505,32.5087,10.767,1.3792,33.7678,8.8464,-1.5457,34.8656,8.53,2.5031,32.1143,11.8787,0.6505,32.8582,11.0909,-1.6974,33.0448,10.8992,1.8992,30.2107,13.7721,-0.0091,30.0991,14.0965,-2.0701,29.5985,14.4837,1.1692,21.8493,17.3007,-0.0058,23.4431,17.2504,-2.7082,22.7639,17.9026,5.872052,21.865988,16.803475,3.688146,21.343292,17.132263,3.842,30.5784,13.5116
4.4914,26.0482,15.5067,5.0124,26.8081,14.9577,5.2379,25.7784,15.4503,2.749389,32.485847,11.268402,6.0088,23.381,15.4786,3.0602,25.7711,15.8346,5.5422,30.4514,12.5562,3.0271,32.4885,10.6141,1.3582,33.822,8.7421,-1.5513,34.9205,8.4889,2.4886,32.0982,11.7312,0.6467,32.9139,10.9907,-1.7027,33.1596,10.8575,1.8802,30.1881,13.6207,-0.0306,30.1156,13.9728,-2.0905,29.6506,14.3894,1.2376,21.8122,17.2768,0.0529,23.4106,17.2313,-2.6871,22.6749,17.8914,5.937773,21.856763,16.777902,3.752452,21.323509,17.112055,3.8277,30.5365,13.3416
4.5432,26.1239,15.4947,5.0591,26.8074,14.8806,5.3098,25.7088,15.379,NaN,NaN,NaN,6.049,23.3282,15.4579,3.1277,25.7556,15.7913,5.5221,30.4049,12.3594,3.0013,32.4351,10.4487,1.3402,33.8391,8.6186,-1.5584,34.9766,8.4336,2.48,32.0721,11.5756,0.6438,32.944,10.8773,-1.7019,33.2324,10.7911,1.8693,30.1746,13.4756,-0.0436,30.1287,13.8481,-2.104,29.6934,14.285,1.2997,21.7801,17.2536,0.0596,23.2415,17.175,-2.6374,22.5958,17.8537,6.00579,21.831215,16.759711,3.825433,21.28871,17.082636,3.8139,30.485,13.1698
4.6009,26.0791,15.428,5.1014,26.7852,14.7939,5.3486,25.6941,15.3251,2.7154,32.344295,10.91944,6.0967,23.2955,15.4358,3.184,25.7318,15.7472,5.4947,30.2903,12.1496,2.978,32.3704,10.2763,1.3296,33.8306,8.4873,-1.5541,35.0477,8.3725,2.4749,32.0177,11.4152,0.6449,32.9291,10.7426,-1.6969,33.2762,10.6916,1.8646,30.144,13.3357,-0.0462,30.1236,13.7228,-2.1062,29.7223,14.1817,1.3715,21.7487,17.2273,0.1136,23.1735,17.1424,-2.5545,22.615,17.818,6.066968,21.814527,16.738685,3.889199,21.278205,17.063759,3.8089,30.4255,13.0029
4.6505,26.0617,15.3655,5.1246,26.6842,14.6836,5.4015,25.6778,15.2698,NaN,NaN,NaN,6.1573,23.2936,15.4173,3.2431,25.7273,15.7126,5.4688,30.1785,11.9766,2.9645,32.2772,10.0951,1.3077,33.762,8.3271,-1.5216,35.0405,8.2321,2.4689,31.946,11.2461,0.6455,32.8839,10.5912,-1.6892,33.2787,10.5677,1.8672,30.094,13.1964,-0.0403,30.099,13.6055,-2.1033,29.7348,14.0856,1.4384,21.7191,17.2074,0.1737,23.1366,17.1199,-2.4902,22.5332,17.7585,6.122564,21.784331,16.707748,3.965451,21.234981,17.033382,3.8061,30.3445,12.8351
4.7024,26.0604,15.3167,5.1837,26.6684,14.5945,5.4474,25.6397,15.2041,2.711446,32.284552,10.641914,6.2175,23.2489,15.3916,3.3059,25.6884,15.6641,5.4626,30.0525,11.7716,2.9548,32.1668,9.9076,1.2919,33.6506,8.1472,-1.5023,35.0785,8.0963,2.4656,31.8428,11.0659,0.6441,32.8134,10.4245,-1.6842,33.2438,10.4213,1.878,30.046,13.0618,-0.023,30.0612,13.4845,-2.0919,29.7227,13.9924,1.5085,21.6804,17.181,0.2354,23.0973,17.094,-2.4243,22.4809,17.7498,6.197922,21.802931,16.69442,4.026502,21.224956,17.018919,3.8141,30.2773,12.6684
4.7554,25.9008,15.1768,5.2221,26.6337,14.5129,5.5096,25.6342,15.1564,NaN,NaN,NaN,6.2751,23.2261,15.3759,3.3661,25.6768,15.6125,5.4548,29.9584,11.5987,2.9467,32.0469,9.7088,1.2757,33.5103,7.9489,-1.4761,35.0838,7.9493,2.4669,31.7414,10.8863,0.6412,32.71,10.2421,-1.675,33.1695,10.2551,1.8933,29.9756,12.9216,-0.0041,30.0166,13.3668,-2.0653,29.6998,13.9004,1.5719,21.6547,17.1636,0.2942,23.0588,17.0678,-2.4197,22.3704,17.7215,6.256763,21.776923,16.676931,4.086466,21.187099,16.985923,3.8268,30.1892,12.5018
4.8116,25.9461,15.1386,5.2617,26.5756,14.4248,5.5604,25.5983,15.0908,2.788629,31.902568,10.183149,6.342,23.2077,15.3554,3.428,25.6679,15.5675,5.4613,29.8369,11.4229,2.941,31.8859,9.504,1.2607,33.3494,7.7435,-1.45,35.0034,7.7413,2.4734,31.6118,10.693,0.647,32.5787,10.0485,-1.6681,33.061,10.0739,1.9135,29.9014,12.7806,0.0262,29.944,13.2472,-2.0324,29.6652,13.8082,1.6367,21.6133,17.1374,0.3563,23.0205,17.0413,-2.3324,22.3761,17.6303,6.320991,21.752407,16.658418,4.150791,21.179109,16.974091,3.8503,30.0956,12.3281
4.8532,25.9692,15.1076,5.3102,26.521,14.3304,5.6206,25.5337,15.0027,2.71219,31.887763,9.990684,6.4033,23.1772,15.3322,3.4835,25.6311,15.5009,5.4793,29.7393,11.2464,2.9432,31.697,9.2937,1.2589,33.1364,7.521,-1.4182,34.8483,7.4945,2.4825,31.4701,10.4949,0.6531,32.4272,9.842,-1.6578,32.9152,9.8742,1.9412,29.8056,12.6356,0.0582,29.8836,13.1291,-1.9918,29.6283,13.7222,1.7046,21.5845,17.1166,0.4101,22.9717,17.0146,-2.2741,22.2987,17.579,6.374216,21.734401,16.641472,4.21868,21.154197,16.948315,3.8773,29.9756,12.1654
4.8953,25.867,15.0026,5.3608,26.46,14.2293,5.6658,25.4939,14.9433,NaN,NaN,NaN,6.4566,23.1547,15.3162,3.5413,25.62,15.4463,5.5013,29.627,11.0817,2.9501,31.4988,9.0786,1.259,32.8989,7.2857,-1.4033,34.6896,7.2439,2.4987,31.3105,10.2931,0.6643,32.2579,9.626,-1.646,32.751,9.6558,1.9808,29.7215,12.4903,0.0985,29.7967,13.0024,-1.9471,29.5707,13.6246,1.7686,21.5459,17.0895,0.4666,22.9319,16.9911,-2.2486,22.2052,17.5495,6.436881,21.735572,16.62816,4.283731,21.125085,16.926712,3.9087,29.8697,11.9996
4.9588,25.8232,14.9159,5.4094,26.427,14.1512,5.7148,25.4625,14.8897,NaN,NaN,NaN,6.5109,23.1225,15.2987,3.5682,25.4633,15.3208,5.5328,29.4739,10.9035,2.9689,31.2987,8.8613,1.2596,32.6359,7.0368,-1.3837,34.4501,6.9587,2.5217,31.1442,10.0872,0.6841,32.0638,9.4019,-1.6275,32.5469,9.425,2.0269,29.6208,12.3328,0.1476,29.7241,12.8696,-1.8939,29.4859,13.5071,1.8313,21.5214,17.0719,0.5173,22.8917,16.9687,-2.165,22.2327,17.4664,6.497171,21.721972,16.606061,4.346057,21.125089,16.917069,3.9489,29.7065,11.8361
5.0111,25.7977,14.8457,5.4663,26.3668,14.0653,5.7794,25.4445,14.8363,NaN,NaN,NaN,6.5771,23.114,15.2786,3.6276,25.4329,15.2559,5.5736,29.3143,10.7306,3.0033,31.0771,8.6477,1.2758,32.3537,6.7882,-1.3759,34.1554,6.6527,2.5528,30.9731,9.8776,0.709,31.8483,9.1703,-1.6084,32.3122,9.1858,2.0807,29.5131,12.1804,0.1992,29.6144,12.7204,-1.8153,29.4318,13.3759,1.8972,21.5011,17.0503,0.5733,22.8464,16.9391,-2.0884,22.1266,17.4106,6.560291,21.688926,16.591158,4.407027,21.091415,16.887793,3.9922,29.5888,11.6775
5.0589,25.7864,14.7823,5.5222,26.3065,13.9676,5.8207,25.3574,14.7549,2.791928,31.044508,9.138372,6.6329,23.077,15.2618,3.6883,25.4152,15.1907,5.6235,29.3373,10.5506,3.0419,30.8484,8.4312,1.3034,32.0488,6.5355,-1.374,33.8073,6.3308,2.5957,30.7695,9.664,0.7445,31.622,8.9325,-1.5777,32.0529,8.9372,2.1392,29.3893,12.0258,0.252,29.4982,12.5693,-1.7596,29.3291,13.2376,1.958,21.4696,17.0291,0.6342,22.8152,16.9197,-2.0547,22.1237,17.342,6.619772,21.696891,16.587539,4.477605,21.076102,16.872042,4.0418,29.4581,11.5133
5.1098,25.7469,14.7095,5.5761,26.2544,13.8883,5.8992,25.371,14.7087,NaN,NaN,NaN,6.6892,23.0716,15.2425,3.7444,25.4013,15.118,5.6771,29.1929,10.3916,3.09,30.6115,8.217,1.3405,31.7334,6.2831,-1.3768,33.3877,5.9905,2.6441,30.575,9.4516,0.7876,31.3897,8.6968,-1.5371,31.8036,8.6836,2.1961,29.2542,11.8662,0.3101,29.3723,12.4102,-1.697,29.2135,13.0848,2.0174,21.4526,17.0135,0.6952,22.791,16.9049,-2.0151,22.042,17.2905,6.679992,21.677143,16.56923,4.535342,21.072599,16.866239,4.0998,29.3256,11.3492
5.1702,25.7037,14.629,5.6401,26.21,13.8074,5.9263,25.2902,14.6295,2.929604,30.533338,8.707355,6.7464,23.0272,15.2221,3.7984,25.3801,15.0452,5.7437,29.0293,10.234,3.156,30.3768,8.0063,1.3986,31.3934,6.0251,-1.3756,32.9424,5.6664,2.7069,30.3656,9.2426,0.8436,31.1461,8.4575,-1.4851,31.5156,8.4221,2.2617,29.114,11.703,0.3729,29.2268,12.2402,-1.6481,29.0485,12.9245,2.0798,21.4183,16.9913,0.7503,22.7664,16.8841,-1.9192,22.0335,17.2073,6.742167,21.677363,16.552723,4.588766,21.05396,16.845268,4.167,29.1808,11.1805
5.2206,25.6753,14.5569,5.7135,26.1388,13.7179,5.9868,25.2501,14.5748,2.976993,30.39723,8.501458,6.7994,23.0074,15.2101,3.8513,25.3556,14.9686,5.8191,28.8759,10.0745,3.2329,30.1338,7.7926,1.4739,31.0367,5.7647,-1.36,32.4611,5.3438,2.7755,30.1592,9.0328,0.911,30.8895,8.2161,-1.4251,31.2113,8.1497,2.3328,28.9768,11.5353,0.4421,29.0923,12.0663,-1.5788,28.9126,12.7534,2.1411,21.3986,16.9727,0.8,22.7392,16.8627,-1.8806,21.9597,17.1654,6.799307,21.670537,16.538501,4.653032,21.033267,16.825464,4.2386,29.0336,11.0157
5.2745,25.6316,14.4838,5.7773,26.0725,13.6316,6.0451,25.2243,14.5203,3.063284,30.180307,8.266959,6.8509,22.9888,15.1983,3.9096,25.3231,14.8883,5.9057,28.7086,9.9236,3.3265,29.886,7.5829,1.5651,30.6926,5.5172,-1.3227,31.964,5.0365,2.8586,29.942,8.8219,0.9887,30.6058,7.9732,-1.3497,30.871,7.8734,2.4065,28.8423,11.3655,0.5141,28.9538,11.8846,-1.5027,28.7769,12.5728,2.1972,21.3872,16.9588,0.859,22.7113,16.836,-1.8212,21.9028,17.0874,6.849891,21.673428,16.53072,4.71582,21.03223,16.817176,4.3128,28.8779,10.8489
5.3337,25.5899,14.4014,5.8364,26.016,13.5472,6.1113,25.1854,14.4644,NaN,NaN,NaN,6.9068,22.9734,15.1869,3.963,25.2704,14.8021,5.9729,28.5972,9.7864,3.4282,29.6201,7.3768,1.6663,30.3308,5.2662,-1.2617,31.4667,4.7414,2.9481,29.7285,8.6134,1.0731,30.3294,7.7295,-1.2656,30.5392,7.5988,2.4885,28.695,11.1873,0.5912,28.805,11.6921,-1.4304,28.6452,12.3782,2.2563,21.3673,16.9399,0.9129,22.6939,16.8131,-1.7901,21.8886,17.0644,6.907163,21.661122,16.518125,4.777211,21.025263,16.809019,4.3975,28.7242,10.6818
5.3929,25.5413,14.3223,5.9086,25.9449,13.4541,6.1658,25.1495,14.4039,NaN,NaN,NaN,6.9603,22.9593,15.1725,4.0193,25.2152,14.7182,6.0905,28.3731,9.6285,3.5399,29.354,7.1709,1.7905,29.9655,5.0238,-1.1758,30.9791,4.4545,3.0512,29.4959,8.4042,1.1721,30.0496,7.4836,-1.1653,30.2091,7.3291,2.5721,28.5446,11.0093,0.6723,28.6663,11.4905,-1.3506,28.5055,12.161,2.3182,21.3499,16.9275,0.975,22.6595,16.7797,-1.7268,21.7767,16.9763,6.965184,21.656448,16.50677,4.831799,21.020697,16.803694,4.4824,28.5661,10.5111
5.4529,25.4892,14.239,5.9804,25.8761,13.3668,6.2252,25.0982,14.3379,NaN,NaN,NaN,7.022,22.9397,15.1619,4.0711,25.1863,14.6343,6.1781,28.257,9.5023,3.6654,29.0824,6.9736,1.9324,29.5995,4.7876,-1.0605,30.4957,4.1704,3.161,29.261,8.196,1.2888,29.764,7.242,-1.0508,29.8709,7.0601,2.6637,28.4143,10.8257,0.7574,28.5167,11.2786,-1.2731,28.3709,11.9358,2.3773,21.3352,16.9162,1.0298,22.6345,16.7522,-1.6393,21.7941,16.913,7.016364,21.629994,16.49048,4.88997,21.008977,16.785784,4.5758,28.4015,10.3372
